lepidothrix_coronata ENSLCOG00000005585
manacus_vitellinus ENSMVIG00005017422
lonchura_striata_domestica ENSLSDG00000008962
serinus_canaria ENSSCAG00000007965
junco_hyemalis ENSJHYG00000013613
zonotrichia_albicollis ENSZALG00000013551
ficedula_albicollis ENSFALG00000013370
parus_major ENSPMJG00000005547
cyanistes_caeruleus ENSCCEG00000021007
calidris_pygmaea ENSCPGG00000007967
calidris_pugnax ENSCPUG00000019582
meleagris_gallopavo ENSMGAG00000009459
coturnix_japonica ENSCJPG00005018140
gallus_gallus ENSGALG00000018946
numida_meleagris ENSNMEG00000020865
anas_platyrhynchos_platyrhynchos ENSAPLG00000013202
anser_brachyrhynchus ENSABRG00000016894
melopsittacus_undulatus ENSMUNG00000015426
dromaius_novaehollandiae ENSDNVG00000012264
apteryx_rowi ENSARWG00000018800
nothoprocta_perdicaria ENSNPEG00000002828
crocodylus_porosus ENSCPRG00005015864
gopherus_agassizii ENSGAGG00000014038
chelonoidis_abingdonii ENSCABG00000001554
chrysemys_picta_bellii ENSCPBG00000000394
pelodiscus_sinensis ENSPSIG00000016985
anolis_carolinensis ENSACAG00000015388
pogona_vitticeps ENSPVIG00000007707
notechis_scutatus ENSNSUG00000007212
salvator_merianae ENSSMRG00000002566
dasypus_novemcinctus ENSDNOG00000005818
choloepus_hoffmanni ENSCHOG00000013642
loxodonta_africana ENSLAFG00000032473
procavia_capensis ENSPCAG00000010688
ursus_americanus ENSUAMG00000018503
ursus_maritimus ENSUMAG00000023997
ailuropoda_melanoleuca ENSAMEG00000010109
neovison_vison ENSNVIG00000008958
mustela_putorius_furo ENSMPUG00000016967
canis_lupus_dingo ENSCAFG00020012071
canis_lupus_familiaris ENSCAFG00000006531
vulpes_vulpes ENSVVUG00000014067
panthera_tigris_altaica ENSPTIG00000020310
panthera_pardus ENSPPRG00000013735
felis_catus ENSFCAG00000009020
myotis_lucifugus ENSMLUG00000005461
bos_taurus ENSBTAG00000021508
bos_mutus ENSBMUG00000011495
bison_bison_bison ENSBBBG00000000194
ovis_aries ENSOARG00000010033
capra_hircus ENSCHIG00000017627
tursiops_truncatus ENSTTRG00000010891
vicugna_pacos ENSVPAG00000001364
sus_scrofa ENSSSCG00000011508
sorex_araneus ENSSARG00000005968
equus_caballus ENSECAG00000008709
equus_asinus_asinus ENSEASG00005002161
pteropus_vampyrus ENSPVAG00000000797
erinaceus_europaeus ENSEEUG00000008522
urocitellus_parryii ENSUPAG00010021929
ictidomys_tridecemlineatus ENSSTOG00000026793
marmota_marmota_marmota ENSMMMG00000004950
spermophilus_dauricus ENSSDAG00000010562
dipodomys_ordii ENSDORG00000000518
castor_canadensis ENSCCNG00000017620
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044086
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029707
mus_spicilegus ENSMSIG00000005130
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022430
rattus_norvegicus ENSRNOG00000032443
meriones_unguiculatus ENSMUGG00000009023
cricetulus_griseus_crigri-picr ENSCGRG00015015615
cricetulus_griseus_crigri_1.0 ENSCGRG00000016996
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010389
mesocricetus_auratus ENSMAUG00000010204
peromyscus_maniculatus_bairdii ENSPEMG00000016784
microtus_ochrogaster ENSMOCG00000013878
nannospalax_galili ENSNGAG00000012605
jaculus_jaculus ENSJJAG00000023783
chinchilla_lanigera ENSCLAG00000006151
octodon_degus ENSODEG00000005409
cavia_porcellus ENSCPOG00000013314
cavia_aperea ENSCAPG00000015675
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019110
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018245
fukomys_damarensis ENSFDAG00000017565
oryctolagus_cuniculus ENSOCUG00000008188
ochotona_princeps ENSOPRG00000014678
tupaia_belangeri ENSTBEG00000001836
homo_sapiens ENSG00000163380
nomascus_leucogenys ENSNLEG00000002236
pan_paniscus ENSPPAG00000033796
pan_troglodytes ENSPTRG00000015097
