mus_spicilegus ENSMSIG00000014338
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031778
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038745
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030667
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013867
rattus_norvegicus ENSRNOG00000014685
rattus_norvegicus ENSRNOG00000045677
meriones_unguiculatus ENSMUGG00000011768
cricetulus_griseus_crigri_1.0 ENSCGRG00000007809
cricetulus_griseus_crigri-picr ENSCGRG00015027602
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001672
mesocricetus_auratus ENSMAUG00000020944
microtus_ochrogaster ENSMOCG00000012253
peromyscus_maniculatus_bairdii ENSPEMG00000014563
nannospalax_galili ENSNGAG00000016009
castor_canadensis ENSCCNG00000007852
urocitellus_parryii ENSUPAG00010002501
ictidomys_tridecemlineatus ENSSTOG00000024776
spermophilus_dauricus ENSSDAG00000002992
marmota_marmota_marmota ENSMMMG00000007286
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016128
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015546
fukomys_damarensis ENSFDAG00000014653
octodon_degus ENSODEG00000014679
oryctolagus_cuniculus ENSOCUG00000024534
ochotona_princeps ENSOPRG00000013516
tupaia_belangeri ENSTBEG00000014524
propithecus_coquereli ENSPCOG00000027358
microcebus_murinus ENSMICG00000006315
otolemur_garnettii ENSOGAG00000027867
pan_paniscus ENSPPAG00000030340
pan_troglodytes ENSPTRG00000003107
homo_sapiens ENSG00000174885
gorilla_gorilla ENSGGOG00000040587
pongo_abelii ENSPPYG00000002855
nomascus_leucogenys ENSNLEG00000008204
rhinopithecus_bieti ENSRBIG00000033152
rhinopithecus_roxellana ENSRROG00000031585
colobus_angolensis_palliatus ENSCANG00000033102
macaca_fascicularis ENSMFAG00000035345
macaca_mulatta ENSMMUG00000004622
macaca_nemestrina ENSMNEG00000029570
chlorocebus_sabaeus ENSCSAG00000011172
theropithecus_gelada ENSTGEG00000022689
papio_anubis ENSPANG00000005322
mandrillus_leucophaeus ENSMLEG00000030411
cercocebus_atys ENSCATG00000038753
saimiri_boliviensis_boliviensis ENSSBOG00000021963
cebus_capucinus_imitator ENSCCAG00000004868
callithrix_jacchus ENSCJAG00000005581
aotus_nancymaae ENSANAG00000037981
ailuropoda_melanoleuca ENSAMEG00000003361
ursus_maritimus ENSUMAG00000005231
neovison_vison ENSNVIG00000005137
mustela_putorius_furo ENSMPUG00000008438
canis_lupus_familiaris ENSCAFG00000006468
canis_lupus_dingo ENSCAFG00020007301
vulpes_vulpes ENSVVUG00000016911
felis_catus ENSFCAG00000024094
panthera_pardus ENSPPRG00000012702
pteropus_vampyrus ENSPVAG00000017710
sus_scrofa ENSSSCG00000014561
tursiops_truncatus ENSTTRG00000013536
bos_mutus ENSBMUG00000021810
bos_taurus ENSBTAG00000001076
ovis_aries ENSOARG00000008544
equus_caballus ENSECAG00000002144
equus_asinus_asinus ENSEASG00005015280
loxodonta_africana ENSLAFG00000011104
echinops_telfairi ENSETEG00000008455
dasypus_novemcinctus ENSDNOG00000034545
