microcebus_murinus ENSMICG00000030890
prolemur_simus ENSPSMG00000017645
oryctolagus_cuniculus ENSOCUG00000024257
oryctolagus_cuniculus ENSOCUG00000026177
oryctolagus_cuniculus ENSOCUG00000026789
oryctolagus_cuniculus ENSOCUG00000024084
oryctolagus_cuniculus ENSOCUG00000023481
oryctolagus_cuniculus ENSOCUG00000027225
oryctolagus_cuniculus ENSOCUG00000022599
oryctolagus_cuniculus ENSOCUG00000023728
oryctolagus_cuniculus ENSOCUG00000023812
oryctolagus_cuniculus ENSOCUG00000021241
oryctolagus_cuniculus ENSOCUG00000022409
oryctolagus_cuniculus ENSOCUG00000021089
oryctolagus_cuniculus ENSOCUG00000023916
oryctolagus_cuniculus ENSOCUG00000022697
oryctolagus_cuniculus ENSOCUG00000021871
ursus_maritimus ENSUMAG00000009652
ursus_americanus ENSUAMG00000001527
ailuropoda_melanoleuca ENSAMEG00000015004
neovison_vison ENSNVIG00000007002
felis_catus ENSFCAG00000031841
ursus_maritimus ENSUMAG00000000615
piliocolobus_tephrosceles ENSPTEG00000028616
piliocolobus_tephrosceles ENSPTEG00000028823
otolemur_garnettii ENSOGAG00000030162
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015231
cricetulus_griseus_crigri-picr ENSCGRG00015013754
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015322
cricetulus_griseus_crigri-picr ENSCGRG00015013745
cricetulus_griseus_crigri_1.0 ENSCGRG00000001981
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011328
cricetulus_griseus_crigri-picr ENSCGRG00015013755
cricetulus_griseus_crigri_1.0 ENSCGRG00000017062
mesocricetus_auratus ENSMAUG00000019235
cricetulus_griseus_crigri-picr ENSCGRG00015013791
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015392
cricetulus_griseus_crigri-picr ENSCGRG00015024281
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001199
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010416
cricetulus_griseus_crigri-picr ENSCGRG00015024241
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016287
cricetulus_griseus_crigri-picr ENSCGRG00015024265
cricetulus_griseus_crigri-picr ENSCGRG00015024251
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016346
