labrus_bergylta ENSLBEG00000024275
gasterosteus_aculeatus ENSGACG00000015037
takifugu_rubripes ENSTRUG00000017107
tetraodon_nigroviridis ENSTNIG00000009488
mola_mola ENSMMOG00000018511
hippocampus_comes ENSHCOG00000020827
amphiprion_percula ENSAPEG00000024753
amphiprion_ocellaris ENSAOCG00000014649
acanthochromis_polyacanthus ENSAPOG00000004983
stegastes_partitus ENSSPAG00000010364
cyprinodon_variegatus ENSCVAG00000011637
fundulus_heteroclitus ENSFHEG00000005946
xiphophorus_maculatus ENSXMAG00000002082
xiphophorus_couchianus ENSXCOG00000018482
gambusia_affinis ENSGAFG00000006506
poecilia_formosa ENSPFOG00000017477
poecilia_mexicana ENSPMEG00000007804
poecilia_latipinna ENSPLAG00000019501
poecilia_reticulata ENSPREG00000018974
kryptolebias_marmoratus ENSKMAG00000005222
oryzias_latipes_asm223467v1 ENSORLG00000003332
oryzias_latipes_asm223469v1 ENSORLG00015020215
oryzias_latipes_asm223471v1 ENSORLG00020020959
oryzias_melastigma ENSOMEG00000011337
haplochromis_burtoni ENSHBUG00000003068
pundamilia_nyererei ENSPNYG00000018198
maylandia_zebra ENSMZEG00005006720
astatotilapia_calliptera ENSACLG00000019234
neolamprologus_brichardi ENSNBRG00000021356
oreochromis_niloticus ENSONIG00000000200
amphilophus_citrinellus ENSACIG00000004340
monopterus_albus ENSMALG00000011347
mastacembelus_armatus ENSMAMG00000010958
anabas_testudineus ENSATEG00000016933
seriola_lalandi_dorsalis ENSSLDG00000010194
seriola_dumerili ENSSDUG00000003079
scophthalmus_maximus ENSSMAG00000014068
cynoglossus_semilaevis ENSCSEG00000009892
periophthalmus_magnuspinnatus ENSPMGG00000010143
gadus_morhua ENSGMOG00000008135
esox_lucius ENSELUG00000019742
astyanax_mexicanus ENSAMXG00000041948
pygocentrus_nattereri ENSPNAG00000009666
ictalurus_punctatus ENSIPUG00000017054
scleropages_formosus ENSSFOG00015015418
paramormyrops_kingsleyae ENSPKIG00000019448
scleropages_formosus ENSSFOG00015016903
paramormyrops_kingsleyae ENSPKIG00000019556
lepisosteus_oculatus ENSLOCG00000012971
nothoprocta_perdicaria ENSNPEG00000015254
nothoprocta_perdicaria ENSNPEG00000015255
propithecus_coquereli ENSPCOG00000025613
canis_lupus_dingo ENSCAFG00020016082
canis_lupus_dingo ENSCAFG00020016071
choloepus_hoffmanni ENSCHOG00000006860
dasypus_novemcinctus ENSDNOG00000002407
loxodonta_africana ENSLAFG00000012422
procavia_capensis ENSPCAG00000000027
echinops_telfairi ENSETEG00000016651
mus_spicilegus ENSMSIG00000001853
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031019
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025584
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029917
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013139
rattus_norvegicus ENSRNOG00000019005
meriones_unguiculatus ENSMUGG00000023786
meriones_unguiculatus ENSMUGG00000024008
cricetulus_griseus_crigri-picr ENSCGRG00015003609
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007946
cricetulus_griseus_crigri_1.0 ENSCGRG00000011962
mesocricetus_auratus ENSMAUG00000013036
peromyscus_maniculatus_bairdii ENSPEMG00000018076
microtus_ochrogaster ENSMOCG00000005246
meriones_unguiculatus ENSMUGG00000009934
nannospalax_galili ENSNGAG00000021058
jaculus_jaculus ENSJJAG00000011944
cavia_porcellus ENSCPOG00000008287
cavia_aperea ENSCAPG00000016777
chinchilla_lanigera ENSCLAG00000009981
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006584
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002553
fukomys_damarensis ENSFDAG00000010449
dipodomys_ordii ENSDORG00000029160
oryctolagus_cuniculus ENSOCUG00000016908
ochotona_princeps ENSOPRG00000004642
cebus_capucinus_imitator ENSCCAG00000027173
saimiri_boliviensis_boliviensis ENSSBOG00000021800
callithrix_jacchus ENSCJAG00000006029
aotus_nancymaae ENSANAG00000024243
pan_troglodytes ENSPTRG00000007408
pan_paniscus ENSPPAG00000043724
homo_sapiens ENSG00000073417
gorilla_gorilla ENSGGOG00000014523
pongo_abelii ENSPPYG00000006885
nomascus_leucogenys ENSNLEG00000011058
theropithecus_gelada ENSTGEG00000004575
papio_anubis ENSPANG00000020640
chlorocebus_sabaeus ENSCSAG00000017271
mandrillus_leucophaeus ENSMLEG00000041431
cercocebus_atys ENSCATG00000030845
macaca_fascicularis ENSMFAG00000043620
macaca_mulatta ENSMMUG00000019838
macaca_nemestrina ENSMNEG00000044304
colobus_angolensis_palliatus ENSCANG00000034124
piliocolobus_tephrosceles ENSPTEG00000006777
rhinopithecus_bieti ENSRBIG00000043631
rhinopithecus_roxellana ENSRROG00000031157
carlito_syrichta ENSTSYG00000008841
propithecus_coquereli ENSPCOG00000020375
microcebus_murinus ENSMICG00000000779
prolemur_simus ENSPSMG00000001549
otolemur_garnettii ENSOGAG00000014173
tupaia_belangeri ENSTBEG00000008394
