mastacembelus_armatus ENSMAMG00000004774
monopterus_albus ENSMALG00000021536
anabas_testudineus ENSATEG00000020348
scophthalmus_maximus ENSSMAG00000008338
cynoglossus_semilaevis ENSCSEG00000013757
seriola_dumerili ENSSDUG00000017166
seriola_lalandi_dorsalis ENSSLDG00000021486
gasterosteus_aculeatus ENSGACG00000011465
labrus_bergylta ENSLBEG00000001232
takifugu_rubripes ENSTRUG00000001340
tetraodon_nigroviridis ENSTNIG00000012168
mola_mola ENSMMOG00000017762
periophthalmus_magnuspinnatus ENSPMGG00000016912
amphiprion_ocellaris ENSAOCG00000018584
amphiprion_percula ENSAPEG00000009092
acanthochromis_polyacanthus ENSAPOG00000010292
stegastes_partitus ENSSPAG00000014727
pundamilia_nyererei ENSPNYG00000014878
astatotilapia_calliptera ENSACLG00000027862
haplochromis_burtoni ENSHBUG00000013495
maylandia_zebra ENSMZEG00005017704
neolamprologus_brichardi ENSNBRG00000005769
oreochromis_niloticus ENSONIG00000014593
amphilophus_citrinellus ENSACIG00000000076
cyprinodon_variegatus ENSCVAG00000014808
fundulus_heteroclitus ENSFHEG00000009721
poecilia_mexicana ENSPMEG00000010118
poecilia_formosa ENSPFOG00000014025
poecilia_latipinna ENSPLAG00000013031
poecilia_reticulata ENSPREG00000019000
xiphophorus_maculatus ENSXMAG00000000820
xiphophorus_couchianus ENSXCOG00000020581
gambusia_affinis ENSGAFG00000021797
kryptolebias_marmoratus ENSKMAG00000002533
oryzias_latipes_asm223471v1 ENSORLG00020019797
oryzias_latipes_asm223469v1 ENSORLG00015010586
oryzias_latipes_asm223467v1 ENSORLG00000011969
oryzias_melastigma ENSOMEG00000012023
hippocampus_comes ENSHCOG00000009844
gadus_morhua ENSGMOG00000003395
esox_lucius ENSELUG00000004272
astyanax_mexicanus ENSAMXG00000017587
pygocentrus_nattereri ENSPNAG00000029755
ictalurus_punctatus ENSIPUG00000024110
danio_rerio ENSDARG00000052122
scleropages_formosus ENSSFOG00015003379
paramormyrops_kingsleyae ENSPKIG00000021898
lepisosteus_oculatus ENSLOCG00000001283
castor_canadensis ENSCCNG00000028952
dipodomys_ordii ENSDORG00000028200
cricetulus_griseus_crigri_1.0 ENSCGRG00000020033
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002046
cricetulus_griseus_crigri-picr ENSCGRG00015012039
mesocricetus_auratus ENSMAUG00000010819
peromyscus_maniculatus_bairdii ENSPEMG00000018077
microtus_ochrogaster ENSMOCG00000008467
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024912
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061311
mus_spicilegus ENSMSIG00000004846
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024002
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025438
rattus_norvegicus ENSRNOG00000004630
meriones_unguiculatus ENSMUGG00000003631
nannospalax_galili ENSNGAG00000006347
jaculus_jaculus ENSJJAG00000003473
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020565
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020788
fukomys_damarensis ENSFDAG00000013360
chinchilla_lanigera ENSCLAG00000015510
octodon_degus ENSODEG00000020338
cavia_porcellus ENSCPOG00000004516
cavia_aperea ENSCAPG00000000399
urocitellus_parryii ENSUPAG00010001077
ictidomys_tridecemlineatus ENSSTOG00000025584
spermophilus_dauricus ENSSDAG00000014859
marmota_marmota_marmota ENSMMMG00000011298
otolemur_garnettii ENSOGAG00000027339
oryctolagus_cuniculus ENSOCUG00000006989
tupaia_belangeri ENSTBEG00000003010
pan_troglodytes ENSPTRG00000050436
pan_paniscus ENSPPAG00000043768
homo_sapiens ENSG00000166349
gorilla_gorilla ENSGGOG00000041736
nomascus_leucogenys ENSNLEG00000017951
mandrillus_leucophaeus ENSMLEG00000008104
cercocebus_atys ENSCATG00000033061
papio_anubis ENSPANG00000006541
theropithecus_gelada ENSTGEG00000002066
macaca_mulatta ENSMMUG00000045691
macaca_fascicularis ENSMFAG00000011988
macaca_nemestrina ENSMNEG00000007591
