latimeria_chalumnae ENSLACG00000011709
xenopus_tropicalis ENSXETG00000009057
paramormyrops_kingsleyae ENSPKIG00000023812
scleropages_formosus ENSSFOG00015022031
gambusia_affinis ENSGAFG00000021908
xiphophorus_couchianus ENSXCOG00000020662
poecilia_mexicana ENSPMEG00000022442
poecilia_formosa ENSPFOG00000009716
poecilia_latipinna ENSPLAG00000003097
poecilia_reticulata ENSPREG00000001600
fundulus_heteroclitus ENSFHEG00000022208
cyprinodon_variegatus ENSCVAG00000013544
kryptolebias_marmoratus ENSKMAG00000007503
oryzias_latipes_asm223471v1 ENSORLG00020008640
oryzias_latipes_asm223469v1 ENSORLG00015002643
oryzias_latipes_asm223467v1 ENSORLG00000026455
oryzias_melastigma ENSOMEG00000016922
amphiprion_ocellaris ENSAOCG00000000641
amphiprion_percula ENSAPEG00000008023
acanthochromis_polyacanthus ENSAPOG00000003244
stegastes_partitus ENSSPAG00000002953
cynoglossus_semilaevis ENSCSEG00000021652
periophthalmus_magnuspinnatus ENSPMGG00000021128
hippocampus_comes ENSHCOG00000012962
mastacembelus_armatus ENSMAMG00000014647
monopterus_albus ENSMALG00000004873
anabas_testudineus ENSATEG00000008980
seriola_lalandi_dorsalis ENSSLDG00000008080
seriola_dumerili ENSSDUG00000004154
scophthalmus_maximus ENSSMAG00000016395
gasterosteus_aculeatus ENSGACG00000003368
mola_mola ENSMMOG00000019156
labrus_bergylta ENSLBEG00000028781
maylandia_zebra ENSMZEG00005012796
astatotilapia_calliptera ENSACLG00000013555
pundamilia_nyererei ENSPNYG00000008794
haplochromis_burtoni ENSHBUG00000002330
oreochromis_niloticus ENSONIG00000011020
amphilophus_citrinellus ENSACIG00000000402
gadus_morhua ENSGMOG00000016555
esox_lucius ENSELUG00000016079
pygocentrus_nattereri ENSPNAG00000003601
astyanax_mexicanus ENSAMXG00000028279
ictalurus_punctatus ENSIPUG00000010566
lepisosteus_oculatus ENSLOCG00000004309
anser_brachyrhynchus ENSABRG00000017498
anas_platyrhynchos_platyrhynchos ENSAPLG00000006707
gallus_gallus ENSGALG00000027184
meleagris_gallopavo ENSMGAG00000005226
coturnix_japonica ENSCJPG00005018599
numida_meleagris ENSNMEG00000009351
manacus_vitellinus ENSMVIG00005014227
lepidothrix_coronata ENSLCOG00000001963
junco_hyemalis ENSJHYG00000015796
zonotrichia_albicollis ENSZALG00000002649
serinus_canaria ENSSCAG00000007990
taeniopygia_guttata ENSTGUG00000005163
lonchura_striata_domestica ENSLSDG00000008800
parus_major ENSPMJG00000008096
cyanistes_caeruleus ENSCCEG00000009138
ficedula_albicollis ENSFALG00000010695
melopsittacus_undulatus ENSMUNG00000004648
calidris_pygmaea ENSCPGG00000014503
calidris_pugnax ENSCPUG00000013733
apteryx_haastii ENSAHAG00000005701
apteryx_owenii ENSAOWG00000011736
apteryx_rowi ENSARWG00000018475
dromaius_novaehollandiae ENSDNVG00000008990
nothoprocta_perdicaria ENSNPEG00000007096
crocodylus_porosus ENSCPRG00005006468
gopherus_agassizii ENSGAGG00000022578
chelonoidis_abingdonii ENSCABG00000018684
chrysemys_picta_bellii ENSCPBG00000015441
anolis_carolinensis ENSACAG00000005948
pogona_vitticeps ENSPVIG00000016513
notechis_scutatus ENSNSUG00000012589
salvator_merianae ENSSMRG00000000814
sphenodon_punctatus ENSSPUG00000002099
phascolarctos_cinereus ENSPCIG00000014311
notamacropus_eugenii ENSMEUG00000011077
sarcophilus_harrisii ENSSHAG00000001802
monodelphis_domestica ENSMODG00000006079
bos_mutus ENSBMUG00000009567
bos_taurus ENSBTAG00000021483
bison_bison_bison ENSBBBG00000013609
ovis_aries ENSOARG00000016069
capra_hircus ENSCHIG00000024217
sus_scrofa ENSSSCG00000038540
tursiops_truncatus ENSTTRG00000001975
erinaceus_europaeus ENSEEUG00000012806
equus_caballus ENSECAG00000012937
pteropus_vampyrus ENSPVAG00000003306
myotis_lucifugus ENSMLUG00000003941
mustela_putorius_furo ENSMPUG00000010411
neovison_vison ENSNVIG00000012422
ursus_maritimus ENSUMAG00000015256
ursus_americanus ENSUAMG00000007128
ailuropoda_melanoleuca ENSAMEG00000004474
canis_lupus_familiaris ENSCAFG00000006740
canis_lupus_dingo ENSCAFG00020009898
vulpes_vulpes ENSVVUG00000027938
panthera_pardus ENSPPRG00000010060
panthera_tigris_altaica ENSPTIG00000018452
felis_catus ENSFCAG00000028968
gorilla_gorilla ENSGGOG00000014833
homo_sapiens ENSG00000183801
pan_paniscus ENSPPAG00000037899
pan_troglodytes ENSPTRG00000003314
pongo_abelii ENSPPYG00000003520
nomascus_leucogenys ENSNLEG00000017485
colobus_angolensis_palliatus ENSCANG00000037173
piliocolobus_tephrosceles ENSPTEG00000000579
rhinopithecus_roxellana ENSRROG00000030614
rhinopithecus_bieti ENSRBIG00000038858
mandrillus_leucophaeus ENSMLEG00000028394
cercocebus_atys ENSCATG00000037788
theropithecus_gelada ENSTGEG00000019313
papio_anubis ENSPANG00000012055
macaca_mulatta ENSMMUG00000038771
macaca_nemestrina ENSMNEG00000041623
macaca_fascicularis ENSMFAG00000045531
chlorocebus_sabaeus ENSCSAG00000004394
cebus_capucinus_imitator ENSCCAG00000021934
saimiri_boliviensis_boliviensis ENSSBOG00000023633
callithrix_jacchus ENSCJAG00000042735
aotus_nancymaae ENSANAG00000014654
carlito_syrichta ENSTSYG00000007892
propithecus_coquereli ENSPCOG00000019602
microcebus_murinus ENSMICG00000030824
prolemur_simus ENSPSMG00000010337
otolemur_garnettii ENSOGAG00000030338
castor_canadensis ENSCCNG00000021647
dipodomys_ordii ENSDORG00000023992
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031379
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051041
mus_spicilegus ENSMSIG00000010543
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030266
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013483
rattus_norvegicus ENSRNOG00000056562
meriones_unguiculatus ENSMUGG00000017527
cricetulus_griseus_crigri_1.0 ENSCGRG00000006440
cricetulus_griseus_crigri-picr ENSCGRG00015013229
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024066
peromyscus_maniculatus_bairdii ENSPEMG00000026017
mesocricetus_auratus ENSMAUG00000011364
microtus_ochrogaster ENSMOCG00000002896
nannospalax_galili ENSNGAG00000005406
jaculus_jaculus ENSJJAG00000010919
marmota_marmota_marmota ENSMMMG00000015836
spermophilus_dauricus ENSSDAG00000003167
ictidomys_tridecemlineatus ENSSTOG00000029215
urocitellus_parryii ENSUPAG00010000627
cavia_porcellus ENSCPOG00000030731
cavia_aperea ENSCAPG00000009240
chinchilla_lanigera ENSCLAG00000016850
octodon_degus ENSODEG00000001257
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006767
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014512
fukomys_damarensis ENSFDAG00000008900
oryctolagus_cuniculus ENSOCUG00000014975
ochotona_princeps ENSOPRG00000004603
tupaia_belangeri ENSTBEG00000014034
loxodonta_africana ENSLAFG00000020898
procavia_capensis ENSPCAG00000009349
echinops_telfairi ENSETEG00000007008
choloepus_hoffmanni ENSCHOG00000007687
dasypus_novemcinctus ENSDNOG00000038995
ornithorhynchus_anatinus ENSOANG00000002237
ornithorhynchus_anatinus ENSOANG00000012060
eptatretus_burgeri ENSEBUG00000015772
