oryzias_latipes_asm223467v1 ENSORLG00000016323
oryzias_latipes_asm223469v1 ENSORLG00015018507
oryzias_latipes_asm223471v1 ENSORLG00020012597
oryzias_melastigma ENSOMEG00000021729
anabas_testudineus ENSATEG00000005961
paramormyrops_kingsleyae ENSPKIG00000001727
scleropages_formosus ENSSFOG00015019229
paramormyrops_kingsleyae ENSPKIG00000002105
lepisosteus_oculatus ENSLOCG00000003855
lepisosteus_oculatus ENSLOCG00000003825
anolis_carolinensis ENSACAG00000003586
notechis_scutatus ENSNSUG00000014635
salvator_merianae ENSSMRG00000016788
sphenodon_punctatus ENSSPUG00000009887
apteryx_haastii ENSAHAG00000012188
apteryx_owenii ENSAOWG00000008866
apteryx_rowi ENSARWG00000002663
dromaius_novaehollandiae ENSDNVG00000019195
nothoprocta_perdicaria ENSNPEG00000012822
lepidothrix_coronata ENSLCOG00000011179
manacus_vitellinus ENSMVIG00005008784
taeniopygia_guttata ENSTGUG00000009519
lonchura_striata_domestica ENSLSDG00000018178
serinus_canaria ENSSCAG00000002974
zonotrichia_albicollis ENSZALG00000008836
junco_hyemalis ENSJHYG00000001569
parus_major ENSPMJG00000000737
cyanistes_caeruleus ENSCCEG00000023203
ficedula_albicollis ENSFALG00000014069
melopsittacus_undulatus ENSMUNG00000006435
calidris_pygmaea ENSCPGG00000014889
calidris_pugnax ENSCPUG00000016689
anser_brachyrhynchus ENSABRG00000021482
anas_platyrhynchos_platyrhynchos ENSAPLG00000015284
coturnix_japonica ENSCJPG00005010252
gallus_gallus ENSGALG00000006318
numida_meleagris ENSNMEG00000012336
meleagris_gallopavo ENSMGAG00000006820
crocodylus_porosus ENSCPRG00005010418
chelonoidis_abingdonii ENSCABG00000016357
gopherus_agassizii ENSGAGG00000014442
chrysemys_picta_bellii ENSCPBG00000002604
pelodiscus_sinensis ENSPSIG00000010837
phascolarctos_cinereus ENSPCIG00000035315
sarcophilus_harrisii ENSSHAG00000008150
monodelphis_domestica ENSMODG00000015469
chinchilla_lanigera ENSCLAG00000012979
octodon_degus ENSODEG00000013082
cavia_porcellus ENSCPOG00000030632
cavia_aperea ENSCAPG00000010745
