gasterosteus_aculeatus ENSGACG00000018354
labrus_bergylta ENSLBEG00000027799
mola_mola ENSMMOG00000009066
monopterus_albus ENSMALG00000004029
mastacembelus_armatus ENSMAMG00000011501
anabas_testudineus ENSATEG00000002781
seriola_dumerili ENSSDUG00000008831
seriola_lalandi_dorsalis ENSSLDG00000010734
scophthalmus_maximus ENSSMAG00000007935
amphiprion_ocellaris ENSAOCG00000008427
amphiprion_percula ENSAPEG00000012922
acanthochromis_polyacanthus ENSAPOG00000016622
stegastes_partitus ENSSPAG00000009944
astatotilapia_calliptera ENSACLG00000002968
maylandia_zebra ENSMZEG00005009778
pundamilia_nyererei ENSPNYG00000000203
haplochromis_burtoni ENSHBUG00000010518
neolamprologus_brichardi ENSNBRG00000015430
oreochromis_niloticus ENSONIG00000017751
amphilophus_citrinellus ENSACIG00000008984
kryptolebias_marmoratus ENSKMAG00000018750
cyprinodon_variegatus ENSCVAG00000014063
fundulus_heteroclitus ENSFHEG00000008439
poecilia_formosa ENSPFOG00000003790
poecilia_latipinna ENSPLAG00000011836
poecilia_mexicana ENSPMEG00000019542
poecilia_reticulata ENSPREG00000005841
xiphophorus_couchianus ENSXCOG00000009135
xiphophorus_maculatus ENSXMAG00000009967
gambusia_affinis ENSGAFG00000006312
oryzias_latipes_asm223471v1 ENSORLG00020007842
oryzias_latipes_asm223467v1 ENSORLG00000006965
oryzias_latipes_asm223469v1 ENSORLG00015005334
oryzias_melastigma ENSOMEG00000009859
takifugu_rubripes ENSTRUG00000000853
tetraodon_nigroviridis ENSTNIG00000008998
periophthalmus_magnuspinnatus ENSPMGG00000012152
cynoglossus_semilaevis ENSCSEG00000015900
hippocampus_comes ENSHCOG00000004486
gadus_morhua ENSGMOG00000006799
esox_lucius ENSELUG00000006741
pygocentrus_nattereri ENSPNAG00000007744
astyanax_mexicanus ENSAMXG00000002449
ictalurus_punctatus ENSIPUG00000018284
danio_rerio ENSDARG00000078685
paramormyrops_kingsleyae ENSPKIG00000009483
scleropages_formosus ENSSFOG00015015996
lepisosteus_oculatus ENSLOCG00000012518
phascolarctos_cinereus ENSPCIG00000007818
notamacropus_eugenii ENSMEUG00000013940
sarcophilus_harrisii ENSSHAG00000018205
monodelphis_domestica ENSMODG00000009377
equus_caballus ENSECAG00000023719
equus_asinus_asinus ENSEASG00005012637
pteropus_vampyrus ENSPVAG00000007669
ovis_aries ENSOARG00000003509
ovis_aries ENSOARG00000004833
capra_hircus ENSCHIG00000025380
bison_bison_bison ENSBBBG00000013083
bos_mutus ENSBMUG00000020587
bos_taurus ENSBTAG00000019868
tursiops_truncatus ENSTTRG00000000468
sus_scrofa ENSSSCG00000014023
ursus_americanus ENSUAMG00000011441
ursus_maritimus ENSUMAG00000024119
ailuropoda_melanoleuca ENSAMEG00000008951
neovison_vison ENSNVIG00000009742
mustela_putorius_furo ENSMPUG00000000690
canis_lupus_familiaris ENSCAFG00000000344
canis_lupus_dingo ENSCAFG00020002806
vulpes_vulpes ENSVVUG00000001379
panthera_pardus ENSPPRG00000008370
panthera_tigris_altaica ENSPTIG00000021574
felis_catus ENSFCAG00000001202
myotis_lucifugus ENSMLUG00000016610
erinaceus_europaeus ENSEEUG00000008379
tupaia_belangeri ENSTBEG00000011985
prolemur_simus ENSPSMG00000011809
propithecus_coquereli ENSPCOG00000002762
microcebus_murinus ENSMICG00000012324
otolemur_garnettii ENSOGAG00000012620
pan_troglodytes ENSPTRG00000017616
pan_paniscus ENSPPAG00000029293
homo_sapiens ENSG00000176783
gorilla_gorilla ENSGGOG00000003557
pongo_abelii ENSPPYG00000016120
nomascus_leucogenys ENSNLEG00000001488
theropithecus_gelada ENSTGEG00000017649
papio_anubis ENSPANG00000019170
macaca_fascicularis ENSMFAG00000033376
macaca_nemestrina ENSMNEG00000036092
piliocolobus_tephrosceles ENSPTEG00000029182
rhinopithecus_roxellana ENSRROG00000041055
cercocebus_atys ENSCATG00000012248
mandrillus_leucophaeus ENSMLEG00000042265
chlorocebus_sabaeus ENSCSAG00000008458
macaca_mulatta ENSMMUG00000018666
colobus_angolensis_palliatus ENSCANG00000039271
rhinopithecus_bieti ENSRBIG00000027921
callithrix_jacchus ENSCJAG00000009844
saimiri_boliviensis_boliviensis ENSSBOG00000031721
cebus_capucinus_imitator ENSCCAG00000021753
aotus_nancymaae ENSANAG00000031581
oryctolagus_cuniculus ENSOCUG00000002518
ochotona_princeps ENSOPRG00000003463
castor_canadensis ENSCCNG00000002975
dipodomys_ordii ENSDORG00000005452
urocitellus_parryii ENSUPAG00010002901
ictidomys_tridecemlineatus ENSSTOG00000016368
marmota_marmota_marmota ENSMMMG00000010729
spermophilus_dauricus ENSSDAG00000019296
cricetulus_griseus_crigri-picr ENSCGRG00015025864
cricetulus_griseus_crigri_1.0 ENSCGRG00000017160
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013990
mesocricetus_auratus ENSMAUG00000010229
microtus_ochrogaster ENSMOCG00000003244
peromyscus_maniculatus_bairdii ENSPEMG00000009753
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017136
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020375
mus_spicilegus ENSMSIG00000009787
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016292
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017427
rattus_norvegicus ENSRNOG00000003536
meriones_unguiculatus ENSMUGG00000024772
nannospalax_galili ENSNGAG00000014023
jaculus_jaculus ENSJJAG00000013513
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012380
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017638
fukomys_damarensis ENSFDAG00000003629
chinchilla_lanigera ENSCLAG00000012650
octodon_degus ENSODEG00000006045
cavia_porcellus ENSCPOG00000012088
cavia_aperea ENSCAPG00000007880
carlito_syrichta ENSTSYG00000028168
dasypus_novemcinctus ENSDNOG00000010120
choloepus_hoffmanni ENSCHOG00000009764
loxodonta_africana ENSLAFG00000015754
procavia_capensis ENSPCAG00000006608
echinops_telfairi ENSETEG00000011297
ornithorhynchus_anatinus ENSOANG00000010223
anas_platyrhynchos_platyrhynchos ENSAPLG00000010790
anser_brachyrhynchus ENSABRG00000001121
meleagris_gallopavo ENSMGAG00000007393
meleagris_gallopavo ENSMGAG00000016936
coturnix_japonica ENSCJPG00005005260
gallus_gallus ENSGALG00000029706
numida_meleagris ENSNMEG00000019439
lonchura_striata_domestica ENSLSDG00000009730
taeniopygia_guttata ENSTGUG00000001097
junco_hyemalis ENSJHYG00000014499
zonotrichia_albicollis ENSZALG00000010298
serinus_canaria ENSSCAG00000011477
parus_major ENSPMJG00000008200
cyanistes_caeruleus ENSCCEG00000005284
ficedula_albicollis ENSFALG00000007724
lepidothrix_coronata ENSLCOG00000007636
manacus_vitellinus ENSMVIG00005011355
melopsittacus_undulatus ENSMUNG00000002649
calidris_pugnax ENSCPUG00000003526
calidris_pygmaea ENSCPGG00000002935
apteryx_owenii ENSAOWG00000009577
apteryx_haastii ENSAHAG00000006008
apteryx_rowi ENSARWG00000002354
dromaius_novaehollandiae ENSDNVG00000012885
nothoprocta_perdicaria ENSNPEG00000007264
crocodylus_porosus ENSCPRG00005011625
gopherus_agassizii ENSGAGG00000020623
chelonoidis_abingdonii ENSCABG00000013374
chrysemys_picta_bellii ENSCPBG00000009504
pelodiscus_sinensis ENSPSIG00000018084
pogona_vitticeps ENSPVIG00000008092
anolis_carolinensis ENSACAG00000016379
notechis_scutatus ENSNSUG00000000250
salvator_merianae ENSSMRG00000017302
sphenodon_punctatus ENSSPUG00000012668
xenopus_tropicalis ENSXETG00000018316
latimeria_chalumnae ENSLACG00000004882
