caenorhabditis_elegans_strain_n2 WBGene00010905
drosophila_melanogaster FBgn0285951
apteryx_owenii ENSAOWG00000012615
apteryx_rowi ENSARWG00000016712
apteryx_haastii ENSAHAG00000012557
dromaius_novaehollandiae ENSDNVG00000001996
nothoprocta_perdicaria ENSNPEG00000006194
ficedula_albicollis ENSFALG00000005108
manacus_vitellinus ENSMVIG00005011001
lepidothrix_coronata ENSLCOG00000007141
taeniopygia_guttata ENSTGUG00000003148
lonchura_striata_domestica ENSLSDG00000000602
serinus_canaria ENSSCAG00000002847
junco_hyemalis ENSJHYG00000001016
cyanistes_caeruleus ENSCCEG00000020771
parus_major ENSPMJG00000008135
calidris_pugnax ENSCPUG00000011332
calidris_pygmaea ENSCPGG00000017058
melopsittacus_undulatus ENSMUNG00000004808
anser_brachyrhynchus ENSABRG00000000111
anas_platyrhynchos_platyrhynchos ENSAPLG00000017503
meleagris_gallopavo ENSMGAG00000010241
coturnix_japonica ENSCJPG00005018493
gallus_gallus ENSGALG00000001792
numida_meleagris ENSNMEG00000021734
crocodylus_porosus ENSCPRG00005000417
gopherus_agassizii ENSGAGG00000023675
chelonoidis_abingdonii ENSCABG00000016473
chrysemys_picta_bellii ENSCPBG00000023270
pelodiscus_sinensis ENSPSIG00000003471
salvator_merianae ENSSMRG00000004525
notechis_scutatus ENSNSUG00000001257
sphenodon_punctatus ENSSPUG00000014340
pogona_vitticeps ENSPVIG00000019367
xenopus_tropicalis ENSXETG00000020229
latimeria_chalumnae ENSLACG00000013170
astatotilapia_calliptera ENSACLG00000007811
maylandia_zebra ENSMZEG00005009087
pundamilia_nyererei ENSPNYG00000016920
haplochromis_burtoni ENSHBUG00000020755
neolamprologus_brichardi ENSNBRG00000002645
oreochromis_niloticus ENSONIG00000019400
amphilophus_citrinellus ENSACIG00000007180
takifugu_rubripes ENSTRUG00000005029
tetraodon_nigroviridis ENSTNIG00000011579
mola_mola ENSMMOG00000012497
anabas_testudineus ENSATEG00000004971
monopterus_albus ENSMALG00000019940
amphiprion_percula ENSAPEG00000015149
amphiprion_ocellaris ENSAOCG00000014456
acanthochromis_polyacanthus ENSAPOG00000013871
stegastes_partitus ENSSPAG00000010529
