ciona_intestinalis ENSCING00000005034
ciona_savignyi ENSCSAVG00000008949
ictalurus_punctatus ENSIPUG00000019704
pygocentrus_nattereri ENSPNAG00000013342
danio_rerio ENSDARG00000036629
scleropages_formosus ENSSFOG00015014854
paramormyrops_kingsleyae ENSPKIG00000019412
esox_lucius ENSELUG00000004877
paramormyrops_kingsleyae ENSPKIG00000009582
lepisosteus_oculatus ENSLOCG00000011001
apteryx_rowi ENSARWG00000001524
apteryx_owenii ENSAOWG00000016267
apteryx_haastii ENSAHAG00000002383
dromaius_novaehollandiae ENSDNVG00000002745
nothoprocta_perdicaria ENSNPEG00000003345
calidris_pugnax ENSCPUG00000002385
calidris_pygmaea ENSCPGG00000016466
lonchura_striata_domestica ENSLSDG00000009894
taeniopygia_guttata ENSTGUG00000018459
junco_hyemalis ENSJHYG00000000541
zonotrichia_albicollis ENSZALG00000010352
serinus_canaria ENSSCAG00000011854
parus_major ENSPMJG00000008117
cyanistes_caeruleus ENSCCEG00000001487
ficedula_albicollis ENSFALG00000008029
lepidothrix_coronata ENSLCOG00000007100
melopsittacus_undulatus ENSMUNG00000002315
gallus_gallus ENSGALG00000004588
coturnix_japonica ENSCJPG00005006550
meleagris_gallopavo ENSMGAG00000006575
numida_meleagris ENSNMEG00000018300
anser_brachyrhynchus ENSABRG00000017420
anas_platyrhynchos_platyrhynchos ENSAPLG00000013923
crocodylus_porosus ENSCPRG00005012591
chelonoidis_abingdonii ENSCABG00000013078
chelonoidis_abingdonii ENSCABG00000017975
gopherus_agassizii ENSGAGG00000003191
chrysemys_picta_bellii ENSCPBG00000010084
pelodiscus_sinensis ENSPSIG00000005922
sphenodon_punctatus ENSSPUG00000003831
pogona_vitticeps ENSPVIG00000016144
anolis_carolinensis ENSACAG00000015004
notechis_scutatus ENSNSUG00000017156
salvator_merianae ENSSMRG00000017052
xenopus_tropicalis ENSXETG00000015815
dipodomys_ordii ENSDORG00000007146
dipodomys_ordii ENSDORG00000025701
castor_canadensis ENSCCNG00000015606
chinchilla_lanigera ENSCLAG00000017348
chinchilla_lanigera ENSCLAG00000000890
octodon_degus ENSODEG00000016127
octodon_degus ENSODEG00000007649
octodon_degus ENSODEG00000017893
octodon_degus ENSODEG00000020154
octodon_degus ENSODEG00000005622
cavia_porcellus ENSCPOG00000024408
cavia_aperea ENSCAPG00000000091
fukomys_damarensis ENSFDAG00000006514
fukomys_damarensis ENSFDAG00000018564
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004211
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008669
rattus_norvegicus ENSRNOG00000018774
rattus_norvegicus ENSRNOG00000025122
rattus_norvegicus ENSRNOG00000031585
mus_spicilegus ENSMSIG00000001578
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023223
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024608
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022311
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019041
meriones_unguiculatus ENSMUGG00000000389
meriones_unguiculatus ENSMUGG00000005048
microtus_ochrogaster ENSMOCG00000005011
microtus_ochrogaster ENSMOCG00000012368
microtus_ochrogaster ENSMOCG00000013854
microtus_ochrogaster ENSMOCG00000018660
cricetulus_griseus_crigri_1.0 ENSCGRG00000006558
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019064
cricetulus_griseus_crigri-picr ENSCGRG00015021531
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013201
mesocricetus_auratus ENSMAUG00000016593
peromyscus_maniculatus_bairdii ENSPEMG00000000346
nannospalax_galili ENSNGAG00000019343
nannospalax_galili ENSNGAG00000020545
nannospalax_galili ENSNGAG00000015311
nannospalax_galili ENSNGAG00000015321
nannospalax_galili ENSNGAG00000014327
jaculus_jaculus ENSJJAG00000012584
jaculus_jaculus ENSJJAG00000001933
ictidomys_tridecemlineatus ENSSTOG00000026574
urocitellus_parryii ENSUPAG00010012689
spermophilus_dauricus ENSSDAG00000002413
marmota_marmota_marmota ENSMMMG00000019581
tupaia_belangeri ENSTBEG00000006368
ursus_americanus ENSUAMG00000025127
ursus_maritimus ENSUMAG00000003973
ailuropoda_melanoleuca ENSAMEG00000004644
neovison_vison ENSNVIG00000000207
neovison_vison ENSNVIG00000010098
mustela_putorius_furo ENSMPUG00000019141
mustela_putorius_furo ENSMPUG00000013776
canis_lupus_dingo ENSCAFG00020025030
canis_lupus_familiaris ENSCAFG00000012839
