taeniopygia_guttata ENSTGUG00000015484
lonchura_striata_domestica ENSLSDG00000012973
serinus_canaria ENSSCAG00000014244
ficedula_albicollis ENSFALG00000008952
anser_brachyrhynchus ENSABRG00000013124
gallus_gallus ENSGALG00000034510
coturnix_japonica ENSCJPG00005006819
numida_meleagris ENSNMEG00000012402
nothoprocta_perdicaria ENSNPEG00000000575
apteryx_rowi ENSARWG00000005241
apteryx_owenii ENSAOWG00000018934
apteryx_haastii ENSAHAG00000006300
dromaius_novaehollandiae ENSDNVG00000008447
calidris_pugnax ENSCPUG00000003598
calidris_pygmaea ENSCPGG00000010564
meleagris_gallopavo ENSMGAG00000013704
crocodylus_porosus ENSCPRG00005006730
pelodiscus_sinensis ENSPSIG00000009314
pogona_vitticeps ENSPVIG00000006533
anolis_carolinensis ENSACAG00000000170
salvator_merianae ENSSMRG00000000098
sphenodon_punctatus ENSSPUG00000016580
gopherus_agassizii ENSGAGG00000004273
chelonoidis_abingdonii ENSCABG00000019264
chrysemys_picta_bellii ENSCPBG00000024419
ovis_aries ENSOARG00000005226
capra_hircus ENSCHIG00000011213
bos_mutus ENSBMUG00000020060
bos_taurus ENSBTAG00000001320
bison_bison_bison ENSBBBG00000019093
tursiops_truncatus ENSTTRG00000003465
sus_scrofa ENSSSCG00000007167
equus_caballus ENSECAG00000013499
equus_asinus_asinus ENSEASG00005013020
ursus_americanus ENSUAMG00000006066
ursus_maritimus ENSUMAG00000002471
ailuropoda_melanoleuca ENSAMEG00000011129
mustela_putorius_furo ENSMPUG00000009037
neovison_vison ENSNVIG00000020048
canis_lupus_familiaris ENSCAFG00000006534
canis_lupus_dingo ENSCAFG00020003216
vulpes_vulpes ENSVVUG00000025438
panthera_pardus ENSPPRG00000015135
panthera_tigris_altaica ENSPTIG00000008228
felis_catus ENSFCAG00000001825
myotis_lucifugus ENSMLUG00000016651
pteropus_vampyrus ENSPVAG00000006835
erinaceus_europaeus ENSEEUG00000003232
pan_paniscus ENSPPAG00000036219
pan_troglodytes ENSPTRG00000013186
homo_sapiens ENSG00000215305
gorilla_gorilla ENSGGOG00000016124
pongo_abelii ENSPPYG00000010832
nomascus_leucogenys ENSNLEG00000009065
papio_anubis ENSPANG00000018665
cercocebus_atys ENSCATG00000038232
macaca_fascicularis ENSMFAG00000033888
macaca_nemestrina ENSMNEG00000037347
macaca_mulatta ENSMMUG00000005204
mandrillus_leucophaeus ENSMLEG00000008392
theropithecus_gelada ENSTGEG00000011562
chlorocebus_sabaeus ENSCSAG00000013358
piliocolobus_tephrosceles ENSPTEG00000032330
colobus_angolensis_palliatus ENSCANG00000028651
rhinopithecus_bieti ENSRBIG00000040595
rhinopithecus_roxellana ENSRROG00000042349
cebus_capucinus_imitator ENSCCAG00000028163
saimiri_boliviensis_boliviensis ENSSBOG00000012725
callithrix_jacchus ENSCJAG00000021065
aotus_nancymaae ENSANAG00000021734
saimiri_boliviensis_boliviensis ENSSBOG00000031668
carlito_syrichta ENSTSYG00000000541
microcebus_murinus ENSMICG00000016588
prolemur_simus ENSPSMG00000017621
propithecus_coquereli ENSPCOG00000027991
otolemur_garnettii ENSOGAG00000004705
tupaia_belangeri ENSTBEG00000012867
castor_canadensis ENSCCNG00000001614
dipodomys_ordii ENSDORG00000023158
mus_spicilegus ENSMSIG00000013066
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025223
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027411
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024303
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025748
rattus_norvegicus ENSRNOG00000021222
meriones_unguiculatus ENSMUGG00000007053
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017458
cricetulus_griseus_crigri-picr ENSCGRG00015013409
cricetulus_griseus_crigri_1.0 ENSCGRG00000004332
mesocricetus_auratus ENSMAUG00000010001
microtus_ochrogaster ENSMOCG00000010998
peromyscus_maniculatus_bairdii ENSPEMG00000013167
nannospalax_galili ENSNGAG00000019525
spermophilus_dauricus ENSSDAG00000001599
urocitellus_parryii ENSUPAG00010023387
ictidomys_tridecemlineatus ENSSTOG00000016357
marmota_marmota_marmota ENSMMMG00000023902
chinchilla_lanigera ENSCLAG00000010899
octodon_degus ENSODEG00000004474
cavia_porcellus ENSCPOG00000003602
cavia_aperea ENSCAPG00000016049
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009537
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016055
fukomys_damarensis ENSFDAG00000016574
oryctolagus_cuniculus ENSOCUG00000012371
ochotona_princeps ENSOPRG00000009683
choloepus_hoffmanni ENSCHOG00000002310
loxodonta_africana ENSLAFG00000006906
procavia_capensis ENSPCAG00000011391
echinops_telfairi ENSETEG00000015972
sorex_araneus ENSSARG00000013134
dasypus_novemcinctus ENSDNOG00000015591
notamacropus_eugenii ENSMEUG00000003752
phascolarctos_cinereus ENSPCIG00000000611
sarcophilus_harrisii ENSSHAG00000003874
monodelphis_domestica ENSMODG00000005349
ornithorhynchus_anatinus ENSOANG00000014407
xenopus_tropicalis ENSXETG00000027061
latimeria_chalumnae ENSLACG00000006933
poecilia_mexicana ENSPMEG00000011410
poecilia_formosa ENSPFOG00000006387
poecilia_latipinna ENSPLAG00000009563
poecilia_reticulata ENSPREG00000010861
xiphophorus_maculatus ENSXMAG00000006070
xiphophorus_couchianus ENSXCOG00000011083
gambusia_affinis ENSGAFG00000000060
fundulus_heteroclitus ENSFHEG00000011420
cyprinodon_variegatus ENSCVAG00000019524
kryptolebias_marmoratus ENSKMAG00000001157
oryzias_latipes_asm223467v1 ENSORLG00000022777
oryzias_latipes_asm223469v1 ENSORLG00015000329
oryzias_melastigma ENSOMEG00000007502
acanthochromis_polyacanthus ENSAPOG00000023403
labrus_bergylta ENSLBEG00000015922
gasterosteus_aculeatus ENSGACG00000015383
cynoglossus_semilaevis ENSCSEG00000008772
mastacembelus_armatus ENSMAMG00000022554
anabas_testudineus ENSATEG00000007190
amphiprion_ocellaris ENSAOCG00000009882
amphiprion_percula ENSAPEG00000008217
stegastes_partitus ENSSPAG00000005580
astatotilapia_calliptera ENSACLG00000005366
pundamilia_nyererei ENSPNYG00000003154
maylandia_zebra ENSMZEG00005003978
haplochromis_burtoni ENSHBUG00000000767
neolamprologus_brichardi ENSNBRG00000016044
oreochromis_niloticus ENSONIG00000017643
amphilophus_citrinellus ENSACIG00000023255
seriola_dumerili ENSSDUG00000004508
seriola_lalandi_dorsalis ENSSLDG00000009858
scophthalmus_maximus ENSSMAG00000000003
takifugu_rubripes ENSTRUG00000011267
tetraodon_nigroviridis ENSTNIG00000010606
mola_mola ENSMMOG00000021109
monopterus_albus ENSMALG00000002109
hippocampus_comes ENSHCOG00000002549
periophthalmus_magnuspinnatus ENSPMGG00000008055
gadus_morhua ENSGMOG00000012701
esox_lucius ENSELUG00000003287
pygocentrus_nattereri ENSPNAG00000023153
astyanax_mexicanus ENSAMXG00000005047
ictalurus_punctatus ENSIPUG00000021315
danio_rerio ENSDARG00000059902
scleropages_formosus ENSSFOG00015022868
paramormyrops_kingsleyae ENSPKIG00000001377
lepisosteus_oculatus ENSLOCG00000005310
eptatretus_burgeri ENSEBUG00000014081
eptatretus_burgeri ENSEBUG00000002406
ciona_intestinalis ENSCING00000006973
ciona_savignyi ENSCSAVG00000006459
drosophila_melanogaster FBgn0285911
caenorhabditis_elegans_strain_n2 WBGene00006516
piliocolobus_tephrosceles ENSPTEG00000008162
saccharomyces_cerevisiae_strain_s288c YPL045W
