tetraodon_nigroviridis ENSTNIG00000002800
takifugu_rubripes ENSTRUG00000004472
cynoglossus_semilaevis ENSCSEG00000006691
gasterosteus_aculeatus ENSGACG00000015765
hippocampus_comes ENSHCOG00000012530
xiphophorus_couchianus ENSXCOG00000016560
poecilia_formosa ENSPFOG00000005539
poecilia_latipinna ENSPLAG00000007445
poecilia_mexicana ENSPMEG00000000336
poecilia_reticulata ENSPREG00000003624
xiphophorus_maculatus ENSXMAG00000020911
gambusia_affinis ENSGAFG00000018418
fundulus_heteroclitus ENSFHEG00000001088
cyprinodon_variegatus ENSCVAG00000000535
kryptolebias_marmoratus ENSKMAG00000019819
oryzias_latipes_asm223469v1 ENSORLG00015017599
oryzias_latipes_asm223467v1 ENSORLG00000006746
oryzias_latipes_asm223471v1 ENSORLG00020018913
oryzias_melastigma ENSOMEG00000021348
acanthochromis_polyacanthus ENSAPOG00000007605
labrus_bergylta ENSLBEG00000028407
labrus_bergylta ENSLBEG00000022994
amphiprion_percula ENSAPEG00000005642
amphiprion_ocellaris ENSAOCG00000022721
acanthochromis_polyacanthus ENSAPOG00000023150
stegastes_partitus ENSSPAG00000022030
maylandia_zebra ENSMZEG00005019904
haplochromis_burtoni ENSHBUG00000013216
pundamilia_nyererei ENSPNYG00000017219
astatotilapia_calliptera ENSACLG00000023296
neolamprologus_brichardi ENSNBRG00000016942
oreochromis_niloticus ENSONIG00000012335
amphilophus_citrinellus ENSACIG00000004728
seriola_lalandi_dorsalis ENSSLDG00000018179
seriola_dumerili ENSSDUG00000009700
mola_mola ENSMMOG00000010768
monopterus_albus ENSMALG00000008947
mastacembelus_armatus ENSMAMG00000018200
anabas_testudineus ENSATEG00000008633
periophthalmus_magnuspinnatus ENSPMGG00000021945
gadus_morhua ENSGMOG00000011488
esox_lucius ENSELUG00000009622
pygocentrus_nattereri ENSPNAG00000019610
astyanax_mexicanus ENSAMXG00000019645
ictalurus_punctatus ENSIPUG00000014233
danio_rerio ENSDARG00000060177
scleropages_formosus ENSSFOG00015014462
paramormyrops_kingsleyae ENSPKIG00000007869
lepisosteus_oculatus ENSLOCG00000004697
salvator_merianae ENSSMRG00000011748
notechis_scutatus ENSNSUG00000015327
pogona_vitticeps ENSPVIG00000000616
anolis_carolinensis ENSACAG00000016573
sphenodon_punctatus ENSSPUG00000000263
apteryx_owenii ENSAOWG00000007943
apteryx_haastii ENSAHAG00000015049
apteryx_rowi ENSARWG00000016155
dromaius_novaehollandiae ENSDNVG00000010013
nothoprocta_perdicaria ENSNPEG00000014082
lepidothrix_coronata ENSLCOG00000003594
manacus_vitellinus ENSMVIG00005000192
cyanistes_caeruleus ENSCCEG00000012929
parus_major ENSPMJG00000000561
ficedula_albicollis ENSFALG00000005441
zonotrichia_albicollis ENSZALG00000008746
junco_hyemalis ENSJHYG00000016578
serinus_canaria ENSSCAG00000013805
taeniopygia_guttata ENSTGUG00000011305
lonchura_striata_domestica ENSLSDG00000014197
melopsittacus_undulatus ENSMUNG00000005655
calidris_pygmaea ENSCPGG00000003121
calidris_pugnax ENSCPUG00000009138
gallus_gallus ENSGALG00000042883
coturnix_japonica ENSCJPG00005011655
meleagris_gallopavo ENSMGAG00000011238
numida_meleagris ENSNMEG00000016837
anser_brachyrhynchus ENSABRG00000007255
anas_platyrhynchos_platyrhynchos ENSAPLG00000014936
crocodylus_porosus ENSCPRG00005017684
gopherus_agassizii ENSGAGG00000003913
chelonoidis_abingdonii ENSCABG00000003407
chrysemys_picta_bellii ENSCPBG00000021363
pelodiscus_sinensis ENSPSIG00000012722
phascolarctos_cinereus ENSPCIG00000033756
notamacropus_eugenii ENSMEUG00000003628
sarcophilus_harrisii ENSSHAG00000010158
monodelphis_domestica ENSMODG00000007927
nannospalax_galili ENSNGAG00000020064
peromyscus_maniculatus_bairdii ENSPEMG00000015945
oryctolagus_cuniculus ENSOCUG00000015198
procavia_capensis ENSPCAG00000009396
homo_sapiens ENSG00000175073
gorilla_gorilla ENSGGOG00000003899
pan_troglodytes ENSPTRG00000020309
pan_paniscus ENSPPAG00000028693
pongo_abelii ENSPPYG00000018641
nomascus_leucogenys ENSNLEG00000010732
piliocolobus_tephrosceles ENSPTEG00000006813
colobus_angolensis_palliatus ENSCANG00000038043
rhinopithecus_bieti ENSRBIG00000044960
rhinopithecus_roxellana ENSRROG00000040394
macaca_fascicularis ENSMFAG00000031366
macaca_mulatta ENSMMUG00000020612
macaca_nemestrina ENSMNEG00000021855
theropithecus_gelada ENSTGEG00000020365
papio_anubis ENSPANG00000015219
cercocebus_atys ENSCATG00000043904
mandrillus_leucophaeus ENSMLEG00000035358
chlorocebus_sabaeus ENSCSAG00000014151
cebus_capucinus_imitator ENSCCAG00000016170
saimiri_boliviensis_boliviensis ENSSBOG00000029801
callithrix_jacchus ENSCJAG00000004515
aotus_nancymaae ENSANAG00000035445
carlito_syrichta ENSTSYG00000003156
propithecus_coquereli ENSPCOG00000026640
prolemur_simus ENSPSMG00000000556
microcebus_murinus ENSMICG00000007034
otolemur_garnettii ENSOGAG00000012360
tupaia_belangeri ENSTBEG00000012398
chinchilla_lanigera ENSCLAG00000002342
octodon_degus ENSODEG00000002899
cavia_porcellus ENSCPOG00000010498
cavia_aperea ENSCAPG00000010863
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012964
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016660
fukomys_damarensis ENSFDAG00000021077
urocitellus_parryii ENSUPAG00010001413
ictidomys_tridecemlineatus ENSSTOG00000021772
spermophilus_dauricus ENSSDAG00000020873
marmota_marmota_marmota ENSMMMG00000002487
castor_canadensis ENSCCNG00000023677
dipodomys_ordii ENSDORG00000014381
cricetulus_griseus_crigri_1.0 ENSCGRG00000010642
cricetulus_griseus_crigri-picr ENSCGRG00015022029
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008997
mesocricetus_auratus ENSMAUG00000014309
microtus_ochrogaster ENSMOCG00000019067
mus_spicilegus ENSMSIG00000008007
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045210
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014743
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013940
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023879
rattus_norvegicus ENSRNOG00000006980
meriones_unguiculatus ENSMUGG00000019321
jaculus_jaculus ENSJJAG00000018804
bos_mutus ENSBMUG00000014426
bos_taurus ENSBTAG00000006695
bison_bison_bison ENSBBBG00000018523
capra_hircus ENSCHIG00000010272
ovis_aries ENSOARG00000017761
tursiops_truncatus ENSTTRG00000017144
vicugna_pacos ENSVPAG00000004195
sus_scrofa ENSSSCG00000006209
ursus_maritimus ENSUMAG00000014329
ursus_americanus ENSUAMG00000019129
ailuropoda_melanoleuca ENSAMEG00000012451
mustela_putorius_furo ENSMPUG00000009980
neovison_vison ENSNVIG00000023909
canis_lupus_dingo ENSCAFG00020016103
canis_lupus_familiaris ENSCAFG00000007346
vulpes_vulpes ENSVVUG00000018589
panthera_pardus ENSPPRG00000007148
panthera_tigris_altaica ENSPTIG00000020101
felis_catus ENSFCAG00000014522
erinaceus_europaeus ENSEEUG00000001641
