xiphophorus_maculatus ENSXMAG00000025492
gambusia_affinis ENSGAFG00000001709
poecilia_mexicana ENSPMEG00000021560
takifugu_rubripes ENSTRUG00000021012
lonchura_striata_domestica ENSLSDG00000009750
serinus_canaria ENSSCAG00000016818
lepidothrix_coronata ENSLCOG00000000254
melopsittacus_undulatus ENSMUNG00000007662
chelonoidis_abingdonii ENSCABG00000018177
pogona_vitticeps ENSPVIG00000021199
notechis_scutatus ENSNSUG00000012318
ornithorhynchus_anatinus ENSOANG00000028599
bos_taurus ENSBTAG00000048707
eptatretus_burgeri ENSEBUG00000008017
