fundulus_heteroclitus ENSFHEG00000007722
cyprinodon_variegatus ENSCVAG00000006227
poecilia_formosa ENSPFOG00000008758
poecilia_latipinna ENSPLAG00000008415
poecilia_mexicana ENSPMEG00000015729
xiphophorus_maculatus ENSXMAG00000021319
poecilia_reticulata ENSPREG00000003252
xiphophorus_couchianus ENSXCOG00000015592
gambusia_affinis ENSGAFG00000019044
kryptolebias_marmoratus ENSKMAG00000021229
oryzias_latipes_asm223471v1 ENSORLG00020013342
oryzias_latipes_asm223467v1 ENSORLG00000017552
oryzias_latipes_asm223469v1 ENSORLG00015003586
oryzias_melastigma ENSOMEG00000007799
takifugu_rubripes ENSTRUG00000012757
tetraodon_nigroviridis ENSTNIG00000005860
mola_mola ENSMMOG00000020792
labrus_bergylta ENSLBEG00000007642
gasterosteus_aculeatus ENSGACG00000014811
mastacembelus_armatus ENSMAMG00000018822
anabas_testudineus ENSATEG00000013482
monopterus_albus ENSMALG00000003084
scophthalmus_maximus ENSSMAG00000017974
cynoglossus_semilaevis ENSCSEG00000008818
seriola_lalandi_dorsalis ENSSLDG00000013490
seriola_dumerili ENSSDUG00000019128
hippocampus_comes ENSHCOG00000021161
amphiprion_ocellaris ENSAOCG00000012681
amphiprion_percula ENSAPEG00000022791
acanthochromis_polyacanthus ENSAPOG00000018178
stegastes_partitus ENSSPAG00000022435
astatotilapia_calliptera ENSACLG00000007492
maylandia_zebra ENSMZEG00005000456
pundamilia_nyererei ENSPNYG00000013516
haplochromis_burtoni ENSHBUG00000022552
oreochromis_niloticus ENSONIG00000000645
neolamprologus_brichardi ENSNBRG00000024311
esox_lucius ENSELUG00000009867
pygocentrus_nattereri ENSPNAG00000024432
astyanax_mexicanus ENSAMXG00000007634
ictalurus_punctatus ENSIPUG00000016789
danio_rerio ENSDARG00000021004
paramormyrops_kingsleyae ENSPKIG00000007014
scleropages_formosus ENSSFOG00015012633
lepisosteus_oculatus ENSLOCG00000005479
calidris_pygmaea ENSCPGG00000010590
calidris_pugnax ENSCPUG00000015068
melopsittacus_undulatus ENSMUNG00000009970
taeniopygia_guttata ENSTGUG00000006567
taeniopygia_guttata ENSTGUG00000015712
lonchura_striata_domestica ENSLSDG00000003936
junco_hyemalis ENSJHYG00000003873
zonotrichia_albicollis ENSZALG00000012388
serinus_canaria ENSSCAG00000001301
ficedula_albicollis ENSFALG00000001809
cyanistes_caeruleus ENSCCEG00000009600
parus_major ENSPMJG00000003285
lepidothrix_coronata ENSLCOG00000014210
manacus_vitellinus ENSMVIG00005010749
anas_platyrhynchos_platyrhynchos ENSAPLG00000007514
anser_brachyrhynchus ENSABRG00000022038
meleagris_gallopavo ENSMGAG00000003474
gallus_gallus ENSGALG00000001565
coturnix_japonica ENSCJPG00005009051
numida_meleagris ENSNMEG00000009704
apteryx_owenii ENSAOWG00000003163
apteryx_rowi ENSARWG00000009057
apteryx_haastii ENSAHAG00000010828
dromaius_novaehollandiae ENSDNVG00000011415
nothoprocta_perdicaria ENSNPEG00000013189
crocodylus_porosus ENSCPRG00005009770
gopherus_agassizii ENSGAGG00000005015
chelonoidis_abingdonii ENSCABG00000001738
chrysemys_picta_bellii ENSCPBG00000010132
pelodiscus_sinensis ENSPSIG00000004569
pogona_vitticeps ENSPVIG00000011824
notechis_scutatus ENSNSUG00000004518
salvator_merianae ENSSMRG00000008077
sphenodon_punctatus ENSSPUG00000018349
anolis_carolinensis ENSACAG00000026405
anolis_carolinensis ENSACAG00000029332
anolis_carolinensis ENSACAG00000003152
ornithorhynchus_anatinus ENSOANG00000020522
ornithorhynchus_anatinus ENSOANG00000001103
castor_canadensis ENSCCNG00000013367
dipodomys_ordii ENSDORG00000016142
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013498
cricetulus_griseus_crigri-picr ENSCGRG00015002942
peromyscus_maniculatus_bairdii ENSPEMG00000007298
microtus_ochrogaster ENSMOCG00000021554
mus_spicilegus ENSMSIG00000015579
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024391
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026874
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023474
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024931
rattus_norvegicus ENSRNOG00000018899
nannospalax_galili ENSNGAG00000018523
jaculus_jaculus ENSJJAG00000024103
chinchilla_lanigera ENSCLAG00000011962
octodon_degus ENSODEG00000003068
cavia_porcellus ENSCPOG00000002250
cavia_aperea ENSCAPG00000014320
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019138
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010187
fukomys_damarensis ENSFDAG00000015396
urocitellus_parryii ENSUPAG00010011174
ictidomys_tridecemlineatus ENSSTOG00000013078
spermophilus_dauricus ENSSDAG00000014845
marmota_marmota_marmota ENSMMMG00000019210
oryctolagus_cuniculus ENSOCUG00000005673
ochotona_princeps ENSOPRG00000017264
pan_troglodytes ENSPTRG00000021309
pan_paniscus ENSPPAG00000032861
homo_sapiens ENSG00000106804
gorilla_gorilla ENSGGOG00000002285
pongo_abelii ENSPPYG00000019558
nomascus_leucogenys ENSNLEG00000017065
rhinopithecus_roxellana ENSRROG00000037635
rhinopithecus_bieti ENSRBIG00000043095
colobus_angolensis_palliatus ENSCANG00000019292
