procavia_capensis ENSPCAG00000002805
echinops_telfairi ENSETEG00000001794
dipodomys_ordii ENSDORG00000027539
dipodomys_ordii ENSDORG00000003601
castor_canadensis ENSCCNG00000009858
castor_canadensis ENSCCNG00000009864
castor_canadensis ENSCCNG00000009869
nannospalax_galili ENSNGAG00000018546
nannospalax_galili ENSNGAG00000022666
nannospalax_galili ENSNGAG00000013938
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023075
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022164
mus_spicilegus ENSMSIG00000001624
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045876
rattus_norvegicus ENSRNOG00000020073
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023073
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051678
mus_spicilegus ENSMSIG00000001605
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022162
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018898
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018897
mus_spicilegus ENSMSIG00000001640
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023077
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022166
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045657
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018901
rattus_norvegicus ENSRNOG00000029244
mus_spicilegus ENSMSIG00000001572
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045689
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023071
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022160
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018895
rattus_norvegicus ENSRNOG00000027469
mus_spicilegus ENSMSIG00000001650
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022167
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051486
rattus_norvegicus ENSRNOG00000020066
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043458
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023078
mus_spicilegus ENSMSIG00000001661
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022168
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018902
rattus_norvegicus ENSRNOG00000033719
meriones_unguiculatus ENSMUGG00000009110
meriones_unguiculatus ENSMUGG00000003807
meriones_unguiculatus ENSMUGG00000005371
cricetulus_griseus_crigri_1.0 ENSCGRG00000002297
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011604
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023910
cricetulus_griseus_crigri-picr ENSCGRG00015000311
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011331
cricetulus_griseus_crigri-picr ENSCGRG00015000308
cricetulus_griseus_crigri_1.0 ENSCGRG00000019063
microtus_ochrogaster ENSMOCG00000001310
peromyscus_maniculatus_bairdii ENSPEMG00000022362
microtus_ochrogaster ENSMOCG00000013443
microtus_ochrogaster ENSMOCG00000018360
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011191
cricetulus_griseus_crigri-picr ENSCGRG00015000298
cricetulus_griseus_crigri_1.0 ENSCGRG00000003134
