tursiops_truncatus ENSTTRG00000005638
vicugna_pacos ENSVPAG00000011186
pteropus_vampyrus ENSPVAG00000000290
colobus_angolensis_palliatus ENSCANG00000038938
piliocolobus_tephrosceles ENSPTEG00000038324
rhinopithecus_roxellana ENSRROG00000034318
rhinopithecus_bieti ENSRBIG00000041392
macaca_nemestrina ENSMNEG00000031694
macaca_mulatta ENSMMUG00000049117
macaca_fascicularis ENSMFAG00000003136
theropithecus_gelada ENSTGEG00000001452
cercocebus_atys ENSCATG00000035311
papio_anubis ENSPANG00000001912
mandrillus_leucophaeus ENSMLEG00000041938
homo_sapiens ENSG00000205057
pan_troglodytes ENSPTRG00000029605
gorilla_gorilla ENSGGOG00000011882
nomascus_leucogenys ENSNLEG00000005634
saimiri_boliviensis_boliviensis ENSSBOG00000029330
cebus_capucinus_imitator ENSCCAG00000036807
callithrix_jacchus ENSCJAG00000019504
aotus_nancymaae ENSANAG00000020232
