scophthalmus_maximus ENSSMAG00000002800
cynoglossus_semilaevis ENSCSEG00000012521
seriola_dumerili ENSSDUG00000010242
seriola_lalandi_dorsalis ENSSLDG00000019168
mastacembelus_armatus ENSMAMG00000005011
anabas_testudineus ENSATEG00000013401
mola_mola ENSMMOG00000020314
oryzias_latipes_asm223467v1 ENSORLG00000028373
oryzias_latipes_asm223471v1 ENSORLG00020001942
oryzias_latipes_asm223469v1 ENSORLG00015022024
oryzias_melastigma ENSOMEG00000021049
amphiprion_ocellaris ENSAOCG00000013056
amphiprion_percula ENSAPEG00000002255
acanthochromis_polyacanthus ENSAPOG00000007824
stegastes_partitus ENSSPAG00000002566
gambusia_affinis ENSGAFG00000011655
xiphophorus_couchianus ENSXCOG00000004664
poecilia_latipinna ENSPLAG00000010771
poecilia_reticulata ENSPREG00000004358
poecilia_mexicana ENSPMEG00000007774
poecilia_formosa ENSPFOG00000009134
fundulus_heteroclitus ENSFHEG00000004439
astatotilapia_calliptera ENSACLG00000015778
maylandia_zebra ENSMZEG00005014577
pundamilia_nyererei ENSPNYG00000019988
neolamprologus_brichardi ENSNBRG00000005891
amphilophus_citrinellus ENSACIG00000022791
monopterus_albus ENSMALG00000009232
hippocampus_comes ENSHCOG00000021116
takifugu_rubripes ENSTRUG00000022888
labrus_bergylta ENSLBEG00000018840
periophthalmus_magnuspinnatus ENSPMGG00000012225
esox_lucius ENSELUG00000018730
pygocentrus_nattereri ENSPNAG00000008106
astyanax_mexicanus ENSAMXG00000013058
ictalurus_punctatus ENSIPUG00000003056
paramormyrops_kingsleyae ENSPKIG00000014291
lepisosteus_oculatus ENSLOCG00000008487
melopsittacus_undulatus ENSMUNG00000011596
anas_platyrhynchos_platyrhynchos ENSAPLG00000003086
apteryx_haastii ENSAHAG00000010879
apteryx_rowi ENSARWG00000010542
nothoprocta_perdicaria ENSNPEG00000001027
apteryx_owenii ENSAOWG00000017699
cyanistes_caeruleus ENSCCEG00000018021
crocodylus_porosus ENSCPRG00005011850
chelonoidis_abingdonii ENSCABG00000020925
gopherus_agassizii ENSGAGG00000003486
chrysemys_picta_bellii ENSCPBG00000018601
pelodiscus_sinensis ENSPSIG00000013157
pogona_vitticeps ENSPVIG00000002330
anolis_carolinensis ENSACAG00000002752
notechis_scutatus ENSNSUG00000013794
salvator_merianae ENSSMRG00000019329
sphenodon_punctatus ENSSPUG00000013973
sarcophilus_harrisii ENSSHAG00000012345
notamacropus_eugenii ENSMEUG00000009772
monodelphis_domestica ENSMODG00000015736
echinops_telfairi ENSETEG00000001364
echinops_telfairi ENSETEG00000010529
echinops_telfairi ENSETEG00000008428
loxodonta_africana ENSLAFG00000012527
procavia_capensis ENSPCAG00000008316
choloepus_hoffmanni ENSCHOG00000009651
dasypus_novemcinctus ENSDNOG00000015158
castor_canadensis ENSCCNG00000000398
castor_canadensis ENSCCNG00000004576
jaculus_jaculus ENSJJAG00000015949
mus_spicilegus ENSMSIG00000012311
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024592
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023203
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022290
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019023
rattus_norvegicus ENSRNOG00000013738
meriones_unguiculatus ENSMUGG00000026585
cricetulus_griseus_crigri-picr ENSCGRG00015007869
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000564
cricetulus_griseus_crigri_1.0 ENSCGRG00000010530
mesocricetus_auratus ENSMAUG00000011803
microtus_ochrogaster ENSMOCG00000017421
peromyscus_maniculatus_bairdii ENSPEMG00000024261
nannospalax_galili ENSNGAG00000020899
dipodomys_ordii ENSDORG00000009280
spermophilus_dauricus ENSSDAG00000014113
marmota_marmota_marmota ENSMMMG00000020014
ictidomys_tridecemlineatus ENSSTOG00000023735
urocitellus_parryii ENSUPAG00010011782
chinchilla_lanigera ENSCLAG00000009122
octodon_degus ENSODEG00000007167
cavia_aperea ENSCAPG00000006205
cavia_porcellus ENSCPOG00000039359
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009416
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007860
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017164
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009354
fukomys_damarensis ENSFDAG00000018053
ochotona_princeps ENSOPRG00000014310
oryctolagus_cuniculus ENSOCUG00000015863
prolemur_simus ENSPSMG00000022672
prolemur_simus ENSPSMG00000014262
propithecus_coquereli ENSPCOG00000019707
microcebus_murinus ENSMICG00000032659
chlorocebus_sabaeus ENSCSAG00000014468
