chelonoidis_abingdonii ENSCABG00000018680
gopherus_agassizii ENSGAGG00000015807
chrysemys_picta_bellii ENSCPBG00000007336
pelodiscus_sinensis ENSPSIG00000010989
anser_brachyrhynchus ENSABRG00000001636
anas_platyrhynchos_platyrhynchos ENSAPLG00000005476
gallus_gallus ENSGALG00000002507
coturnix_japonica ENSCJPG00005012664
meleagris_gallopavo ENSMGAG00000001047
numida_meleagris ENSNMEG00000013887
pogona_vitticeps ENSPVIG00000004577
anolis_carolinensis ENSACAG00000004891
notechis_scutatus ENSNSUG00000006186
salvator_merianae ENSSMRG00000008626
monodelphis_domestica ENSMODG00000001491
phascolarctos_cinereus ENSPCIG00000027411
ursus_maritimus ENSUMAG00000014120
ailuropoda_melanoleuca ENSAMEG00000013016
vulpes_vulpes ENSVVUG00000025563
canis_lupus_dingo ENSCAFG00020014422
panthera_pardus ENSPPRG00000024551
panthera_tigris_altaica ENSPTIG00000008123
felis_catus ENSFCAG00000036170
capra_hircus ENSCHIG00000015787
ovis_aries ENSOARG00000010165
bos_mutus ENSBMUG00000019009
bos_taurus ENSBTAG00000054761
bison_bison_bison ENSBBBG00000016126
sus_scrofa ENSSSCG00000024252
myotis_lucifugus ENSMLUG00000029030
myotis_lucifugus ENSMLUG00000023325
myotis_lucifugus ENSMLUG00000029822
myotis_lucifugus ENSMLUG00000028290
myotis_lucifugus ENSMLUG00000030760
myotis_lucifugus ENSMLUG00000024939
myotis_lucifugus ENSMLUG00000028798
myotis_lucifugus ENSMLUG00000014573
myotis_lucifugus ENSMLUG00000028373
equus_asinus_asinus ENSEASG00005019900
equus_caballus ENSECAG00000023001
castor_canadensis ENSCCNG00000026225
dipodomys_ordii ENSDORG00000006997
mus_spicilegus ENSMSIG00000025362
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037780
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020030
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019144
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030160
rattus_norvegicus ENSRNOG00000011706
meriones_unguiculatus ENSMUGG00000007427
cricetulus_griseus_crigri-picr ENSCGRG00015017200
cricetulus_griseus_crigri_1.0 ENSCGRG00000015688
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017391
mesocricetus_auratus ENSMAUG00000014755
peromyscus_maniculatus_bairdii ENSPEMG00000017415
microtus_ochrogaster ENSMOCG00000007278
nannospalax_galili ENSNGAG00000021485
jaculus_jaculus ENSJJAG00000015405
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012274
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000906
fukomys_damarensis ENSFDAG00000000785
chinchilla_lanigera ENSCLAG00000000944
octodon_degus ENSODEG00000011470
cavia_porcellus ENSCPOG00000027540
marmota_marmota_marmota ENSMMMG00000010822
spermophilus_dauricus ENSSDAG00000002541
urocitellus_parryii ENSUPAG00010002281
ictidomys_tridecemlineatus ENSSTOG00000022645
microcebus_murinus ENSMICG00000030906
prolemur_simus ENSPSMG00000015956
otolemur_garnettii ENSOGAG00000004024
macaca_fascicularis ENSMFAG00000001265
macaca_nemestrina ENSMNEG00000044696
macaca_mulatta ENSMMUG00000002786
papio_anubis ENSPANG00000022578
theropithecus_gelada ENSTGEG00000017521
chlorocebus_sabaeus ENSCSAG00000009340
rhinopithecus_bieti ENSRBIG00000030139
rhinopithecus_roxellana ENSRROG00000038797
piliocolobus_tephrosceles ENSPTEG00000000240
theropithecus_gelada ENSTGEG00000017568
piliocolobus_tephrosceles ENSPTEG00000000180
pongo_abelii ENSPPYG00000002296
callithrix_jacchus ENSCJAG00000018197
callithrix_jacchus ENSCJAG00000044249
saimiri_boliviensis_boliviensis ENSSBOG00000030584
aotus_nancymaae ENSANAG00000000341
dasypus_novemcinctus ENSDNOG00000036947
tursiops_truncatus ENSTTRG00000003010
pteropus_vampyrus ENSPVAG00000016522
choloepus_hoffmanni ENSCHOG00000011595
procavia_capensis ENSPCAG00000016507
mustela_putorius_furo ENSMPUG00000003579
neovison_vison ENSNVIG00000003058
vicugna_pacos ENSVPAG00000005750
sus_scrofa ENSSSCG00000010427
capra_hircus ENSCHIG00000015204
ovis_aries ENSOARG00000013530
bos_mutus ENSBMUG00000026528
bos_taurus ENSBTAG00000007049
bison_bison_bison ENSBBBG00000011792
tursiops_truncatus ENSTTRG00000007567
myotis_lucifugus ENSMLUG00000008329
erinaceus_europaeus ENSEEUG00000003716
equus_caballus ENSECAG00000018357
equus_asinus_asinus ENSEASG00005013094
castor_canadensis ENSCCNG00000003214
dipodomys_ordii ENSDORG00000000732
mus_spicilegus ENSMSIG00000025715
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024863
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023787
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022869
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014362
rattus_norvegicus ENSRNOG00000050305
rattus_norvegicus ENSRNOG00000011637
meriones_unguiculatus ENSMUGG00000010287
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015670
cricetulus_griseus_crigri-picr ENSCGRG00015021861
cricetulus_griseus_crigri_1.0 ENSCGRG00000011846
mesocricetus_auratus ENSMAUG00000007553
peromyscus_maniculatus_bairdii ENSPEMG00000028403
peromyscus_maniculatus_bairdii ENSPEMG00000029713
microtus_ochrogaster ENSMOCG00000022089
nannospalax_galili ENSNGAG00000011106
jaculus_jaculus ENSJJAG00000021220
cavia_aperea ENSCAPG00000007010
cavia_porcellus ENSCPOG00000002383
chinchilla_lanigera ENSCLAG00000015818
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003224
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000871
fukomys_damarensis ENSFDAG00000004798
octodon_degus ENSODEG00000013389
marmota_marmota_marmota ENSMMMG00000018817
marmota_marmota_marmota ENSMMMG00000018269
spermophilus_dauricus ENSSDAG00000001706
spermophilus_dauricus ENSSDAG00000010896
ictidomys_tridecemlineatus ENSSTOG00000028860
oryctolagus_cuniculus ENSOCUG00000012742
ochotona_princeps ENSOPRG00000014220
tupaia_belangeri ENSTBEG00000010403
pongo_abelii ENSPPYG00000002437
pongo_abelii ENSPPYG00000002807
pan_troglodytes ENSPTRG00000044979
pan_paniscus ENSPPAG00000041167
gorilla_gorilla ENSGGOG00000039764
homo_sapiens ENSG00000165471
nomascus_leucogenys ENSNLEG00000012005
rhinopithecus_roxellana ENSRROG00000031757
rhinopithecus_bieti ENSRBIG00000033882
piliocolobus_tephrosceles ENSPTEG00000038100
colobus_angolensis_palliatus ENSCANG00000032154
macaca_fascicularis ENSMFAG00000032115
macaca_mulatta ENSMMUG00000046929
macaca_nemestrina ENSMNEG00000040758
theropithecus_gelada ENSTGEG00000005674
papio_anubis ENSPANG00000022003
mandrillus_leucophaeus ENSMLEG00000038002
cercocebus_atys ENSCATG00000006043
chlorocebus_sabaeus ENSCSAG00000007052
cebus_capucinus_imitator ENSCCAG00000026663
saimiri_boliviensis_boliviensis ENSSBOG00000026603
callithrix_jacchus ENSCJAG00000005002
aotus_nancymaae ENSANAG00000029242
carlito_syrichta ENSTSYG00000009734
propithecus_coquereli ENSPCOG00000014913
microcebus_murinus ENSMICG00000037938
prolemur_simus ENSPSMG00000016106
otolemur_garnettii ENSOGAG00000013514
choloepus_hoffmanni ENSCHOG00000004077
dasypus_novemcinctus ENSDNOG00000018551
loxodonta_africana ENSLAFG00000020683
procavia_capensis ENSPCAG00000005405
echinops_telfairi ENSETEG00000018907
ornithorhynchus_anatinus ENSOANG00000003177
pogona_vitticeps ENSPVIG00000004576
notechis_scutatus ENSNSUG00000006184
phascolarctos_cinereus ENSPCIG00000001128
sarcophilus_harrisii ENSSHAG00000000047
danio_rerio ENSDARG00000068221
danio_rerio ENSDARG00000094681
danio_rerio ENSDARG00000068220
danio_rerio ENSDARG00000054202
pygocentrus_nattereri ENSPNAG00000027351
pygocentrus_nattereri ENSPNAG00000027261
pygocentrus_nattereri ENSPNAG00000006776
astyanax_mexicanus ENSAMXG00000040333
astyanax_mexicanus ENSAMXG00000001125
astyanax_mexicanus ENSAMXG00000030239
ictalurus_punctatus ENSIPUG00000005172
poecilia_mexicana ENSPMEG00000011333
poecilia_reticulata ENSPREG00000012362
poecilia_formosa ENSPFOG00000013804
gambusia_affinis ENSGAFG00000004699
xiphophorus_maculatus ENSXMAG00000000551
xiphophorus_couchianus ENSXCOG00000020876
fundulus_heteroclitus ENSFHEG00000015562
oryzias_latipes_asm223471v1 ENSORLG00020020607
oryzias_latipes_asm223471v1 ENSORLG00020020589
oryzias_latipes_asm223467v1 ENSORLG00000002037
oryzias_latipes_asm223469v1 ENSORLG00015013648
oryzias_latipes_asm223469v1 ENSORLG00015013617
oryzias_melastigma ENSOMEG00000005499
oryzias_latipes_asm223467v1 ENSORLG00000025816
oryzias_melastigma ENSOMEG00000005429
anabas_testudineus ENSATEG00000020786
anabas_testudineus ENSATEG00000020613
labrus_bergylta ENSLBEG00000021271
labrus_bergylta ENSLBEG00000021258
seriola_dumerili ENSSDUG00000023433
kryptolebias_marmoratus ENSKMAG00000010205
maylandia_zebra ENSMZEG00005011207
astatotilapia_calliptera ENSACLG00000025567
maylandia_zebra ENSMZEG00005011226
astatotilapia_calliptera ENSACLG00000025554
haplochromis_burtoni ENSHBUG00000013892
pundamilia_nyererei ENSPNYG00000008056
oreochromis_niloticus ENSONIG00000008894
amphilophus_citrinellus ENSACIG00000010820
stegastes_partitus ENSSPAG00000021687
monopterus_albus ENSMALG00000014809
monopterus_albus ENSMALG00000014777
mastacembelus_armatus ENSMAMG00000023119
mastacembelus_armatus ENSMAMG00000023120
astatotilapia_calliptera ENSACLG00000025528
maylandia_zebra ENSMZEG00005011239
oreochromis_niloticus ENSONIG00000008898
xiphophorus_maculatus ENSXMAG00000024907
xiphophorus_maculatus ENSXMAG00000021812
xiphophorus_maculatus ENSXMAG00000028486
xiphophorus_maculatus ENSXMAG00000022483
xiphophorus_maculatus ENSXMAG00000022924
gambusia_affinis ENSGAFG00000004726
poecilia_formosa ENSPFOG00000000199
fundulus_heteroclitus ENSFHEG00000018501
kryptolebias_marmoratus ENSKMAG00000005110
kryptolebias_marmoratus ENSKMAG00000008218
kryptolebias_marmoratus ENSKMAG00000010297
kryptolebias_marmoratus ENSKMAG00000010307
kryptolebias_marmoratus ENSKMAG00000005124
amphiprion_ocellaris ENSAOCG00000009974
amphiprion_ocellaris ENSAOCG00000007822
astatotilapia_calliptera ENSACLG00000025535
oreochromis_niloticus ENSONIG00000008896
seriola_dumerili ENSSDUG00000023436
seriola_lalandi_dorsalis ENSSLDG00000001131
seriola_lalandi_dorsalis ENSSLDG00000001138
esox_lucius ENSELUG00000007122
lepisosteus_oculatus ENSLOCG00000016745
danio_rerio ENSDARG00000021720
pygocentrus_nattereri ENSPNAG00000015471
gadus_morhua ENSGMOG00000007762
gasterosteus_aculeatus ENSGACG00000000833
poecilia_formosa ENSPFOG00000005391
lepisosteus_oculatus ENSLOCG00000014567
pygocentrus_nattereri ENSPNAG00000004191
ciona_intestinalis ENSCING00000000742
