poecilia_formosa ENSPFOG00000019437
poecilia_latipinna ENSPLAG00000015968
poecilia_mexicana ENSPMEG00000004095
gambusia_affinis ENSGAFG00000000441
xiphophorus_couchianus ENSXCOG00000017003
xiphophorus_maculatus ENSXMAG00000027269
poecilia_reticulata ENSPREG00000016010
cyprinodon_variegatus ENSCVAG00000010371
fundulus_heteroclitus ENSFHEG00000009912
kryptolebias_marmoratus ENSKMAG00000002403
oryzias_latipes_asm223469v1 ENSORLG00015015955
oryzias_latipes_asm223467v1 ENSORLG00000002330
oryzias_latipes_asm223471v1 ENSORLG00020001157
oryzias_melastigma ENSOMEG00000005997
astatotilapia_calliptera ENSACLG00000025186
maylandia_zebra ENSMZEG00005012225
pundamilia_nyererei ENSPNYG00000003961
haplochromis_burtoni ENSHBUG00000015738
oreochromis_niloticus ENSONIG00000000137
neolamprologus_brichardi ENSNBRG00000007111
amphilophus_citrinellus ENSACIG00000003072
takifugu_rubripes ENSTRUG00000020154
tetraodon_nigroviridis ENSTNIG00000008217
monopterus_albus ENSMALG00000007364
mastacembelus_armatus ENSMAMG00000003166
anabas_testudineus ENSATEG00000024747
cynoglossus_semilaevis ENSCSEG00000013553
labrus_bergylta ENSLBEG00000002525
scophthalmus_maximus ENSSMAG00000009092
gasterosteus_aculeatus ENSGACG00000004928
seriola_lalandi_dorsalis ENSSLDG00000010570
amphiprion_ocellaris ENSAOCG00000012016
amphiprion_percula ENSAPEG00000021113
acanthochromis_polyacanthus ENSAPOG00000018831
stegastes_partitus ENSSPAG00000019847
periophthalmus_magnuspinnatus ENSPMGG00000022132
hippocampus_comes ENSHCOG00000014333
gadus_morhua ENSGMOG00000005794
esox_lucius ENSELUG00000014657
astyanax_mexicanus ENSAMXG00000039302
pygocentrus_nattereri ENSPNAG00000016204
ictalurus_punctatus ENSIPUG00000005595
danio_rerio ENSDARG00000001971
pygocentrus_nattereri ENSPNAG00000025780
astyanax_mexicanus ENSAMXG00000005349
ictalurus_punctatus ENSIPUG00000010449
danio_rerio ENSDARG00000087198
scleropages_formosus ENSSFOG00015006217
paramormyrops_kingsleyae ENSPKIG00000017436
lepisosteus_oculatus ENSLOCG00000009514
anser_brachyrhynchus ENSABRG00000014519
anas_platyrhynchos_platyrhynchos ENSAPLG00000003081
meleagris_gallopavo ENSMGAG00000012358
gallus_gallus ENSGALG00000033351
coturnix_japonica ENSCJPG00005001512
numida_meleagris ENSNMEG00000004726
calidris_pygmaea ENSCPGG00000006891
calidris_pugnax ENSCPUG00000006989
