pan_paniscus ENSPPAG00000035605
pan_troglodytes ENSPTRG00000001762
homo_sapiens ENSG00000058085
gorilla_gorilla ENSGGOG00000014542
pongo_abelii ENSPPYG00000000429
nomascus_leucogenys ENSNLEG00000032021
colobus_angolensis_palliatus ENSCANG00000038121
piliocolobus_tephrosceles ENSPTEG00000002455
rhinopithecus_roxellana ENSRROG00000045668
rhinopithecus_bieti ENSRBIG00000034806
mandrillus_leucophaeus ENSMLEG00000039170
cercocebus_atys ENSCATG00000035915
macaca_fascicularis ENSMFAG00000000974
macaca_nemestrina ENSMNEG00000034941
macaca_mulatta ENSMMUG00000001479
theropithecus_gelada ENSTGEG00000026117
papio_anubis ENSPANG00000004870
chlorocebus_sabaeus ENSCSAG00000012624
cebus_capucinus_imitator ENSCCAG00000035541
saimiri_boliviensis_boliviensis ENSSBOG00000029103
callithrix_jacchus ENSCJAG00000005053
aotus_nancymaae ENSANAG00000032212
carlito_syrichta ENSTSYG00000009906
microcebus_murinus ENSMICG00000045606
prolemur_simus ENSPSMG00000012732
propithecus_coquereli ENSPCOG00000020005
otolemur_garnettii ENSOGAG00000013196
tupaia_belangeri ENSTBEG00000008860
castor_canadensis ENSCCNG00000013555
dipodomys_ordii ENSDORG00000014628
mus_spicilegus ENSMSIG00000006963
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015513
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026479
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014706
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027942
rattus_norvegicus ENSRNOG00000002667
meriones_unguiculatus ENSMUGG00000003519
cricetulus_griseus_crigri_1.0 ENSCGRG00000005608
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010180
cricetulus_griseus_crigri-picr ENSCGRG00015017433
mesocricetus_auratus ENSMAUG00000021066
microtus_ochrogaster ENSMOCG00000021091
peromyscus_maniculatus_bairdii ENSPEMG00000006316
nannospalax_galili ENSNGAG00000015737
jaculus_jaculus ENSJJAG00000012311
chinchilla_lanigera ENSCLAG00000012384
octodon_degus ENSODEG00000009717
cavia_porcellus ENSCPOG00000008204
cavia_aperea ENSCAPG00000013840
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009611
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018611
fukomys_damarensis ENSFDAG00000007373
ictidomys_tridecemlineatus ENSSTOG00000008966
urocitellus_parryii ENSUPAG00010005286
marmota_marmota_marmota ENSMMMG00000015126
spermophilus_dauricus ENSSDAG00000003793
pteropus_vampyrus ENSPVAG00000000848
