lepisosteus_oculatus ENSLOCG00000013488
ficedula_albicollis ENSFALG00000011385
scleropages_formosus ENSSFOG00015002404
paramormyrops_kingsleyae ENSPKIG00000023309
tetraodon_nigroviridis ENSTNIG00000010824
takifugu_rubripes ENSTRUG00000009147
labrus_bergylta ENSLBEG00000028552
cynoglossus_semilaevis ENSCSEG00000012583
amphiprion_ocellaris ENSAOCG00000011683
acanthochromis_polyacanthus ENSAPOG00000001401
stegastes_partitus ENSSPAG00000003477
mola_mola ENSMMOG00000005111
gasterosteus_aculeatus ENSGACG00000005589
poecilia_formosa ENSPFOG00000001162
poecilia_mexicana ENSPMEG00000018806
poecilia_latipinna ENSPLAG00000023557
poecilia_reticulata ENSPREG00000006600
xiphophorus_couchianus ENSXCOG00000009584
xiphophorus_maculatus ENSXMAG00000002829
gambusia_affinis ENSGAFG00000006602
fundulus_heteroclitus ENSFHEG00000007539
cyprinodon_variegatus ENSCVAG00000001114
kryptolebias_marmoratus ENSKMAG00000015515
oryzias_latipes_asm223471v1 ENSORLG00020019228
oryzias_latipes_asm223467v1 ENSORLG00000027387
oryzias_latipes_asm223469v1 ENSORLG00015011545
oryzias_melastigma ENSOMEG00000012981
maylandia_zebra ENSMZEG00005001531
pundamilia_nyererei ENSPNYG00000002994
haplochromis_burtoni ENSHBUG00000019064
neolamprologus_brichardi ENSNBRG00000009090
oreochromis_niloticus ENSONIG00000003389
amphilophus_citrinellus ENSACIG00000012810
monopterus_albus ENSMALG00000001210
mastacembelus_armatus ENSMAMG00000001012
anabas_testudineus ENSATEG00000009723
seriola_lalandi_dorsalis ENSSLDG00000012333
seriola_dumerili ENSSDUG00000017511
scophthalmus_maximus ENSSMAG00000015917
hippocampus_comes ENSHCOG00000008393
periophthalmus_magnuspinnatus ENSPMGG00000003400
gadus_morhua ENSGMOG00000015368
esox_lucius ENSELUG00000014930
pygocentrus_nattereri ENSPNAG00000015749
astyanax_mexicanus ENSAMXG00000040778
ictalurus_punctatus ENSIPUG00000002542
danio_rerio ENSDARG00000029215
gallus_gallus ENSGALG00000001315
coturnix_japonica ENSCJPG00005019360
numida_meleagris ENSNMEG00000005369
calidris_pugnax ENSCPUG00000014309
taeniopygia_guttata ENSTGUG00000003320
dromaius_novaehollandiae ENSDNVG00000003386
calidris_pygmaea ENSCPGG00000015494
manacus_vitellinus ENSMVIG00005005200
anser_brachyrhynchus ENSABRG00000000335
crocodylus_porosus ENSCPRG00005007294
anolis_carolinensis ENSACAG00000006311
notechis_scutatus ENSNSUG00000007428
pogona_vitticeps ENSPVIG00000011253
salvator_merianae ENSSMRG00000021828
sphenodon_punctatus ENSSPUG00000006500
melopsittacus_undulatus ENSMUNG00000016366
lepidothrix_coronata ENSLCOG00000001569
meleagris_gallopavo ENSMGAG00000007071
apteryx_haastii ENSAHAG00000013744
apteryx_rowi ENSARWG00000000677
apteryx_owenii ENSAOWG00000009743
nothoprocta_perdicaria ENSNPEG00000010712
chelonoidis_abingdonii ENSCABG00000002765
gopherus_agassizii ENSGAGG00000018509
chrysemys_picta_bellii ENSCPBG00000027326
phascolarctos_cinereus ENSPCIG00000035722
phascolarctos_cinereus ENSPCIG00000035413
phascolarctos_cinereus ENSPCIG00000009472
phascolarctos_cinereus ENSPCIG00000009220
phascolarctos_cinereus ENSPCIG00000034491
phascolarctos_cinereus ENSPCIG00000009049
phascolarctos_cinereus ENSPCIG00000013276
phascolarctos_cinereus ENSPCIG00000006083
phascolarctos_cinereus ENSPCIG00000013305
notamacropus_eugenii ENSMEUG00000005752
monodelphis_domestica ENSMODG00000012285
sarcophilus_harrisii ENSSHAG00000013924
prolemur_simus ENSPSMG00000020387
propithecus_coquereli ENSPCOG00000014816
microcebus_murinus ENSMICG00000046102
otolemur_garnettii ENSOGAG00000001267
rhinopithecus_roxellana ENSRROG00000038314
rhinopithecus_bieti ENSRBIG00000038578
piliocolobus_tephrosceles ENSPTEG00000033280
macaca_nemestrina ENSMNEG00000040572
theropithecus_gelada ENSTGEG00000029101
cercocebus_atys ENSCATG00000038755
papio_anubis ENSPANG00000022830
chlorocebus_sabaeus ENSCSAG00000002496
macaca_fascicularis ENSMFAG00000045564
mandrillus_leucophaeus ENSMLEG00000043345
colobus_angolensis_palliatus ENSCANG00000042687
pan_troglodytes ENSPTRG00000009365
pan_paniscus ENSPPAG00000001213
homo_sapiens ENSG00000159202
gorilla_gorilla ENSGGOG00000041818
pongo_abelii ENSPPYG00000008910
callithrix_jacchus ENSCJAG00000007326
saimiri_boliviensis_boliviensis ENSSBOG00000036224
cebus_capucinus_imitator ENSCCAG00000034036
aotus_nancymaae ENSANAG00000029636
carlito_syrichta ENSTSYG00000036628
mus_spicilegus ENSMSIG00000019038
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017019
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000014349
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017865
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018149
rattus_norvegicus ENSRNOG00000006868
meriones_unguiculatus ENSMUGG00000011170
meriones_unguiculatus ENSMUGG00000010936
cricetulus_griseus_crigri-picr ENSCGRG00015020171
cricetulus_griseus_crigri_1.0 ENSCGRG00000013436
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019150
mesocricetus_auratus ENSMAUG00000007792
peromyscus_maniculatus_bairdii ENSPEMG00000020953
microtus_ochrogaster ENSMOCG00000018241
nannospalax_galili ENSNGAG00000024296
jaculus_jaculus ENSJJAG00000003530
jaculus_jaculus ENSJJAG00000022820
castor_canadensis ENSCCNG00000006118
dipodomys_ordii ENSDORG00000009258
urocitellus_parryii ENSUPAG00010006178
ictidomys_tridecemlineatus ENSSTOG00000000796
oryctolagus_cuniculus ENSOCUG00000009159
capra_hircus ENSCHIG00000003883
bos_taurus ENSBTAG00000018802
sus_scrofa ENSSSCG00000025638
pteropus_vampyrus ENSPVAG00000004941
neovison_vison ENSNVIG00000006316
canis_lupus_dingo ENSCAFG00020023351
felis_catus ENSFCAG00000045462
panthera_pardus ENSPPRG00000005626
tursiops_truncatus ENSTTRG00000006008
equus_asinus_asinus ENSEASG00005000404
equus_caballus ENSECAG00000021160
procavia_capensis ENSPCAG00000016499
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016280
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015799
fukomys_damarensis ENSFDAG00000014429
cavia_porcellus ENSCPOG00000024416
cavia_aperea ENSCAPG00000008452
chinchilla_lanigera ENSCLAG00000016068
octodon_degus ENSODEG00000017306
echinops_telfairi ENSETEG00000000756
choloepus_hoffmanni ENSCHOG00000013754
dasypus_novemcinctus ENSDNOG00000002744
loxodonta_africana ENSLAFG00000006606
ursus_americanus ENSUAMG00000023278
ursus_maritimus ENSUMAG00000015734
ailuropoda_melanoleuca ENSAMEG00000005049
vulpes_vulpes ENSVVUG00000003424
canis_lupus_familiaris ENSCAFG00000016884
mustela_putorius_furo ENSMPUG00000015342
panthera_tigris_altaica ENSPTIG00000017872
myotis_lucifugus ENSMLUG00000011750
bos_mutus ENSBMUG00000000624
bison_bison_bison ENSBBBG00000021371
ovis_aries ENSOARG00000006622
spermophilus_dauricus ENSSDAG00000011666
marmota_marmota_marmota ENSMMMG00000000717
nomascus_leucogenys ENSNLEG00000002739
erinaceus_europaeus ENSEEUG00000005995
sorex_araneus ENSSARG00000004844
vicugna_pacos ENSVPAG00000007655
ochotona_princeps ENSOPRG00000010181
xenopus_tropicalis ENSXETG00000022817
latimeria_chalumnae ENSLACG00000016325
junco_hyemalis ENSJHYG00000007453
cyanistes_caeruleus ENSCCEG00000021879
lonchura_striata_domestica ENSLSDG00000010353
ornithorhynchus_anatinus ENSOANG00000001467
petromyzon_marinus ENSPMAG00000005998
eptatretus_burgeri ENSEBUG00000015644
