cynoglossus_semilaevis ENSCSEG00000004619
hippocampus_comes ENSHCOG00000014928
tetraodon_nigroviridis ENSTNIG00000018403
tetraodon_nigroviridis ENSTNIG00000001379
takifugu_rubripes ENSTRUG00000013660
mola_mola ENSMMOG00000002409
monopterus_albus ENSMALG00000012077
mastacembelus_armatus ENSMAMG00000011929
anabas_testudineus ENSATEG00000004487
labrus_bergylta ENSLBEG00000024391
gasterosteus_aculeatus ENSGACG00000008684
seriola_lalandi_dorsalis ENSSLDG00000016176
seriola_dumerili ENSSDUG00000006872
seriola_dumerili ENSSDUG00000006907
seriola_lalandi_dorsalis ENSSLDG00000016210
scophthalmus_maximus ENSSMAG00000019687
poecilia_formosa ENSPFOG00000001783
poecilia_mexicana ENSPMEG00000011407
poecilia_latipinna ENSPLAG00000018774
poecilia_reticulata ENSPREG00000020627
gambusia_affinis ENSGAFG00000007237
xiphophorus_couchianus ENSXCOG00000019733
xiphophorus_maculatus ENSXMAG00000014219
cyprinodon_variegatus ENSCVAG00000011036
fundulus_heteroclitus ENSFHEG00000016478
kryptolebias_marmoratus ENSKMAG00000013633
oryzias_latipes_asm223469v1 ENSORLG00015019968
oryzias_latipes_asm223471v1 ENSORLG00020013592
oryzias_latipes_asm223471v1 ENSORLG00020013603
oryzias_latipes_asm223467v1 ENSORLG00000008240
oryzias_melastigma ENSOMEG00000022562
amphiprion_ocellaris ENSAOCG00000001766
amphiprion_percula ENSAPEG00000022138
acanthochromis_polyacanthus ENSAPOG00000013935
stegastes_partitus ENSSPAG00000006744
maylandia_zebra ENSMZEG00005015019
haplochromis_burtoni ENSHBUG00000016196
astatotilapia_calliptera ENSACLG00000005619
pundamilia_nyererei ENSPNYG00000016759
neolamprologus_brichardi ENSNBRG00000015020
oreochromis_niloticus ENSONIG00000003081
amphilophus_citrinellus ENSACIG00000014925
periophthalmus_magnuspinnatus ENSPMGG00000012355
gadus_morhua ENSGMOG00000013475
esox_lucius ENSELUG00000004220
esox_lucius ENSELUG00000014360
esox_lucius ENSELUG00000023824
esox_lucius ENSELUG00000001005
pygocentrus_nattereri ENSPNAG00000011168
astyanax_mexicanus ENSAMXG00000043246
ictalurus_punctatus ENSIPUG00000009618
ictalurus_punctatus ENSIPUG00000009716
ictalurus_punctatus ENSIPUG00000011314
ictalurus_punctatus ENSIPUG00000001278
danio_rerio ENSDARG00000040869
scleropages_formosus ENSSFOG00015001624
paramormyrops_kingsleyae ENSPKIG00000018600
lepisosteus_oculatus ENSLOCG00000010218
anser_brachyrhynchus ENSABRG00000021058
anas_platyrhynchos_platyrhynchos ENSAPLG00000011706
gallus_gallus ENSGALG00000013073
coturnix_japonica ENSCJPG00005014901
meleagris_gallopavo ENSMGAG00000006428
numida_meleagris ENSNMEG00000007910
calidris_pygmaea ENSCPGG00000000733
calidris_pugnax ENSCPUG00000015567
lonchura_striata_domestica ENSLSDG00000015693
taeniopygia_guttata ENSTGUG00000007854
serinus_canaria ENSSCAG00000005403
zonotrichia_albicollis ENSZALG00000017965
junco_hyemalis ENSJHYG00000011804
ficedula_albicollis ENSFALG00000007465
parus_major ENSPMJG00000013539
cyanistes_caeruleus ENSCCEG00000014142
manacus_vitellinus ENSMVIG00005004938
lepidothrix_coronata ENSLCOG00000006039
melopsittacus_undulatus ENSMUNG00000002042
apteryx_owenii ENSAOWG00000000109
apteryx_haastii ENSAHAG00000005388
apteryx_rowi ENSARWG00000004289
nothoprocta_perdicaria ENSNPEG00000013087
dromaius_novaehollandiae ENSDNVG00000002541
crocodylus_porosus ENSCPRG00005014696
gopherus_agassizii ENSGAGG00000002656
chelonoidis_abingdonii ENSCABG00000003894
chrysemys_picta_bellii ENSCPBG00000016519
pelodiscus_sinensis ENSPSIG00000014769
notechis_scutatus ENSNSUG00000009309
pogona_vitticeps ENSPVIG00000009609
salvator_merianae ENSSMRG00000009832
sphenodon_punctatus ENSSPUG00000014599
notamacropus_eugenii ENSMEUG00000014381
notamacropus_eugenii ENSMEUG00000010673
notamacropus_eugenii ENSMEUG00000004862
phascolarctos_cinereus ENSPCIG00000013786
phascolarctos_cinereus ENSPCIG00000029427
sarcophilus_harrisii ENSSHAG00000005832
monodelphis_domestica ENSMODG00000009417
loxodonta_africana ENSLAFG00000000594
procavia_capensis ENSPCAG00000006801
echinops_telfairi ENSETEG00000013986
choloepus_hoffmanni ENSCHOG00000007008
dasypus_novemcinctus ENSDNOG00000010163
propithecus_coquereli ENSPCOG00000028531
microcebus_murinus ENSMICG00000015020
prolemur_simus ENSPSMG00000022038
otolemur_garnettii ENSOGAG00000016469
pan_troglodytes ENSPTRG00000045643
pan_troglodytes ENSPTRG00000019177
pan_paniscus ENSPPAG00000034370
gorilla_gorilla ENSGGOG00000028074
homo_sapiens ENSG00000183696
pongo_abelii ENSPPYG00000017568
nomascus_leucogenys ENSNLEG00000004560
rhinopithecus_roxellana ENSRROG00000044192
rhinopithecus_bieti ENSRBIG00000038996
piliocolobus_tephrosceles ENSPTEG00000037640
colobus_angolensis_palliatus ENSCANG00000032972
theropithecus_gelada ENSTGEG00000009006
chlorocebus_sabaeus ENSCSAG00000015825
papio_anubis ENSPANG00000018933
macaca_mulatta ENSMMUG00000007037
macaca_nemestrina ENSMNEG00000031273
macaca_fascicularis ENSMFAG00000003183
cercocebus_atys ENSCATG00000040025
mandrillus_leucophaeus ENSMLEG00000022901
callithrix_jacchus ENSCJAG00000014682
cebus_capucinus_imitator ENSCCAG00000029138
saimiri_boliviensis_boliviensis ENSSBOG00000025426
aotus_nancymaae ENSANAG00000021741
carlito_syrichta ENSTSYG00000003192
tupaia_belangeri ENSTBEG00000010143
castor_canadensis ENSCCNG00000031605
castor_canadensis ENSCCNG00000011012
dipodomys_ordii ENSDORG00000014695
mus_spicilegus ENSMSIG00000010602
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020407
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016933
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016091
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016800
rattus_norvegicus ENSRNOG00000004972
meriones_unguiculatus ENSMUGG00000004256
microtus_ochrogaster ENSMOCG00000014459
peromyscus_maniculatus_bairdii ENSPEMG00000019064
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009551
cricetulus_griseus_crigri_1.0 ENSCGRG00000006630
cricetulus_griseus_crigri-picr ENSCGRG00015028086
