amphiprion_percula ENSAPEG00000018075
amphiprion_ocellaris ENSAOCG00000009116
acanthochromis_polyacanthus ENSAPOG00000010766
stegastes_partitus ENSSPAG00000001564
maylandia_zebra ENSMZEG00005023644
astatotilapia_calliptera ENSACLG00000017370
haplochromis_burtoni ENSHBUG00000003698
neolamprologus_brichardi ENSNBRG00000014876
pundamilia_nyererei ENSPNYG00000022757
oreochromis_niloticus ENSONIG00000014615
amphilophus_citrinellus ENSACIG00000009936
poecilia_latipinna ENSPLAG00000002217
poecilia_formosa ENSPFOG00000007517
poecilia_mexicana ENSPMEG00000013236
poecilia_reticulata ENSPREG00000008728
xiphophorus_maculatus ENSXMAG00000009950
gambusia_affinis ENSGAFG00000020560
fundulus_heteroclitus ENSFHEG00000007738
cyprinodon_variegatus ENSCVAG00000018478
kryptolebias_marmoratus ENSKMAG00000000094
oryzias_latipes_asm223471v1 ENSORLG00020021990
oryzias_latipes_asm223469v1 ENSORLG00015002450
oryzias_latipes_asm223467v1 ENSORLG00000023518
oryzias_melastigma ENSOMEG00000010412
seriola_lalandi_dorsalis ENSSLDG00000003590
seriola_lalandi_dorsalis ENSSLDG00000003566
labrus_bergylta ENSLBEG00000027809
gasterosteus_aculeatus ENSGACG00000018051
cyprinodon_variegatus ENSCVAG00000010103
hippocampus_comes ENSHCOG00000000063
seriola_dumerili ENSSDUG00000000318
scophthalmus_maximus ENSSMAG00000009575
anabas_testudineus ENSATEG00000018216
monopterus_albus ENSMALG00000004848
mastacembelus_armatus ENSMAMG00000018968
cynoglossus_semilaevis ENSCSEG00000008834
takifugu_rubripes ENSTRUG00000004693
tetraodon_nigroviridis ENSTNIG00000005243
mola_mola ENSMMOG00000007205
periophthalmus_magnuspinnatus ENSPMGG00000001682
gadus_morhua ENSGMOG00000003329
esox_lucius ENSELUG00000023240
pygocentrus_nattereri ENSPNAG00000019288
astyanax_mexicanus ENSAMXG00000041472
ictalurus_punctatus ENSIPUG00000017357
danio_rerio ENSDARG00000079962
paramormyrops_kingsleyae ENSPKIG00000024775
scleropages_formosus ENSSFOG00015000797
lepisosteus_oculatus ENSLOCG00000006958
