phascolarctos_cinereus ENSPCIG00000030509
monodelphis_domestica ENSMODG00000002586
sarcophilus_harrisii ENSSHAG00000018712
dipodomys_ordii ENSDORG00000026345
castor_canadensis ENSCCNG00000031528
prolemur_simus ENSPSMG00000010011
microcebus_murinus ENSMICG00000032743
propithecus_coquereli ENSPCOG00000019960
otolemur_garnettii ENSOGAG00000029232
ursus_maritimus ENSUMAG00000016591
ailuropoda_melanoleuca ENSAMEG00000000022
mustela_putorius_furo ENSMPUG00000015650
neovison_vison ENSNVIG00000015403
canis_lupus_familiaris ENSCAFG00000029072
vulpes_vulpes ENSVVUG00000026307
canis_lupus_dingo ENSCAFG00020022762
panthera_tigris_altaica ENSPTIG00000019135
panthera_pardus ENSPPRG00000023277
felis_catus ENSFCAG00000026224
bos_mutus ENSBMUG00000015762
bos_taurus ENSBTAG00000012700
bison_bison_bison ENSBBBG00000018592
ovis_aries ENSOARG00000012086
capra_hircus ENSCHIG00000006979
sus_scrofa ENSSSCG00000006309
equus_caballus ENSECAG00000020158
equus_asinus_asinus ENSEASG00005019115
myotis_lucifugus ENSMLUG00000024275
pan_paniscus ENSPPAG00000043003
pan_troglodytes ENSPTRG00000023523
gorilla_gorilla ENSGGOG00000007716
homo_sapiens ENSG00000198821
pongo_abelii ENSPPYG00000000551
nomascus_leucogenys ENSNLEG00000014798
colobus_angolensis_palliatus ENSCANG00000031203
piliocolobus_tephrosceles ENSPTEG00000020741
cercocebus_atys ENSCATG00000045017
papio_anubis ENSPANG00000015050
macaca_mulatta ENSMMUG00000008158
macaca_fascicularis ENSMFAG00000000076
macaca_nemestrina ENSMNEG00000041300
theropithecus_gelada ENSTGEG00000008150
mandrillus_leucophaeus ENSMLEG00000044030
chlorocebus_sabaeus ENSCSAG00000010930
rhinopithecus_bieti ENSRBIG00000004546
rhinopithecus_roxellana ENSRROG00000033647
callithrix_jacchus ENSCJAG00000017048
saimiri_boliviensis_boliviensis ENSSBOG00000026118
cebus_capucinus_imitator ENSCCAG00000036679
aotus_nancymaae ENSANAG00000021685
