prolemur_simus ENSPSMG00000002069
peromyscus_maniculatus_bairdii ENSPEMG00000028976
neovison_vison ENSNVIG00000005020
gallus_gallus ENSGALG00000047011
numida_meleagris ENSNMEG00000014178
manacus_vitellinus ENSMVIG00005013029
lepidothrix_coronata ENSLCOG00000009551
zonotrichia_albicollis ENSZALG00000013242
junco_hyemalis ENSJHYG00000006025
serinus_canaria ENSSCAG00000012144
lonchura_striata_domestica ENSLSDG00000009421
parus_major ENSPMJG00000001289
nothoprocta_perdicaria ENSNPEG00000003857
rattus_norvegicus ENSRNOG00000046176
rattus_norvegicus ENSRNOG00000032925
castor_canadensis ENSCCNG00000021170
piliocolobus_tephrosceles ENSPTEG00000013153
rhinopithecus_roxellana ENSRROG00000038197
saimiri_boliviensis_boliviensis ENSSBOG00000023557
callithrix_jacchus ENSCJAG00000042379
chelonoidis_abingdonii ENSCABG00000002944
gopherus_agassizii ENSGAGG00000015136
chrysemys_picta_bellii ENSCPBG00000011599
