gopherus_agassizii ENSGAGG00000021923
chelonoidis_abingdonii ENSCABG00000009270
chrysemys_picta_bellii ENSCPBG00000001556
pelodiscus_sinensis ENSPSIG00000003867
crocodylus_porosus ENSCPRG00005009497
pogona_vitticeps ENSPVIG00000015988
anolis_carolinensis ENSACAG00000014314
notechis_scutatus ENSNSUG00000018241
salvator_merianae ENSSMRG00000003419
phascolarctos_cinereus ENSPCIG00000032202
notamacropus_eugenii ENSMEUG00000014043
sarcophilus_harrisii ENSSHAG00000012495
monodelphis_domestica ENSMODG00000023733
loxodonta_africana ENSLAFG00000027828
echinops_telfairi ENSETEG00000011274
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019483
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012267
fukomys_damarensis ENSFDAG00000015377
chinchilla_lanigera ENSCLAG00000000366
cavia_porcellus ENSCPOG00000037205
ictidomys_tridecemlineatus ENSSTOG00000027827
ictidomys_tridecemlineatus ENSSTOG00000028953
urocitellus_parryii ENSUPAG00010016513
spermophilus_dauricus ENSSDAG00000018295
marmota_marmota_marmota ENSMMMG00000011621
cricetulus_griseus_crigri_1.0 ENSCGRG00000013408
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021648
cricetulus_griseus_crigri-picr ENSCGRG00015019174
microtus_ochrogaster ENSMOCG00000014050
peromyscus_maniculatus_bairdii ENSPEMG00000029487
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044348
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034598
mus_spicilegus ENSMSIG00000014955
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033429
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031969
meriones_unguiculatus ENSMUGG00000002284
nannospalax_galili ENSNGAG00000023005
jaculus_jaculus ENSJJAG00000010669
dipodomys_ordii ENSDORG00000011374
oryctolagus_cuniculus ENSOCUG00000003541
macaca_nemestrina ENSMNEG00000037508
macaca_mulatta ENSMMUG00000040845
macaca_fascicularis ENSMFAG00000030484
cercocebus_atys ENSCATG00000042815
mandrillus_leucophaeus ENSMLEG00000010769
papio_anubis ENSPANG00000003358
theropithecus_gelada ENSTGEG00000013846
colobus_angolensis_palliatus ENSCANG00000018844
piliocolobus_tephrosceles ENSPTEG00000023462
rhinopithecus_bieti ENSRBIG00000018535
rhinopithecus_roxellana ENSRROG00000023916
macaca_fascicularis ENSMFAG00000043958
macaca_mulatta ENSMMUG00000011519
papio_anubis ENSPANG00000004631
