fundulus_heteroclitus ENSFHEG00000011509
cyprinodon_variegatus ENSCVAG00000005600
xiphophorus_maculatus ENSXMAG00000014149
xiphophorus_couchianus ENSXCOG00000011489
gambusia_affinis ENSGAFG00000017477
poecilia_formosa ENSPFOG00000001400
poecilia_latipinna ENSPLAG00000016454
poecilia_mexicana ENSPMEG00000000491
poecilia_reticulata ENSPREG00000001373
kryptolebias_marmoratus ENSKMAG00000008755
oryzias_latipes_asm223471v1 ENSORLG00020007534
oryzias_latipes_asm223467v1 ENSORLG00000008824
oryzias_latipes_asm223469v1 ENSORLG00015005225
oryzias_melastigma ENSOMEG00000002387
anabas_testudineus ENSATEG00000002254
takifugu_rubripes ENSTRUG00000017973
tetraodon_nigroviridis ENSTNIG00000009310
gasterosteus_aculeatus ENSGACG00000015872
mastacembelus_armatus ENSMAMG00000020923
monopterus_albus ENSMALG00000000687
amphiprion_ocellaris ENSAOCG00000004781
amphiprion_percula ENSAPEG00000013337
acanthochromis_polyacanthus ENSAPOG00000022603
stegastes_partitus ENSSPAG00000010115
labrus_bergylta ENSLBEG00000024379
seriola_dumerili ENSSDUG00000019043
seriola_lalandi_dorsalis ENSSLDG00000018365
scophthalmus_maximus ENSSMAG00000000666
cynoglossus_semilaevis ENSCSEG00000001534
hippocampus_comes ENSHCOG00000004372
astatotilapia_calliptera ENSACLG00000004420
maylandia_zebra ENSMZEG00005013123
haplochromis_burtoni ENSHBUG00000015037
pundamilia_nyererei ENSPNYG00000014808
neolamprologus_brichardi ENSNBRG00000009289
oreochromis_niloticus ENSONIG00000005732
amphilophus_citrinellus ENSACIG00000002920
mola_mola ENSMMOG00000016225
periophthalmus_magnuspinnatus ENSPMGG00000002618
gadus_morhua ENSGMOG00000002941
esox_lucius ENSELUG00000011996
pygocentrus_nattereri ENSPNAG00000008435
astyanax_mexicanus ENSAMXG00000037146
ictalurus_punctatus ENSIPUG00000005076
danio_rerio ENSDARG00000036057
scleropages_formosus ENSSFOG00015013864
paramormyrops_kingsleyae ENSPKIG00000001865
lepisosteus_oculatus ENSLOCG00000007950
anolis_carolinensis ENSACAG00000024994
pogona_vitticeps ENSPVIG00000019261
notechis_scutatus ENSNSUG00000018000
salvator_merianae ENSSMRG00000000772
sphenodon_punctatus ENSSPUG00000019223
chelonoidis_abingdonii ENSCABG00000009535
gopherus_agassizii ENSGAGG00000016500
chrysemys_picta_bellii ENSCPBG00000012003
pelodiscus_sinensis ENSPSIG00000004168
crocodylus_porosus ENSCPRG00005002636
calidris_pugnax ENSCPUG00000011427
calidris_pygmaea ENSCPGG00000018719
lonchura_striata_domestica ENSLSDG00000001014
taeniopygia_guttata ENSTGUG00000006714
serinus_canaria ENSSCAG00000005140
junco_hyemalis ENSJHYG00000015458
zonotrichia_albicollis ENSZALG00000011926
ficedula_albicollis ENSFALG00000007618
cyanistes_caeruleus ENSCCEG00000015117
parus_major ENSPMJG00000001118
lepidothrix_coronata ENSLCOG00000015272
manacus_vitellinus ENSMVIG00005009226
anser_brachyrhynchus ENSABRG00000022798
anas_platyrhynchos_platyrhynchos ENSAPLG00000028061
coturnix_japonica ENSCJPG00005000739
meleagris_gallopavo ENSMGAG00000000909
gallus_gallus ENSGALG00000003195
numida_meleagris ENSNMEG00000016742
melopsittacus_undulatus ENSMUNG00000014891
apteryx_rowi ENSARWG00000007170
apteryx_owenii ENSAOWG00000011356
apteryx_haastii ENSAHAG00000007606
nothoprocta_perdicaria ENSNPEG00000001523
dromaius_novaehollandiae ENSDNVG00000016307
phascolarctos_cinereus ENSPCIG00000017529
notamacropus_eugenii ENSMEUG00000001836
monodelphis_domestica ENSMODG00000006242
castor_canadensis ENSCCNG00000012928
dipodomys_ordii ENSDORG00000015126
spermophilus_dauricus ENSSDAG00000016883
urocitellus_parryii ENSUPAG00010002125
ictidomys_tridecemlineatus ENSSTOG00000011360
marmota_marmota_marmota ENSMMMG00000000522
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032585
mus_spicilegus ENSMSIG00000013313
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031887
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031467
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023067
rattus_norvegicus ENSRNOG00000015179
meriones_unguiculatus ENSMUGG00000016276
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011379
cricetulus_griseus_crigri_1.0 ENSCGRG00000008257
cricetulus_griseus_crigri-picr ENSCGRG00015006402
mesocricetus_auratus ENSMAUG00000000327
peromyscus_maniculatus_bairdii ENSPEMG00000009250
microtus_ochrogaster ENSMOCG00000014235
nannospalax_galili ENSNGAG00000014423
jaculus_jaculus ENSJJAG00000008375
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013139
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015996
fukomys_damarensis ENSFDAG00000014224
chinchilla_lanigera ENSCLAG00000013206
octodon_degus ENSODEG00000016273
cavia_aperea ENSCAPG00000010529
cavia_porcellus ENSCPOG00000010831
oryctolagus_cuniculus ENSOCUG00000025249
ochotona_princeps ENSOPRG00000015048
pan_troglodytes ENSPTRG00000008215
pan_paniscus ENSPPAG00000035660
homo_sapiens ENSG00000102871
gorilla_gorilla ENSGGOG00000011883
nomascus_leucogenys ENSNLEG00000004328
pongo_abelii ENSPPYG00000007440
mandrillus_leucophaeus ENSMLEG00000034770
cercocebus_atys ENSCATG00000030076
macaca_mulatta ENSMMUG00000005908
macaca_fascicularis ENSMFAG00000032725
macaca_nemestrina ENSMNEG00000018376
theropithecus_gelada ENSTGEG00000004913
papio_anubis ENSPANG00000017334
chlorocebus_sabaeus ENSCSAG00000003737
rhinopithecus_roxellana ENSRROG00000001491
rhinopithecus_bieti ENSRBIG00000033518
colobus_angolensis_palliatus ENSCANG00000033601
piliocolobus_tephrosceles ENSPTEG00000018519
cebus_capucinus_imitator ENSCCAG00000025054
callithrix_jacchus ENSCJAG00000016502
saimiri_boliviensis_boliviensis ENSSBOG00000030892
aotus_nancymaae ENSANAG00000038062
carlito_syrichta ENSTSYG00000035881
propithecus_coquereli ENSPCOG00000020163
prolemur_simus ENSPSMG00000009370
microcebus_murinus ENSMICG00000007708
otolemur_garnettii ENSOGAG00000034457
capra_hircus ENSCHIG00000024921
ovis_aries ENSOARG00000002717
bos_taurus ENSBTAG00000012642
bos_mutus ENSBMUG00000004465
bison_bison_bison ENSBBBG00000007361
tursiops_truncatus ENSTTRG00000010223
sus_scrofa ENSSSCG00000036321
myotis_lucifugus ENSMLUG00000011054
sorex_araneus ENSSARG00000008254
erinaceus_europaeus ENSEEUG00000001379
equus_asinus_asinus ENSEASG00005011002
equus_caballus ENSECAG00000013754
pteropus_vampyrus ENSPVAG00000000401
ursus_americanus ENSUAMG00000015704
ursus_maritimus ENSUMAG00000020250
ailuropoda_melanoleuca ENSAMEG00000017232
mustela_putorius_furo ENSMPUG00000005387
neovison_vison ENSNVIG00000010625
canis_lupus_dingo ENSCAFG00020018054
canis_lupus_familiaris ENSCAFG00000020382
vulpes_vulpes ENSVVUG00000011183
panthera_pardus ENSPPRG00000014449
panthera_tigris_altaica ENSPTIG00000007077
felis_catus ENSFCAG00000043839
loxodonta_africana ENSLAFG00000006288
procavia_capensis ENSPCAG00000012975
echinops_telfairi ENSETEG00000001314
dasypus_novemcinctus ENSDNOG00000043193
xenopus_tropicalis ENSXETG00000031794
latimeria_chalumnae ENSLACG00000015445
petromyzon_marinus ENSPMAG00000005845
