capra_hircus ENSCHIG00000013845
ovis_aries ENSOARG00000014371
bos_taurus ENSBTAG00000040177
bos_mutus ENSBMUG00000019458
bison_bison_bison ENSBBBG00000009509
tursiops_truncatus ENSTTRG00000005731
sus_scrofa ENSSSCG00000033192
pteropus_vampyrus ENSPVAG00000010409
equus_asinus_asinus ENSEASG00005009766
mustela_putorius_furo ENSMPUG00000001544
neovison_vison ENSNVIG00000021640
ursus_americanus ENSUAMG00000022076
ursus_maritimus ENSUMAG00000010179
ailuropoda_melanoleuca ENSAMEG00000014284
canis_lupus_familiaris ENSCAFG00000002896
felis_catus ENSFCAG00000018319
panthera_pardus ENSPPRG00000024834
canis_lupus_dingo ENSCAFG00020019275
vulpes_vulpes ENSVVUG00000011534
prolemur_simus ENSPSMG00000018711
panthera_tigris_altaica ENSPTIG00000017723
theropithecus_gelada ENSTGEG00000002946
papio_anubis ENSPANG00000035274
cercocebus_atys ENSCATG00000040430
mandrillus_leucophaeus ENSMLEG00000034571
macaca_nemestrina ENSMNEG00000037649
macaca_fascicularis ENSMFAG00000033130
macaca_mulatta ENSMMUG00000028728
chlorocebus_sabaeus ENSCSAG00000002047
rhinopithecus_bieti ENSRBIG00000044437
rhinopithecus_roxellana ENSRROG00000037109
piliocolobus_tephrosceles ENSPTEG00000018201
colobus_angolensis_palliatus ENSCANG00000028270
homo_sapiens ENSG00000269741
homo_sapiens ENSG00000213022
gorilla_gorilla ENSGGOG00000001426
pan_paniscus ENSPPAG00000037492
pan_troglodytes ENSPTRG00000034421
pongo_abelii ENSPPYG00000010305
nomascus_leucogenys ENSNLEG00000028407
callithrix_jacchus ENSCJAG00000038106
saimiri_boliviensis_boliviensis ENSSBOG00000035463
cebus_capucinus_imitator ENSCCAG00000023358
aotus_nancymaae ENSANAG00000032524
carlito_syrichta ENSTSYG00000026885
propithecus_coquereli ENSPCOG00000026836
microcebus_murinus ENSMICG00000034651
otolemur_garnettii ENSOGAG00000014341
castor_canadensis ENSCCNG00000004480
dipodomys_ordii ENSDORG00000001788
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021285
cricetulus_griseus_crigri-picr ENSCGRG00015023089
cricetulus_griseus_crigri_1.0 ENSCGRG00000013407
mesocricetus_auratus ENSMAUG00000011344
microtus_ochrogaster ENSMOCG00000007455
peromyscus_maniculatus_bairdii ENSPEMG00000010130
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047884
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030738
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029639
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012867
rattus_norvegicus ENSRNOG00000022313
nannospalax_galili ENSNGAG00000011515
jaculus_jaculus ENSJJAG00000000161
spermophilus_dauricus ENSSDAG00000010446
urocitellus_parryii ENSUPAG00010015974
ictidomys_tridecemlineatus ENSSTOG00000020473
marmota_marmota_marmota ENSMMMG00000004990
octodon_degus ENSODEG00000001394
chinchilla_lanigera ENSCLAG00000001569
cavia_porcellus ENSCPOG00000030923
cavia_aperea ENSCAPG00000001963
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002209
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006861
fukomys_damarensis ENSFDAG00000019711
oryctolagus_cuniculus ENSOCUG00000007574
ochotona_princeps ENSOPRG00000018570
mus_spicilegus ENSMSIG00000025131
equus_caballus ENSECAG00000008467
dasypus_novemcinctus ENSDNOG00000038173
procavia_capensis ENSPCAG00000001343
phascolarctos_cinereus ENSPCIG00000008828
sarcophilus_harrisii ENSSHAG00000003365
monodelphis_domestica ENSMODG00000006506
