taeniopygia_guttata ENSTGUG00000014680
cyanistes_caeruleus ENSCCEG00000006444
nothoprocta_perdicaria ENSNPEG00000015879
crocodylus_porosus ENSCPRG00005010967
serinus_canaria ENSSCAG00000009862
manacus_vitellinus ENSMVIG00005004768
anser_brachyrhynchus ENSABRG00000021023
calidris_pygmaea ENSCPGG00000013999
calidris_pugnax ENSCPUG00000004851
melopsittacus_undulatus ENSMUNG00000016440
lonchura_striata_domestica ENSLSDG00000013315
junco_hyemalis ENSJHYG00000004909
ficedula_albicollis ENSFALG00000011060
parus_major ENSPMJG00000018561
lepidothrix_coronata ENSLCOG00000007782
meleagris_gallopavo ENSMGAG00000010465
gallus_gallus ENSGALG00000030931
coturnix_japonica ENSCJPG00005007583
anas_platyrhynchos_platyrhynchos ENSAPLG00000028154
apteryx_rowi ENSARWG00000003943
apteryx_owenii ENSAOWG00000010220
apteryx_haastii ENSAHAG00000003689
dromaius_novaehollandiae ENSDNVG00000015504
anas_platyrhynchos_platyrhynchos ENSAPLG00000004430
anas_platyrhynchos_platyrhynchos ENSAPLG00000026036
numida_meleagris ENSNMEG00000012374
zonotrichia_albicollis ENSZALG00000016110
gopherus_agassizii ENSGAGG00000005493
anolis_carolinensis ENSACAG00000008620
pogona_vitticeps ENSPVIG00000003776
notechis_scutatus ENSNSUG00000003106
salvator_merianae ENSSMRG00000015062
chrysemys_picta_bellii ENSCPBG00000024685
chelonoidis_abingdonii ENSCABG00000006870
pelodiscus_sinensis ENSPSIG00000004826
myotis_lucifugus ENSMLUG00000016261
erinaceus_europaeus ENSEEUG00000001437
pan_paniscus ENSPPAG00000040827
pan_troglodytes ENSPTRG00000012098
gorilla_gorilla ENSGGOG00000006327
homo_sapiens ENSG00000115317
pongo_abelii ENSPPYG00000012266
nomascus_leucogenys ENSNLEG00000034567
macaca_mulatta ENSMMUG00000002136
macaca_fascicularis ENSMFAG00000035578
macaca_nemestrina ENSMNEG00000044494
chlorocebus_sabaeus ENSCSAG00000015736
mandrillus_leucophaeus ENSMLEG00000011107
cercocebus_atys ENSCATG00000037890
papio_anubis ENSPANG00000025370
theropithecus_gelada ENSTGEG00000017709
rhinopithecus_roxellana ENSRROG00000042112
rhinopithecus_bieti ENSRBIG00000036731
colobus_angolensis_palliatus ENSCANG00000017653
piliocolobus_tephrosceles ENSPTEG00000036015
saimiri_boliviensis_boliviensis ENSSBOG00000022781
cebus_capucinus_imitator ENSCCAG00000026105
callithrix_jacchus ENSCJAG00000017285
aotus_nancymaae ENSANAG00000028173
carlito_syrichta ENSTSYG00000031782
propithecus_coquereli ENSPCOG00000023730
prolemur_simus ENSPSMG00000020490
microcebus_murinus ENSMICG00000006256
otolemur_garnettii ENSOGAG00000027436
castor_canadensis ENSCCNG00000003446
dipodomys_ordii ENSDORG00000013684
spermophilus_dauricus ENSSDAG00000018007
urocitellus_parryii ENSUPAG00010016515
ictidomys_tridecemlineatus ENSSTOG00000001063
marmota_marmota_marmota ENSMMMG00000004896
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029542
mus_spicilegus ENSMSIG00000031590
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068329
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028536
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022271
rattus_norvegicus ENSRNOG00000022448
meriones_unguiculatus ENSMUGG00000006791
meriones_unguiculatus ENSMUGG00000006886
microtus_ochrogaster ENSMOCG00000003555
peromyscus_maniculatus_bairdii ENSPEMG00000015428
cricetulus_griseus_crigri_1.0 ENSCGRG00000014539
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000338
cricetulus_griseus_crigri-picr ENSCGRG00015014646
mesocricetus_auratus ENSMAUG00000012010
nannospalax_galili ENSNGAG00000020588
jaculus_jaculus ENSJJAG00000022663
octodon_degus ENSODEG00000011661
chinchilla_lanigera ENSCLAG00000007086
cavia_porcellus ENSCPOG00000012732
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009744
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016436
fukomys_damarensis ENSFDAG00000016824
oryctolagus_cuniculus ENSOCUG00000015403
ochotona_princeps ENSOPRG00000017316
tupaia_belangeri ENSTBEG00000010381
capra_hircus ENSCHIG00000012698
ovis_aries ENSOARG00000012801
bos_taurus ENSBTAG00000020124
bos_mutus ENSBMUG00000013232
bison_bison_bison ENSBBBG00000005606
tursiops_truncatus ENSTTRG00000012727
sus_scrofa ENSSSCG00000039882
pteropus_vampyrus ENSPVAG00000013974
ursus_americanus ENSUAMG00000021686
ursus_maritimus ENSUMAG00000001761
ailuropoda_melanoleuca ENSAMEG00000017172
neovison_vison ENSNVIG00000020077
mustela_putorius_furo ENSMPUG00000008134
canis_lupus_dingo ENSCAFG00020014141
canis_lupus_familiaris ENSCAFG00000008388
vulpes_vulpes ENSVVUG00000004163
panthera_tigris_altaica ENSPTIG00000018947
panthera_pardus ENSPPRG00000007923
felis_catus ENSFCAG00000007157
equus_caballus ENSECAG00000000517
equus_asinus_asinus ENSEASG00005010665
dasypus_novemcinctus ENSDNOG00000019910
loxodonta_africana ENSLAFG00000018377
procavia_capensis ENSPCAG00000016975
echinops_telfairi ENSETEG00000011896
sorex_araneus ENSSARG00000010227
phascolarctos_cinereus ENSPCIG00000006343
notamacropus_eugenii ENSMEUG00000014005
monodelphis_domestica ENSMODG00000004817
xenopus_tropicalis ENSXETG00000032241
latimeria_chalumnae ENSLACG00000011553
seriola_lalandi_dorsalis ENSSLDG00000001902
seriola_dumerili ENSSDUG00000019431
scophthalmus_maximus ENSSMAG00000001408
xiphophorus_maculatus ENSXMAG00000013438
xiphophorus_couchianus ENSXCOG00000007548
gambusia_affinis ENSGAFG00000003980
poecilia_formosa ENSPFOG00000007853
poecilia_mexicana ENSPMEG00000009457
poecilia_latipinna ENSPLAG00000014993
poecilia_reticulata ENSPREG00000015652
fundulus_heteroclitus ENSFHEG00000007809
cyprinodon_variegatus ENSCVAG00000010605
kryptolebias_marmoratus ENSKMAG00000006225
oryzias_latipes_asm223467v1 ENSORLG00000015688
oryzias_latipes_asm223471v1 ENSORLG00020009989
oryzias_latipes_asm223469v1 ENSORLG00015008792
oryzias_melastigma ENSOMEG00000006955
haplochromis_burtoni ENSHBUG00000023320
pundamilia_nyererei ENSPNYG00000021883
astatotilapia_calliptera ENSACLG00000020061
maylandia_zebra ENSMZEG00005007298
neolamprologus_brichardi ENSNBRG00000009757
oreochromis_niloticus ENSONIG00000020111
amphilophus_citrinellus ENSACIG00000024052
amphiprion_ocellaris ENSAOCG00000007923
amphiprion_percula ENSAPEG00000022081
acanthochromis_polyacanthus ENSAPOG00000015676
stegastes_partitus ENSSPAG00000013097
mola_mola ENSMMOG00000012046
labrus_bergylta ENSLBEG00000026999
monopterus_albus ENSMALG00000009631
mastacembelus_armatus ENSMAMG00000001607
anabas_testudineus ENSATEG00000015489
hippocampus_comes ENSHCOG00000012332
gasterosteus_aculeatus ENSGACG00000008533
cynoglossus_semilaevis ENSCSEG00000001584
takifugu_rubripes ENSTRUG00000012405
tetraodon_nigroviridis ENSTNIG00000017337
periophthalmus_magnuspinnatus ENSPMGG00000018099
gadus_morhua ENSGMOG00000010924
esox_lucius ENSELUG00000002001
pygocentrus_nattereri ENSPNAG00000018421
astyanax_mexicanus ENSAMXG00000040003
ictalurus_punctatus ENSIPUG00000006064
danio_rerio ENSDARG00000069909
danio_rerio ENSDARG00000092061
danio_rerio ENSDARG00000092094
danio_rerio ENSDARG00000076713
danio_rerio ENSDARG00000115106
danio_rerio ENSDARG00000111633
danio_rerio ENSDARG00000094741
danio_rerio ENSDARG00000116494
danio_rerio ENSDARG00000115120
danio_rerio ENSDARG00000094403
danio_rerio ENSDARG00000094878
danio_rerio ENSDARG00000094749
danio_rerio ENSDARG00000092133
danio_rerio ENSDARG00000095687
danio_rerio ENSDARG00000070138
danio_rerio ENSDARG00000094995
danio_rerio ENSDARG00000092202
danio_rerio ENSDARG00000094236
