ursus_maritimus ENSUMAG00000006983
ictalurus_punctatus ENSIPUG00000025010
cyprinodon_variegatus ENSCVAG00000003864
astyanax_mexicanus ENSAMXG00000033916
pogona_vitticeps ENSPVIG00000006553
anolis_carolinensis ENSACAG00000000290
notechis_scutatus ENSNSUG00000009716
salvator_merianae ENSSMRG00000009610
sphenodon_punctatus ENSSPUG00000015346
apteryx_haastii ENSAHAG00000018634
apteryx_owenii ENSAOWG00000005812
apteryx_rowi ENSARWG00000009558
dromaius_novaehollandiae ENSDNVG00000002013
anas_platyrhynchos_platyrhynchos ENSAPLG00000016224
lonchura_striata_domestica ENSLSDG00000013312
taeniopygia_guttata ENSTGUG00000008412
serinus_canaria ENSSCAG00000004702
lepidothrix_coronata ENSLCOG00000008494
manacus_vitellinus ENSMVIG00005008254
zonotrichia_albicollis ENSZALG00000012701
junco_hyemalis ENSJHYG00000014621
ficedula_albicollis ENSFALG00000008028
parus_major ENSPMJG00000014235
cyanistes_caeruleus ENSCCEG00000016505
calidris_pugnax ENSCPUG00000006169
calidris_pygmaea ENSCPGG00000000064
melopsittacus_undulatus ENSMUNG00000013307
gallus_gallus ENSGALG00000001688
meleagris_gallopavo ENSMGAG00000001319
coturnix_japonica ENSCJPG00005019059
numida_meleagris ENSNMEG00000011602
anser_brachyrhynchus ENSABRG00000015305
nothoprocta_perdicaria ENSNPEG00000010539
crocodylus_porosus ENSCPRG00005000510
chelonoidis_abingdonii ENSCABG00000020957
gopherus_agassizii ENSGAGG00000014385
chrysemys_picta_bellii ENSCPBG00000010660
pelodiscus_sinensis ENSPSIG00000002889
notamacropus_eugenii ENSMEUG00000015556
phascolarctos_cinereus ENSPCIG00000035677
sarcophilus_harrisii ENSSHAG00000011753
pan_troglodytes ENSPTRG00000014066
homo_sapiens ENSG00000284874
gorilla_gorilla ENSGGOG00000016545
pongo_abelii ENSPPYG00000011583
nomascus_leucogenys ENSNLEG00000005511
papio_anubis ENSPANG00000001023
cercocebus_atys ENSCATG00000040593
theropithecus_gelada ENSTGEG00000003929
piliocolobus_tephrosceles ENSPTEG00000025824
colobus_angolensis_palliatus ENSCANG00000030373
homo_sapiens ENSG00000184702
pan_paniscus ENSPPAG00000042516
macaca_fascicularis ENSMFAG00000038117
macaca_mulatta ENSMMUG00000017134
macaca_nemestrina ENSMNEG00000036305
mandrillus_leucophaeus ENSMLEG00000029088
chlorocebus_sabaeus ENSCSAG00000011732
rhinopithecus_roxellana ENSRROG00000041246
rhinopithecus_bieti ENSRBIG00000041362
aotus_nancymaae ENSANAG00000025950
cebus_capucinus_imitator ENSCCAG00000036918
callithrix_jacchus ENSCJAG00000031147
saimiri_boliviensis_boliviensis ENSSBOG00000027910
carlito_syrichta ENSTSYG00000037551
prolemur_simus ENSPSMG00000001186
propithecus_coquereli ENSPCOG00000012479
otolemur_garnettii ENSOGAG00000026834
cavia_porcellus ENSCPOG00000010483
cavia_aperea ENSCAPG00000006545
octodon_degus ENSODEG00000016498
chinchilla_lanigera ENSCLAG00000015333
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013741
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013238
fukomys_damarensis ENSFDAG00000014909
urocitellus_parryii ENSUPAG00010011595
ictidomys_tridecemlineatus ENSSTOG00000010725
spermophilus_dauricus ENSSDAG00000010713
marmota_marmota_marmota ENSMMMG00000003410
mus_spicilegus ENSMSIG00000022599
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021446
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000072214
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000116594
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020551
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016256
rattus_norvegicus ENSRNOG00000029912
meriones_unguiculatus ENSMUGG00000008496
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018409
cricetulus_griseus_crigri-picr ENSCGRG00015004201
cricetulus_griseus_crigri_1.0 ENSCGRG00000011656
mesocricetus_auratus ENSMAUG00000014786
microtus_ochrogaster ENSMOCG00000000071
peromyscus_maniculatus_bairdii ENSPEMG00000013636
castor_canadensis ENSCCNG00000025377
myotis_lucifugus ENSMLUG00000002506
pteropus_vampyrus ENSPVAG00000012974
ursus_americanus ENSUAMG00000011220
ailuropoda_melanoleuca ENSAMEG00000011509
mustela_putorius_furo ENSMPUG00000003893
neovison_vison ENSNVIG00000022591
canis_lupus_dingo ENSCAFG00020007897
canis_lupus_familiaris ENSCAFG00000014533
vulpes_vulpes ENSVVUG00000025380
panthera_pardus ENSPPRG00000002930
panthera_tigris_altaica ENSPTIG00000019967
felis_catus ENSFCAG00000035936
tursiops_truncatus ENSTTRG00000014956
equus_caballus ENSECAG00000020718
equus_asinus_asinus ENSEASG00005010502
dasypus_novemcinctus ENSDNOG00000031651
loxodonta_africana ENSLAFG00000028004
echinops_telfairi ENSETEG00000016284
jaculus_jaculus ENSJJAG00000000091
nannospalax_galili ENSNGAG00000013782
dipodomys_ordii ENSDORG00000013930
microcebus_murinus ENSMICG00000028407
tupaia_belangeri ENSTBEG00000003928
capra_hircus ENSCHIG00000000129
ovis_aries ENSOARG00000001444
bos_taurus ENSBTAG00000008320
bos_mutus ENSBMUG00000005009
sus_scrofa ENSSSCG00000010128
cyanistes_caeruleus ENSCCEG00000003665
ochotona_princeps ENSOPRG00000007708
xenopus_tropicalis ENSXETG00000030888
latimeria_chalumnae ENSLACG00000015559
fundulus_heteroclitus ENSFHEG00000018533
cyprinodon_variegatus ENSCVAG00000017986
poecilia_formosa ENSPFOG00000011811
poecilia_latipinna ENSPLAG00000018547
poecilia_mexicana ENSPMEG00000004070
poecilia_reticulata ENSPREG00000011585
xiphophorus_maculatus ENSXMAG00000014644
xiphophorus_couchianus ENSXCOG00000002175
gambusia_affinis ENSGAFG00000000767
kryptolebias_marmoratus ENSKMAG00000003408
oryzias_latipes_asm223471v1 ENSORLG00020005445
oryzias_latipes_asm223467v1 ENSORLG00000024104
oryzias_latipes_asm223469v1 ENSORLG00015015192
oryzias_melastigma ENSOMEG00000017874
takifugu_rubripes ENSTRUG00000016478
tetraodon_nigroviridis ENSTNIG00000015926
gasterosteus_aculeatus ENSGACG00000005538
scophthalmus_maximus ENSSMAG00000006148
anabas_testudineus ENSATEG00000020583
mastacembelus_armatus ENSMAMG00000014426
monopterus_albus ENSMALG00000020359
seriola_dumerili ENSSDUG00000002398
seriola_lalandi_dorsalis ENSSLDG00000003964
mola_mola ENSMMOG00000011704
