microcebus_murinus ENSMICG00000008820
propithecus_coquereli ENSPCOG00000019970
pan_troglodytes ENSPTRG00000011203
pan_troglodytes ENSPTRG00000047903
homo_sapiens ENSG00000105327
nomascus_leucogenys ENSNLEG00000002975
macaca_mulatta ENSMMUG00000012466
macaca_fascicularis ENSMFAG00000033464
macaca_nemestrina ENSMNEG00000009958
papio_anubis ENSPANG00000014625
theropithecus_gelada ENSTGEG00000023556
cercocebus_atys ENSCATG00000044506
rhinopithecus_roxellana ENSRROG00000040712
colobus_angolensis_palliatus ENSCANG00000039170
mandrillus_leucophaeus ENSMLEG00000038746
rhinopithecus_bieti ENSRBIG00000031139
gorilla_gorilla ENSGGOG00000040116
callithrix_jacchus ENSCJAG00000043125
cebus_capucinus_imitator ENSCCAG00000026596
aotus_nancymaae ENSANAG00000037922
canis_lupus_dingo ENSCAFG00020001204
felis_catus ENSFCAG00000040792
ursus_americanus ENSUAMG00000026610
vulpes_vulpes ENSVVUG00000000139
panthera_tigris_altaica ENSPTIG00000016579
