pan_paniscus ENSPPAG00000031677
pan_troglodytes ENSPTRG00000005335
homo_sapiens ENSG00000120868
gorilla_gorilla ENSGGOG00000008401
pongo_abelii ENSPPYG00000004860
nomascus_leucogenys ENSNLEG00000006016
macaca_fascicularis ENSMFAG00000039197
macaca_mulatta ENSMMUG00000022404
macaca_nemestrina ENSMNEG00000030467
mandrillus_leucophaeus ENSMLEG00000036093
cercocebus_atys ENSCATG00000042930
papio_anubis ENSPANG00000011409
theropithecus_gelada ENSTGEG00000004481
chlorocebus_sabaeus ENSCSAG00000003526
piliocolobus_tephrosceles ENSPTEG00000004565
colobus_angolensis_palliatus ENSCANG00000043732
rhinopithecus_roxellana ENSRROG00000034890
rhinopithecus_bieti ENSRBIG00000023178
cebus_capucinus_imitator ENSCCAG00000036130
saimiri_boliviensis_boliviensis ENSSBOG00000031901
callithrix_jacchus ENSCJAG00000002341
aotus_nancymaae ENSANAG00000025094
chinchilla_lanigera ENSCLAG00000009227
octodon_degus ENSODEG00000010122
cavia_porcellus ENSCPOG00000015196
cavia_aperea ENSCAPG00000014225
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001069
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007198
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012518
fukomys_damarensis ENSFDAG00000018649
propithecus_coquereli ENSPCOG00000020485
microcebus_murinus ENSMICG00000044374
prolemur_simus ENSPSMG00000015780
otolemur_garnettii ENSOGAG00000012229
microcebus_murinus ENSMICG00000003528
carlito_syrichta ENSTSYG00000009978
tupaia_belangeri ENSTBEG00000014674
dasypus_novemcinctus ENSDNOG00000011420
choloepus_hoffmanni ENSCHOG00000009283
loxodonta_africana ENSLAFG00000014645
procavia_capensis ENSPCAG00000005560
echinops_telfairi ENSETEG00000014292
ovis_aries ENSOARG00000013137
capra_hircus ENSCHIG00000026050
bos_mutus ENSBMUG00000004969
bos_taurus ENSBTAG00000021661
bison_bison_bison ENSBBBG00000016661
tursiops_truncatus ENSTTRG00000004751
sus_scrofa ENSSSCG00000000884
vicugna_pacos ENSVPAG00000004705
equus_caballus ENSECAG00000024703
equus_asinus_asinus ENSEASG00005019574
pteropus_vampyrus ENSPVAG00000005892
myotis_lucifugus ENSMLUG00000008348
sorex_araneus ENSSARG00000001172
ursus_maritimus ENSUMAG00000004438
ursus_americanus ENSUAMG00000019656
ailuropoda_melanoleuca ENSAMEG00000010759
mustela_putorius_furo ENSMPUG00000011447
neovison_vison ENSNVIG00000008570
canis_lupus_dingo ENSCAFG00020023804
canis_lupus_familiaris ENSCAFG00000006556
vulpes_vulpes ENSVVUG00000018651
panthera_pardus ENSPPRG00000003220
panthera_tigris_altaica ENSPTIG00000016200
felis_catus ENSFCAG00000010807
ictidomys_tridecemlineatus ENSSTOG00000028539
urocitellus_parryii ENSUPAG00010006002
spermophilus_dauricus ENSSDAG00000004354
marmota_marmota_marmota ENSMMMG00000019774
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019979
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016541
mus_spicilegus ENSMSIG00000023573
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015723
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031362
rattus_norvegicus ENSRNOG00000008022
meriones_unguiculatus ENSMUGG00000010486
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019923
cricetulus_griseus_crigri-picr ENSCGRG00015019101
cricetulus_griseus_crigri_1.0 ENSCGRG00000011224
mesocricetus_auratus ENSMAUG00000007841
microtus_ochrogaster ENSMOCG00000015964
peromyscus_maniculatus_bairdii ENSPEMG00000013242
meriones_unguiculatus ENSMUGG00000023323
nannospalax_galili ENSNGAG00000019372
jaculus_jaculus ENSJJAG00000014169
castor_canadensis ENSCCNG00000029918
dipodomys_ordii ENSDORG00000009253
oryctolagus_cuniculus ENSOCUG00000011860
ochotona_princeps ENSOPRG00000008510
erinaceus_europaeus ENSEEUG00000011689
notamacropus_eugenii ENSMEUG00000005386
phascolarctos_cinereus ENSPCIG00000008308
sarcophilus_harrisii ENSSHAG00000011224
monodelphis_domestica ENSMODG00000007679
ornithorhynchus_anatinus ENSOANG00000005592
anser_brachyrhynchus ENSABRG00000012938
anas_platyrhynchos_platyrhynchos ENSAPLG00000010387
meleagris_gallopavo ENSMGAG00000011573
coturnix_japonica ENSCJPG00005005109
gallus_gallus ENSGALG00000011531
numida_meleagris ENSNMEG00000007958
lepidothrix_coronata ENSLCOG00000008164
manacus_vitellinus ENSMVIG00005001955
taeniopygia_guttata ENSTGUG00000008761
lonchura_striata_domestica ENSLSDG00000016492
serinus_canaria ENSSCAG00000006979
ficedula_albicollis ENSFALG00000010994
junco_hyemalis ENSJHYG00000012237
zonotrichia_albicollis ENSZALG00000010678
parus_major ENSPMJG00000012940
cyanistes_caeruleus ENSCCEG00000011790
calidris_pygmaea ENSCPGG00000003560
calidris_pugnax ENSCPUG00000002499
melopsittacus_undulatus ENSMUNG00000005075
apteryx_haastii ENSAHAG00000000485
apteryx_owenii ENSAOWG00000014180
apteryx_rowi ENSARWG00000008746
dromaius_novaehollandiae ENSDNVG00000011090
nothoprocta_perdicaria ENSNPEG00000007788
crocodylus_porosus ENSCPRG00005019139
chelonoidis_abingdonii ENSCABG00000004476
gopherus_agassizii ENSGAGG00000016683
chrysemys_picta_bellii ENSCPBG00000004307
pelodiscus_sinensis ENSPSIG00000011998
pogona_vitticeps ENSPVIG00000015722
anolis_carolinensis ENSACAG00000013012
notechis_scutatus ENSNSUG00000017121
salvator_merianae ENSSMRG00000011507
sphenodon_punctatus ENSSPUG00000017961
xenopus_tropicalis ENSXETG00000006695
latimeria_chalumnae ENSLACG00000012823
labrus_bergylta ENSLBEG00000016178
gasterosteus_aculeatus ENSGACG00000019839
takifugu_rubripes ENSTRUG00000013192
tetraodon_nigroviridis ENSTNIG00000011007
mola_mola ENSMMOG00000001641
seriola_lalandi_dorsalis ENSSLDG00000020771
seriola_dumerili ENSSDUG00000001603
scophthalmus_maximus ENSSMAG00000002753
cynoglossus_semilaevis ENSCSEG00000006505
periophthalmus_magnuspinnatus ENSPMGG00000003297
monopterus_albus ENSMALG00000011449
mastacembelus_armatus ENSMAMG00000012291
anabas_testudineus ENSATEG00000019013
xiphophorus_couchianus ENSXCOG00000013671
xiphophorus_maculatus ENSXMAG00000018504
gambusia_affinis ENSGAFG00000015112
poecilia_formosa ENSPFOG00000007334
poecilia_mexicana ENSPMEG00000020885
poecilia_latipinna ENSPLAG00000010200
poecilia_reticulata ENSPREG00000000752
fundulus_heteroclitus ENSFHEG00000004836
cyprinodon_variegatus ENSCVAG00000012121
kryptolebias_marmoratus ENSKMAG00000009512
