xenopus_tropicalis ENSXETG00000018029
anolis_carolinensis ENSACAG00000001535
loxodonta_africana ENSLAFG00000007829
procavia_capensis ENSPCAG00000009674
echinops_telfairi ENSETEG00000018117
dasypus_novemcinctus ENSDNOG00000037850
capra_hircus ENSCHIG00000011418
ovis_aries ENSOARG00000019817
bos_taurus ENSBTAG00000019557
bos_mutus ENSBMUG00000000218
bison_bison_bison ENSBBBG00000015694
tursiops_truncatus ENSTTRG00000016650
sus_scrofa ENSSSCG00000011890
vicugna_pacos ENSVPAG00000009309
pteropus_vampyrus ENSPVAG00000000884
ursus_americanus ENSUAMG00000009816
ursus_maritimus ENSUMAG00000025266
ailuropoda_melanoleuca ENSAMEG00000007006
canis_lupus_dingo ENSCAFG00020006550
canis_lupus_familiaris ENSCAFG00000011094
vulpes_vulpes ENSVVUG00000022255
neovison_vison ENSNVIG00000011662
mustela_putorius_furo ENSMPUG00000008376
panthera_pardus ENSPPRG00000006305
panthera_tigris_altaica ENSPTIG00000019087
felis_catus ENSFCAG00000006092
myotis_lucifugus ENSMLUG00000002877
equus_caballus ENSECAG00000008728
equus_asinus_asinus ENSEASG00005012507
erinaceus_europaeus ENSEEUG00000004541
pan_paniscus ENSPPAG00000028796
pan_troglodytes ENSPTRG00000015263
homo_sapiens ENSG00000144852
gorilla_gorilla ENSGGOG00000007361
pongo_abelii ENSPPYG00000013508
nomascus_leucogenys ENSNLEG00000005060
mandrillus_leucophaeus ENSMLEG00000023855
cercocebus_atys ENSCATG00000036881
papio_anubis ENSPANG00000004760
theropithecus_gelada ENSTGEG00000004794
macaca_nemestrina ENSMNEG00000028193
macaca_mulatta ENSMMUG00000001976
macaca_fascicularis ENSMFAG00000041037
chlorocebus_sabaeus ENSCSAG00000007092
rhinopithecus_bieti ENSRBIG00000041558
rhinopithecus_roxellana ENSRROG00000026989
piliocolobus_tephrosceles ENSPTEG00000020562
colobus_angolensis_palliatus ENSCANG00000028276
cebus_capucinus_imitator ENSCCAG00000021610
saimiri_boliviensis_boliviensis ENSSBOG00000014295
callithrix_jacchus ENSCJAG00000008854
aotus_nancymaae ENSANAG00000036076
carlito_syrichta ENSTSYG00000010757
propithecus_coquereli ENSPCOG00000025084
prolemur_simus ENSPSMG00000013043
microcebus_murinus ENSMICG00000049095
otolemur_garnettii ENSOGAG00000006017
castor_canadensis ENSCCNG00000000216
dipodomys_ordii ENSDORG00000003966
mus_spicilegus ENSMSIG00000018649
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021636
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022809
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020737
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016437
rattus_norvegicus ENSRNOG00000002906
meriones_unguiculatus ENSMUGG00000005229
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015366
cricetulus_griseus_crigri-picr ENSCGRG00015016656
cricetulus_griseus_crigri_1.0 ENSCGRG00000002954
mesocricetus_auratus ENSMAUG00000011479
peromyscus_maniculatus_bairdii ENSPEMG00000011080
microtus_ochrogaster ENSMOCG00000010007
nannospalax_galili ENSNGAG00000023122
jaculus_jaculus ENSJJAG00000011379
ictidomys_tridecemlineatus ENSSTOG00000014988
spermophilus_dauricus ENSSDAG00000010125
urocitellus_parryii ENSUPAG00010019993
marmota_marmota_marmota ENSMMMG00000010256
chinchilla_lanigera ENSCLAG00000012141
octodon_degus ENSODEG00000005572
cavia_porcellus ENSCPOG00000020161
cavia_aperea ENSCAPG00000017179
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002730
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011275
fukomys_damarensis ENSFDAG00000008368
oryctolagus_cuniculus ENSOCUG00000006125
ochotona_princeps ENSOPRG00000010448
notamacropus_eugenii ENSMEUG00000000113
phascolarctos_cinereus ENSPCIG00000006162
sarcophilus_harrisii ENSSHAG00000004437
monodelphis_domestica ENSMODG00000018212
latimeria_chalumnae ENSLACG00000010334
astatotilapia_calliptera ENSACLG00000004339
maylandia_zebra ENSMZEG00005001441
pundamilia_nyererei ENSPNYG00000020572
haplochromis_burtoni ENSHBUG00000003745
neolamprologus_brichardi ENSNBRG00000007066
oreochromis_niloticus ENSONIG00000014385
amphilophus_citrinellus ENSACIG00000000616
amphiprion_ocellaris ENSAOCG00000010669
amphiprion_percula ENSAPEG00000000532
acanthochromis_polyacanthus ENSAPOG00000005425
stegastes_partitus ENSSPAG00000020321
xiphophorus_couchianus ENSXCOG00000018970
xiphophorus_maculatus ENSXMAG00000022773
poecilia_formosa ENSPFOG00000007256
poecilia_latipinna ENSPLAG00000021338
poecilia_mexicana ENSPMEG00000006153
poecilia_reticulata ENSPREG00000000644
gambusia_affinis ENSGAFG00000021309
fundulus_heteroclitus ENSFHEG00000016733
cyprinodon_variegatus ENSCVAG00000014052
kryptolebias_marmoratus ENSKMAG00000021918
oryzias_latipes_asm223471v1 ENSORLG00020015591
oryzias_latipes_asm223469v1 ENSORLG00015010293
oryzias_melastigma ENSOMEG00000008488
anabas_testudineus ENSATEG00000011946
mastacembelus_armatus ENSMAMG00000014844
seriola_dumerili ENSSDUG00000004600
seriola_lalandi_dorsalis ENSSLDG00000020072
tetraodon_nigroviridis ENSTNIG00000006380
tetraodon_nigroviridis ENSTNIG00000013932
takifugu_rubripes ENSTRUG00000003245
mola_mola ENSMMOG00000019982
periophthalmus_magnuspinnatus ENSPMGG00000000874
esox_lucius ENSELUG00000004648
pygocentrus_nattereri ENSPNAG00000021357
ictalurus_punctatus ENSIPUG00000023864
danio_rerio ENSDARG00000029766
paramormyrops_kingsleyae ENSPKIG00000009082
scleropages_formosus ENSSFOG00015009812
lepisosteus_oculatus ENSLOCG00000004476
ciona_savignyi ENSCSAVG00000001918
