lepisosteus_oculatus ENSLOCG00000014331
danio_rerio ENSDARG00000079900
xiphophorus_couchianus ENSXCOG00000008671
xiphophorus_couchianus ENSXCOG00000008682
xiphophorus_maculatus ENSXMAG00000028345
xiphophorus_maculatus ENSXMAG00000027843
gambusia_affinis ENSGAFG00000007285
poecilia_reticulata ENSPREG00000010265
poecilia_reticulata ENSPREG00000010274
poecilia_latipinna ENSPLAG00000004172
poecilia_latipinna ENSPLAG00000004156
poecilia_mexicana ENSPMEG00000022950
poecilia_mexicana ENSPMEG00000022963
poecilia_formosa ENSPFOG00000006333
fundulus_heteroclitus ENSFHEG00000019338
kryptolebias_marmoratus ENSKMAG00000003955
oryzias_latipes_asm223467v1 ENSORLG00000023773
oryzias_latipes_asm223469v1 ENSORLG00015021638
oryzias_latipes_asm223471v1 ENSORLG00020004938
acanthochromis_polyacanthus ENSAPOG00000009550
acanthochromis_polyacanthus ENSAPOG00000009563
haplochromis_burtoni ENSHBUG00000022797
anabas_testudineus ENSATEG00000013595
anabas_testudineus ENSATEG00000013605
seriola_lalandi_dorsalis ENSSLDG00000002914
seriola_lalandi_dorsalis ENSSLDG00000002900
seriola_dumerili ENSSDUG00000014592
scophthalmus_maximus ENSSMAG00000002848
labrus_bergylta ENSLBEG00000026403
monopterus_albus ENSMALG00000013131
monopterus_albus ENSMALG00000013150
amphilophus_citrinellus ENSACIG00000004890
amphilophus_citrinellus ENSACIG00000004876
oreochromis_niloticus ENSONIG00000006911
neolamprologus_brichardi ENSNBRG00000011005
periophthalmus_magnuspinnatus ENSPMGG00000012494
periophthalmus_magnuspinnatus ENSPMGG00000012492
tetraodon_nigroviridis ENSTNIG00000005786
hippocampus_comes ENSHCOG00000017837
esox_lucius ENSELUG00000012327
astyanax_mexicanus ENSAMXG00000011350
ictalurus_punctatus ENSIPUG00000003609
mola_mola ENSMMOG00000014524
takifugu_rubripes ENSTRUG00000023577
labrus_bergylta ENSLBEG00000001305
cyprinodon_variegatus ENSCVAG00000012575
cyprinodon_variegatus ENSCVAG00000012557
stegastes_partitus ENSSPAG00000016587
stegastes_partitus ENSSPAG00000016574
amphiprion_percula ENSAPEG00000015166
amphiprion_percula ENSAPEG00000015203
amphiprion_ocellaris ENSAOCG00000019090
amphiprion_ocellaris ENSAOCG00000019133
pundamilia_nyererei ENSPNYG00000007580
pundamilia_nyererei ENSPNYG00000007592
pundamilia_nyererei ENSPNYG00000007606
maylandia_zebra ENSMZEG00005020137
maylandia_zebra ENSMZEG00005020144
astatotilapia_calliptera ENSACLG00000020431
astatotilapia_calliptera ENSACLG00000020421
paramormyrops_kingsleyae ENSPKIG00000001493
paramormyrops_kingsleyae ENSPKIG00000001447
scleropages_formosus ENSSFOG00015018798
pygocentrus_nattereri ENSPNAG00000019747
pygocentrus_nattereri ENSPNAG00000019734
astyanax_mexicanus ENSAMXG00000037880
ictalurus_punctatus ENSIPUG00000003604
mastacembelus_armatus ENSMAMG00000010760
