equus_caballus ENSECAG00000034240
equus_asinus_asinus ENSEASG00005012675
mustela_putorius_furo ENSMPUG00000004530
rhinopithecus_roxellana ENSRROG00000008864
rhinopithecus_bieti ENSRBIG00000031138
mandrillus_leucophaeus ENSMLEG00000025782
nomascus_leucogenys ENSNLEG00000000723
prolemur_simus ENSPSMG00000009906
dasypus_novemcinctus ENSDNOG00000044285
ochotona_princeps ENSOPRG00000007257
tupaia_belangeri ENSTBEG00000010359
erinaceus_europaeus ENSEEUG00000013138
procavia_capensis ENSPCAG00000016649
