astyanax_mexicanus ENSAMXG00000009798
pygocentrus_nattereri ENSPNAG00000015664
ictalurus_punctatus ENSIPUG00000003043
danio_rerio ENSDARG00000080021
pundamilia_nyererei ENSPNYG00000014350
neolamprologus_brichardi ENSNBRG00000020886
oreochromis_niloticus ENSONIG00000008388
amphilophus_citrinellus ENSACIG00000023037
fundulus_heteroclitus ENSFHEG00000003221
labrus_bergylta ENSLBEG00000001993
xiphophorus_couchianus ENSXCOG00000008397
poecilia_latipinna ENSPLAG00000022572
tetraodon_nigroviridis ENSTNIG00000006781
takifugu_rubripes ENSTRUG00000004788
anabas_testudineus ENSATEG00000022244
gasterosteus_aculeatus ENSGACG00000006175
cynoglossus_semilaevis ENSCSEG00000019463
oryzias_latipes_asm223467v1 ENSORLG00000011575
oryzias_latipes_asm223471v1 ENSORLG00020005858
oryzias_latipes_asm223469v1 ENSORLG00015003707
oryzias_melastigma ENSOMEG00000011303
amphiprion_percula ENSAPEG00000014553
amphiprion_ocellaris ENSAOCG00000017955
acanthochromis_polyacanthus ENSAPOG00000015037
stegastes_partitus ENSSPAG00000011062
maylandia_zebra ENSMZEG00005015427
haplochromis_burtoni ENSHBUG00000004401
astatotilapia_calliptera ENSACLG00000026272
poecilia_reticulata ENSPREG00000022632
poecilia_mexicana ENSPMEG00000004131
poecilia_formosa ENSPFOG00000019206
xiphophorus_maculatus ENSXMAG00000015188
gambusia_affinis ENSGAFG00000010485
cyprinodon_variegatus ENSCVAG00000011847
kryptolebias_marmoratus ENSKMAG00000008962
monopterus_albus ENSMALG00000019683
mastacembelus_armatus ENSMAMG00000012349
seriola_lalandi_dorsalis ENSSLDG00000018611
seriola_dumerili ENSSDUG00000016188
scophthalmus_maximus ENSSMAG00000019540
mola_mola ENSMMOG00000001603
hippocampus_comes ENSHCOG00000010624
periophthalmus_magnuspinnatus ENSPMGG00000023924
gadus_morhua ENSGMOG00000008558
esox_lucius ENSELUG00000010132
paramormyrops_kingsleyae ENSPKIG00000023370
scleropages_formosus ENSSFOG00015006984
lepisosteus_oculatus ENSLOCG00000001108
anolis_carolinensis ENSACAG00000005005
pogona_vitticeps ENSPVIG00000009540
notechis_scutatus ENSNSUG00000003923
salvator_merianae ENSSMRG00000023623
sphenodon_punctatus ENSSPUG00000014753
calidris_pygmaea ENSCPGG00000013073
calidris_pugnax ENSCPUG00000011201
manacus_vitellinus ENSMVIG00005014007
lepidothrix_coronata ENSLCOG00000014321
taeniopygia_guttata ENSTGUG00000010765
taeniopygia_guttata ENSTGUG00000018499
lonchura_striata_domestica ENSLSDG00000005858
serinus_canaria ENSSCAG00000012302
junco_hyemalis ENSJHYG00000007299
zonotrichia_albicollis ENSZALG00000005811
ficedula_albicollis ENSFALG00000008403
cyanistes_caeruleus ENSCCEG00000007323
parus_major ENSPMJG00000002709
melopsittacus_undulatus ENSMUNG00000008007
coturnix_japonica ENSCJPG00005014255
meleagris_gallopavo ENSMGAG00000009873
gallus_gallus ENSGALG00000040948
numida_meleagris ENSNMEG00000019011
anser_brachyrhynchus ENSABRG00000022537
anas_platyrhynchos_platyrhynchos ENSAPLG00000013292
apteryx_rowi ENSARWG00000017190
apteryx_owenii ENSAOWG00000016338
apteryx_haastii ENSAHAG00000013290
dromaius_novaehollandiae ENSDNVG00000018764
nothoprocta_perdicaria ENSNPEG00000002746
crocodylus_porosus ENSCPRG00005009651
chelonoidis_abingdonii ENSCABG00000016877
gopherus_agassizii ENSGAGG00000009275
chrysemys_picta_bellii ENSCPBG00000026917
pelodiscus_sinensis ENSPSIG00000014839
pan_paniscus ENSPPAG00000035483
pan_troglodytes ENSPTRG00000015641
homo_sapiens ENSG00000172667
gorilla_gorilla ENSGGOG00000009975
pongo_abelii ENSPPYG00000014315
nomascus_leucogenys ENSNLEG00000005658
piliocolobus_tephrosceles ENSPTEG00000030441
colobus_angolensis_palliatus ENSCANG00000029476
rhinopithecus_roxellana ENSRROG00000038345
rhinopithecus_bieti ENSRBIG00000029622
macaca_fascicularis ENSMFAG00000021292
macaca_mulatta ENSMMUG00000003216
macaca_nemestrina ENSMNEG00000036725
chlorocebus_sabaeus ENSCSAG00000012935
theropithecus_gelada ENSTGEG00000026213
papio_anubis ENSPANG00000023167
cercocebus_atys ENSCATG00000025137
mandrillus_leucophaeus ENSMLEG00000026279
callithrix_jacchus ENSCJAG00000013399
cebus_capucinus_imitator ENSCCAG00000036721
saimiri_boliviensis_boliviensis ENSSBOG00000033332
aotus_nancymaae ENSANAG00000035673
carlito_syrichta ENSTSYG00000026546
propithecus_coquereli ENSPCOG00000022835
prolemur_simus ENSPSMG00000005865
microcebus_murinus ENSMICG00000049501
otolemur_garnettii ENSOGAG00000003252
castor_canadensis ENSCCNG00000018221
dipodomys_ordii ENSDORG00000011801
urocitellus_parryii ENSUPAG00010022730
ictidomys_tridecemlineatus ENSSTOG00000028436
spermophilus_dauricus ENSSDAG00000007738
marmota_marmota_marmota ENSMMMG00000004454
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011523
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012235
fukomys_damarensis ENSFDAG00000013376
cavia_porcellus ENSCPOG00000003865
cavia_aperea ENSCAPG00000014645
octodon_degus ENSODEG00000003313
chinchilla_lanigera ENSCLAG00000013464
