coturnix_japonica ENSCJPG00005006542
junco_hyemalis ENSJHYG00000006153
apteryx_rowi ENSARWG00000010585
sarcophilus_harrisii ENSSHAG00000004332
phascolarctos_cinereus ENSPCIG00000026797
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007493
fukomys_damarensis ENSFDAG00000008557
chinchilla_lanigera ENSCLAG00000000169
cavia_porcellus ENSCPOG00000021221
jaculus_jaculus ENSJJAG00000007109
rhinopithecus_roxellana ENSRROG00000036723
rhinopithecus_bieti ENSRBIG00000044282
colobus_angolensis_palliatus ENSCANG00000042267
mandrillus_leucophaeus ENSMLEG00000032789
cercocebus_atys ENSCATG00000015514
theropithecus_gelada ENSTGEG00000016485
papio_anubis ENSPANG00000010839
macaca_mulatta ENSMMUG00000017874
macaca_fascicularis ENSMFAG00000042776
macaca_nemestrina ENSMNEG00000040654
chlorocebus_sabaeus ENSCSAG00000001591
pan_troglodytes ENSPTRG00000011597
pan_paniscus ENSPPAG00000014983
homo_sapiens ENSG00000119574
pongo_abelii ENSPPYG00000010509
nomascus_leucogenys ENSNLEG00000011187
pan_troglodytes ENSPTRG00000051634
pan_troglodytes ENSPTRG00000043366
pan_paniscus ENSPPAG00000038918
gorilla_gorilla ENSGGOG00000025316
rhinopithecus_roxellana ENSRROG00000040879
colobus_angolensis_palliatus ENSCANG00000031495
macaca_nemestrina ENSMNEG00000044435
macaca_mulatta ENSMMUG00000015136
papio_anubis ENSPANG00000011994
mandrillus_leucophaeus ENSMLEG00000029495
cercocebus_atys ENSCATG00000030164
cebus_capucinus_imitator ENSCCAG00000023602
saimiri_boliviensis_boliviensis ENSSBOG00000025578
callithrix_jacchus ENSCJAG00000046340
aotus_nancymaae ENSANAG00000022281
carlito_syrichta ENSTSYG00000034952
propithecus_coquereli ENSPCOG00000027709
prolemur_simus ENSPSMG00000009056
otolemur_garnettii ENSOGAG00000034747
ictidomys_tridecemlineatus ENSSTOG00000004240
urocitellus_parryii ENSUPAG00010006485
marmota_marmota_marmota ENSMMMG00000024708
spermophilus_dauricus ENSSDAG00000011990
castor_canadensis ENSCCNG00000021970
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030273
mus_spicilegus ENSMSIG00000001383
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049600
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029197
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021059
rattus_norvegicus ENSRNOG00000027459
meriones_unguiculatus ENSMUGG00000027214
peromyscus_maniculatus_bairdii ENSPEMG00000011391
microtus_ochrogaster ENSMOCG00000001388
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015644
cricetulus_griseus_crigri-picr ENSCGRG00015015096
mesocricetus_auratus ENSMAUG00000012496
nannospalax_galili ENSNGAG00000005780
oryctolagus_cuniculus ENSOCUG00000013828
ochotona_princeps ENSOPRG00000017040
ursus_americanus ENSUAMG00000004264
ailuropoda_melanoleuca ENSAMEG00000007500
neovison_vison ENSNVIG00000013155
mustela_putorius_furo ENSMPUG00000008283
canis_lupus_familiaris ENSCAFG00000002356
canis_lupus_dingo ENSCAFG00020014830
vulpes_vulpes ENSVVUG00000002951
felis_catus ENSFCAG00000024270
panthera_pardus ENSPPRG00000002013
equus_caballus ENSECAG00000010390
tursiops_truncatus ENSTTRG00000001996
sus_scrofa ENSSSCG00000035664
capra_hircus ENSCHIG00000020424
ovis_aries ENSOARG00000003909
bos_taurus ENSBTAG00000051830
pteropus_vampyrus ENSPVAG00000013975
loxodonta_africana ENSLAFG00000032480
procavia_capensis ENSPCAG00000011920
dasypus_novemcinctus ENSDNOG00000049612
sorex_araneus ENSSARG00000001558
danio_rerio ENSDARG00000042989
astyanax_mexicanus ENSAMXG00000016445
numida_meleagris ENSNMEG00000012493
gallus_gallus ENSGALG00000033174
anas_platyrhynchos_platyrhynchos ENSAPLG00000024528
anser_brachyrhynchus ENSABRG00000012695
calidris_pygmaea ENSCPGG00000007671
calidris_pugnax ENSCPUG00000018572
ficedula_albicollis ENSFALG00000014471
taeniopygia_guttata ENSTGUG00000016690
apteryx_owenii ENSAOWG00000008797
pogona_vitticeps ENSPVIG00000008654
anolis_carolinensis ENSACAG00000010650
salvator_merianae ENSSMRG00000020517
notechis_scutatus ENSNSUG00000008412
sphenodon_punctatus ENSSPUG00000005516
chelonoidis_abingdonii ENSCABG00000010758
gopherus_agassizii ENSGAGG00000014425
chrysemys_picta_bellii ENSCPBG00000019291
xenopus_tropicalis ENSXETG00000021232
latimeria_chalumnae ENSLACG00000008725
pelodiscus_sinensis ENSPSIG00000013341
cynoglossus_semilaevis ENSCSEG00000020532
periophthalmus_magnuspinnatus ENSPMGG00000016153
monopterus_albus ENSMALG00000003135
amphilophus_citrinellus ENSACIG00000011093
poecilia_formosa ENSPFOG00000014275
maylandia_zebra ENSMZEG00005005506
labrus_bergylta ENSLBEG00000000447
mola_mola ENSMMOG00000013613
seriola_dumerili ENSSDUG00000013479
seriola_lalandi_dorsalis ENSSLDG00000018055
fundulus_heteroclitus ENSFHEG00000002870
cyprinodon_variegatus ENSCVAG00000021507
poecilia_latipinna ENSPLAG00000022782
poecilia_mexicana ENSPMEG00000004741
poecilia_reticulata ENSPREG00000021438
xiphophorus_maculatus ENSXMAG00000014452
gambusia_affinis ENSGAFG00000018196
kryptolebias_marmoratus ENSKMAG00000012472
pundamilia_nyererei ENSPNYG00000001220
astatotilapia_calliptera ENSACLG00000011491
haplochromis_burtoni ENSHBUG00000016325
neolamprologus_brichardi ENSNBRG00000005305
amphiprion_percula ENSAPEG00000010678
amphiprion_ocellaris ENSAOCG00000003900
acanthochromis_polyacanthus ENSAPOG00000022935
stegastes_partitus ENSSPAG00000009891
anabas_testudineus ENSATEG00000021862
mastacembelus_armatus ENSMAMG00000002095
takifugu_rubripes ENSTRUG00000010240
oryzias_latipes_asm223471v1 ENSORLG00020020769
oryzias_latipes_asm223467v1 ENSORLG00000026423
oryzias_latipes_asm223469v1 ENSORLG00015021246
oryzias_melastigma ENSOMEG00000011246
scophthalmus_maximus ENSSMAG00000021111
oreochromis_niloticus ENSONIG00000000191
tetraodon_nigroviridis ENSTNIG00000003273
hippocampus_comes ENSHCOG00000020415
esox_lucius ENSELUG00000010847
pygocentrus_nattereri ENSPNAG00000010663
astyanax_mexicanus ENSAMXG00000029284
ictalurus_punctatus ENSIPUG00000012817
paramormyrops_kingsleyae ENSPKIG00000007182
