ovis_aries ENSOARG00000014044
capra_hircus ENSCHIG00000025509
bos_mutus ENSBMUG00000021546
bos_taurus ENSBTAG00000032047
sus_scrofa ENSSSCG00000040422
equus_asinus_asinus ENSEASG00005018666
equus_caballus ENSECAG00000029847
microcebus_murinus ENSMICG00000047429
propithecus_coquereli ENSPCOG00000027357
prolemur_simus ENSPSMG00000007532
otolemur_garnettii ENSOGAG00000008048
piliocolobus_tephrosceles ENSPTEG00000022612
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018837
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018942
octodon_degus ENSODEG00000006686
cavia_porcellus ENSCPOG00000030105
castor_canadensis ENSCCNG00000018043
castor_canadensis ENSCCNG00000028452
urocitellus_parryii ENSUPAG00010022600
ictidomys_tridecemlineatus ENSSTOG00000025371
marmota_marmota_marmota ENSMMMG00000024414
ursus_americanus ENSUAMG00000013607
ursus_maritimus ENSUMAG00000001831
mustela_putorius_furo ENSMPUG00000003987
neovison_vison ENSNVIG00000019473
vulpes_vulpes ENSVVUG00000001233
canis_lupus_dingo ENSCAFG00020020894
vulpes_vulpes ENSVVUG00000012562
canis_lupus_dingo ENSCAFG00020022448
panthera_pardus ENSPPRG00000003014
felis_catus ENSFCAG00000042462
myotis_lucifugus ENSMLUG00000026813
cricetulus_griseus_crigri-picr ENSCGRG00015001431
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014625
cricetulus_griseus_crigri_1.0 ENSCGRG00000005918
mesocricetus_auratus ENSMAUG00000008365
peromyscus_maniculatus_bairdii ENSPEMG00000013463
microtus_ochrogaster ENSMOCG00000002202
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027604
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027605
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028602
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028603
mus_spicilegus ENSMSIG00000010248
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024186
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024187
rattus_norvegicus ENSRNOG00000037566
meriones_unguiculatus ENSMUGG00000026327
meriones_unguiculatus ENSMUGG00000026326
nannospalax_galili ENSNGAG00000011606
jaculus_jaculus ENSJJAG00000022337
marmota_marmota_marmota ENSMMMG00000010275
oryctolagus_cuniculus ENSOCUG00000022871
theropithecus_gelada ENSTGEG00000015935
loxodonta_africana ENSLAFG00000028115
dasypus_novemcinctus ENSDNOG00000038662
phascolarctos_cinereus ENSPCIG00000036369
