notechis_scutatus ENSNSUG00000016920
pogona_vitticeps ENSPVIG00000017978
salvator_merianae ENSSMRG00000013203
sphenodon_punctatus ENSSPUG00000005434
gallus_gallus ENSGALG00000001998
coturnix_japonica ENSCJPG00005010440
numida_meleagris ENSNMEG00000003102
anser_brachyrhynchus ENSABRG00000005164
lonchura_striata_domestica ENSLSDG00000008602
taeniopygia_guttata ENSTGUG00000000663
serinus_canaria ENSSCAG00000005893
zonotrichia_albicollis ENSZALG00000008180
parus_major ENSPMJG00000011072
cyanistes_caeruleus ENSCCEG00000001000
ficedula_albicollis ENSFALG00000013938
lepidothrix_coronata ENSLCOG00000013319
manacus_vitellinus ENSMVIG00005015499
melopsittacus_undulatus ENSMUNG00000001921
calidris_pygmaea ENSCPGG00000000023
calidris_pugnax ENSCPUG00000007220
junco_hyemalis ENSJHYG00000005553
apteryx_haastii ENSAHAG00000002547
apteryx_owenii ENSAOWG00000013480
apteryx_rowi ENSARWG00000016264
dromaius_novaehollandiae ENSDNVG00000012597
nothoprocta_perdicaria ENSNPEG00000001461
crocodylus_porosus ENSCPRG00005015087
gopherus_agassizii ENSGAGG00000019698
chelonoidis_abingdonii ENSCABG00000003438
chrysemys_picta_bellii ENSCPBG00000009805
pelodiscus_sinensis ENSPSIG00000004355
phascolarctos_cinereus ENSPCIG00000035863
notamacropus_eugenii ENSMEUG00000011020
sarcophilus_harrisii ENSSHAG00000003036
monodelphis_domestica ENSMODG00000005698
ailuropoda_melanoleuca ENSAMEG00000003001
ursus_americanus ENSUAMG00000005751
neovison_vison ENSNVIG00000002522
mustela_putorius_furo ENSMPUG00000009394
canis_lupus_familiaris ENSCAFG00000019665
canis_lupus_dingo ENSCAFG00020016880
panthera_pardus ENSPPRG00000011230
panthera_tigris_altaica ENSPTIG00000012306
felis_catus ENSFCAG00000042437
myotis_lucifugus ENSMLUG00000023914
equus_caballus ENSECAG00000000003
equus_asinus_asinus ENSEASG00005021556
pteropus_vampyrus ENSPVAG00000006526
tursiops_truncatus ENSTTRG00000001470
sus_scrofa ENSSSCG00000013419
bison_bison_bison ENSBBBG00000017639
bos_mutus ENSBMUG00000013076
capra_hircus ENSCHIG00000020110
ovis_aries ENSOARG00000009945
prolemur_simus ENSPSMG00000022662
microcebus_murinus ENSMICG00000010124
propithecus_coquereli ENSPCOG00000016785
otolemur_garnettii ENSOGAG00000025656
pan_paniscus ENSPPAG00000042371
gorilla_gorilla ENSGGOG00000008040
homo_sapiens ENSG00000198858
pongo_abelii ENSPPYG00000009297
nomascus_leucogenys ENSNLEG00000001022
colobus_angolensis_palliatus ENSCANG00000040439
piliocolobus_tephrosceles ENSPTEG00000034794
rhinopithecus_roxellana ENSRROG00000028842
rhinopithecus_bieti ENSRBIG00000027769
papio_anubis ENSPANG00000015203
mandrillus_leucophaeus ENSMLEG00000035693
cercocebus_atys ENSCATG00000037269
theropithecus_gelada ENSTGEG00000009368
macaca_fascicularis ENSMFAG00000044131
macaca_nemestrina ENSMNEG00000044115
macaca_mulatta ENSMMUG00000009682
chlorocebus_sabaeus ENSCSAG00000012574
cebus_capucinus_imitator ENSCCAG00000019955
saimiri_boliviensis_boliviensis ENSSBOG00000019298
callithrix_jacchus ENSCJAG00000020114
aotus_nancymaae ENSANAG00000029748
castor_canadensis ENSCCNG00000030612
dipodomys_ordii ENSDORG00000006605
mus_spicilegus ENSMSIG00000002357
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016369
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035781
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015551
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030964
rattus_norvegicus ENSRNOG00000011489
meriones_unguiculatus ENSMUGG00000021128
peromyscus_maniculatus_bairdii ENSPEMG00000008365
microtus_ochrogaster ENSMOCG00000002646
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021650
cricetulus_griseus_crigri_1.0 ENSCGRG00000013169
cricetulus_griseus_crigri-picr ENSCGRG00015006782
mesocricetus_auratus ENSMAUG00000010611
nannospalax_galili ENSNGAG00000022432
jaculus_jaculus ENSJJAG00000012475
ictidomys_tridecemlineatus ENSSTOG00000023015
urocitellus_parryii ENSUPAG00010014601
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016194
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013965
fukomys_damarensis ENSFDAG00000017040
chinchilla_lanigera ENSCLAG00000007094
octodon_degus ENSODEG00000011745
cavia_aperea ENSCAPG00000011286
cavia_porcellus ENSCPOG00000036185
loxodonta_africana ENSLAFG00000017796
vulpes_vulpes ENSVVUG00000022685
ursus_maritimus ENSUMAG00000005478
bos_taurus ENSBTAG00000046406
procavia_capensis ENSPCAG00000010997
pan_troglodytes ENSPTRG00000049897
monopterus_albus ENSMALG00000018856
mastacembelus_armatus ENSMAMG00000005652
scophthalmus_maximus ENSSMAG00000021090
seriola_dumerili ENSSDUG00000008488
seriola_lalandi_dorsalis ENSSLDG00000025328
anabas_testudineus ENSATEG00000015913
labrus_bergylta ENSLBEG00000000730
gasterosteus_aculeatus ENSGACG00000008385
mola_mola ENSMMOG00000008253
cynoglossus_semilaevis ENSCSEG00000018211
hippocampus_comes ENSHCOG00000008422
cyprinodon_variegatus ENSCVAG00000017127
fundulus_heteroclitus ENSFHEG00000017636
xiphophorus_couchianus ENSXCOG00000005127
xiphophorus_maculatus ENSXMAG00000022875
gambusia_affinis ENSGAFG00000004173
poecilia_formosa ENSPFOG00000003199
poecilia_mexicana ENSPMEG00000014183
poecilia_latipinna ENSPLAG00000020740
poecilia_reticulata ENSPREG00000010709
kryptolebias_marmoratus ENSKMAG00000005853
oryzias_latipes_asm223467v1 ENSORLG00000008183
oryzias_latipes_asm223471v1 ENSORLG00020015372
oryzias_latipes_asm223469v1 ENSORLG00015010888
oryzias_melastigma ENSOMEG00000003005
oreochromis_niloticus ENSONIG00000012675
oreochromis_niloticus ENSONIG00000004675
astatotilapia_calliptera ENSACLG00000023541
maylandia_zebra ENSMZEG00005016849
pundamilia_nyererei ENSPNYG00000017489
haplochromis_burtoni ENSHBUG00000014810
neolamprologus_brichardi ENSNBRG00000004438
amphilophus_citrinellus ENSACIG00000004672
amphiprion_ocellaris ENSAOCG00000019955
amphiprion_percula ENSAPEG00000005089
acanthochromis_polyacanthus ENSAPOG00000022081
stegastes_partitus ENSSPAG00000002562
tetraodon_nigroviridis ENSTNIG00000002020
takifugu_rubripes ENSTRUG00000023971
periophthalmus_magnuspinnatus ENSPMGG00000020467
gadus_morhua ENSGMOG00000001231
esox_lucius ENSELUG00000010468
pygocentrus_nattereri ENSPNAG00000011869
astyanax_mexicanus ENSAMXG00000042426
ictalurus_punctatus ENSIPUG00000006716
danio_rerio ENSDARG00000063254
scleropages_formosus ENSSFOG00015020574
paramormyrops_kingsleyae ENSPKIG00000007421
lepisosteus_oculatus ENSLOCG00000002423
latimeria_chalumnae ENSLACG00000016445
xenopus_tropicalis ENSXETG00000033624
eptatretus_burgeri ENSEBUG00000016051
caenorhabditis_elegans_strain_n2 WBGene00012908
