calidris_pygmaea ENSCPGG00000007968
calidris_pugnax ENSCPUG00000016627
melopsittacus_undulatus ENSMUNG00000012012
taeniopygia_guttata ENSTGUG00000011161
taeniopygia_guttata ENSTGUG00000015360
lonchura_striata_domestica ENSLSDG00000002213
junco_hyemalis ENSJHYG00000010912
zonotrichia_albicollis ENSZALG00000014202
serinus_canaria ENSSCAG00000015937
ficedula_albicollis ENSFALG00000004465
parus_major ENSPMJG00000013126
cyanistes_caeruleus ENSCCEG00000016525
lepidothrix_coronata ENSLCOG00000003446
manacus_vitellinus ENSMVIG00005011883
gallus_gallus ENSGALG00000016894
coturnix_japonica ENSCJPG00005019416
meleagris_gallopavo ENSMGAG00000014907
numida_meleagris ENSNMEG00000019310
anser_brachyrhynchus ENSABRG00000016831
anas_platyrhynchos_platyrhynchos ENSAPLG00000011218
apteryx_owenii ENSAOWG00000017946
apteryx_rowi ENSARWG00000003662
apteryx_haastii ENSAHAG00000016045
dromaius_novaehollandiae ENSDNVG00000002858
nothoprocta_perdicaria ENSNPEG00000007289
crocodylus_porosus ENSCPRG00005018282
gopherus_agassizii ENSGAGG00000007878
chelonoidis_abingdonii ENSCABG00000008673
chrysemys_picta_bellii ENSCPBG00000023337
pelodiscus_sinensis ENSPSIG00000002169
pogona_vitticeps ENSPVIG00000008822
anolis_carolinensis ENSACAG00000001832
notechis_scutatus ENSNSUG00000010303
salvator_merianae ENSSMRG00000017480
sphenodon_punctatus ENSSPUG00000011904
notamacropus_eugenii ENSMEUG00000000926
phascolarctos_cinereus ENSPCIG00000027321
sarcophilus_harrisii ENSSHAG00000013096
monodelphis_domestica ENSMODG00000008985
oryctolagus_cuniculus ENSOCUG00000017619
ochotona_princeps ENSOPRG00000006807
tupaia_belangeri ENSTBEG00000009296
propithecus_coquereli ENSPCOG00000019285
microcebus_murinus ENSMICG00000017098
prolemur_simus ENSPSMG00000015262
pan_troglodytes ENSPTRG00000005976
pan_paniscus ENSPPAG00000011994
gorilla_gorilla ENSGGOG00000001314
homo_sapiens ENSG00000102580
pongo_abelii ENSPPYG00000005451
nomascus_leucogenys ENSNLEG00000016628
piliocolobus_tephrosceles ENSPTEG00000005448
piliocolobus_tephrosceles ENSPTEG00000008820
colobus_angolensis_palliatus ENSCANG00000028967
rhinopithecus_roxellana ENSRROG00000030377
rhinopithecus_bieti ENSRBIG00000043570
papio_anubis ENSPANG00000017673
theropithecus_gelada ENSTGEG00000010268
mandrillus_leucophaeus ENSMLEG00000043227
cercocebus_atys ENSCATG00000045012
macaca_fascicularis ENSMFAG00000034424
macaca_mulatta ENSMMUG00000005841
macaca_nemestrina ENSMNEG00000030321
chlorocebus_sabaeus ENSCSAG00000017525
cebus_capucinus_imitator ENSCCAG00000031987
saimiri_boliviensis_boliviensis ENSSBOG00000034398
callithrix_jacchus ENSCJAG00000003402
aotus_nancymaae ENSANAG00000011626
carlito_syrichta ENSTSYG00000011079
cavia_porcellus ENSCPOG00000014938
cavia_aperea ENSCAPG00000008341
chinchilla_lanigera ENSCLAG00000002448
octodon_degus ENSODEG00000006169
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003951
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001971
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013526
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018416
fukomys_damarensis ENSFDAG00000014710
ictidomys_tridecemlineatus ENSSTOG00000010169
spermophilus_dauricus ENSSDAG00000004400
urocitellus_parryii ENSUPAG00010009173
marmota_marmota_marmota ENSMMMG00000021085
castor_canadensis ENSCCNG00000029400
echinops_telfairi ENSETEG00000003185
castor_canadensis ENSCCNG00000029394
otolemur_garnettii ENSOGAG00000004466
loxodonta_africana ENSLAFG00000015936
procavia_capensis ENSPCAG00000005037
cricetulus_griseus_crigri-picr ENSCGRG00015027322
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016665
cricetulus_griseus_crigri_1.0 ENSCGRG00000017125
mesocricetus_auratus ENSMAUG00000014652
microtus_ochrogaster ENSMOCG00000004547
peromyscus_maniculatus_bairdii ENSPEMG00000016620
mus_spicilegus ENSMSIG00000025655
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022136
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020494
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019597
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030614
rattus_norvegicus ENSRNOG00000010352
meriones_unguiculatus ENSMUGG00000013996
nannospalax_galili ENSNGAG00000000273
jaculus_jaculus ENSJJAG00000019798
pteropus_vampyrus ENSPVAG00000004732
myotis_lucifugus ENSMLUG00000001465
ursus_americanus ENSUAMG00000000127
ursus_maritimus ENSUMAG00000025239
ailuropoda_melanoleuca ENSAMEG00000010329
neovison_vison ENSNVIG00000016631
mustela_putorius_furo ENSMPUG00000011781
canis_lupus_dingo ENSCAFG00020023929
canis_lupus_familiaris ENSCAFG00000005480
vulpes_vulpes ENSVVUG00000006702
panthera_pardus ENSPPRG00000012331
panthera_tigris_altaica ENSPTIG00000002991
felis_catus ENSFCAG00000028274
equus_asinus_asinus ENSEASG00005013568
equus_caballus ENSECAG00000009335
capra_hircus ENSCHIG00000023370
ovis_aries ENSOARG00000002176
bos_taurus ENSBTAG00000012065
bos_mutus ENSBMUG00000024978
bison_bison_bison ENSBBBG00000017473
tursiops_truncatus ENSTTRG00000015485
vicugna_pacos ENSVPAG00000007609
erinaceus_europaeus ENSEEUG00000014896
sorex_araneus ENSSARG00000011160
sus_scrofa ENSSSCG00000026082
dasypus_novemcinctus ENSDNOG00000014307
choloepus_hoffmanni ENSCHOG00000009044
ornithorhynchus_anatinus ENSOANG00000030439
ornithorhynchus_anatinus ENSOANG00000028713
ornithorhynchus_anatinus ENSOANG00000014915
xenopus_tropicalis ENSXETG00000006458
latimeria_chalumnae ENSLACG00000002896
eptatretus_burgeri ENSEBUG00000005708
