gasterosteus_aculeatus ENSGACG00000010853
labrus_bergylta ENSLBEG00000004726
mola_mola ENSMMOG00000019960
takifugu_rubripes ENSTRUG00000009955
cynoglossus_semilaevis ENSCSEG00000013865
monopterus_albus ENSMALG00000015756
mastacembelus_armatus ENSMAMG00000004564
anabas_testudineus ENSATEG00000007327
seriola_dumerili ENSSDUG00000000534
seriola_lalandi_dorsalis ENSSLDG00000003523
scophthalmus_maximus ENSSMAG00000005701
maylandia_zebra ENSMZEG00005003959
pundamilia_nyererei ENSPNYG00000008106
haplochromis_burtoni ENSHBUG00000021611
astatotilapia_calliptera ENSACLG00000022542
neolamprologus_brichardi ENSNBRG00000014477
oreochromis_niloticus ENSONIG00000001921
amphilophus_citrinellus ENSACIG00000007802
amphiprion_ocellaris ENSAOCG00000009047
amphiprion_percula ENSAPEG00000002191
stegastes_partitus ENSSPAG00000011595
acanthochromis_polyacanthus ENSAPOG00000021490
xiphophorus_maculatus ENSXMAG00000018978
xiphophorus_couchianus ENSXCOG00000000431
gambusia_affinis ENSGAFG00000014434
poecilia_latipinna ENSPLAG00000012714
poecilia_formosa ENSPFOG00000008535
poecilia_mexicana ENSPMEG00000017391
poecilia_reticulata ENSPREG00000017924
cyprinodon_variegatus ENSCVAG00000022370
fundulus_heteroclitus ENSFHEG00000005136
kryptolebias_marmoratus ENSKMAG00000022222
oryzias_latipes_asm223467v1 ENSORLG00000017352
oryzias_latipes_asm223471v1 ENSORLG00020012900
oryzias_latipes_asm223469v1 ENSORLG00015009348
oryzias_melastigma ENSOMEG00000011282
tetraodon_nigroviridis ENSTNIG00000015500
hippocampus_comes ENSHCOG00000002910
periophthalmus_magnuspinnatus ENSPMGG00000006309
labrus_bergylta ENSLBEG00000004750
gadus_morhua ENSGMOG00000013748
esox_lucius ENSELUG00000008878
pygocentrus_nattereri ENSPNAG00000017233
astyanax_mexicanus ENSAMXG00000036464
ictalurus_punctatus ENSIPUG00000017177
danio_rerio ENSDARG00000039459
scleropages_formosus ENSSFOG00015017013
paramormyrops_kingsleyae ENSPKIG00000001244
lepisosteus_oculatus ENSLOCG00000009251
latimeria_chalumnae ENSLACG00000004842
eptatretus_burgeri ENSEBUG00000013132
crocodylus_porosus ENSCPRG00005007351
crocodylus_porosus ENSCPRG00005007308
crocodylus_porosus ENSCPRG00005007299
apteryx_haastii ENSAHAG00000009408
apteryx_owenii ENSAOWG00000015947
apteryx_rowi ENSARWG00000004296
dromaius_novaehollandiae ENSDNVG00000015627
nothoprocta_perdicaria ENSNPEG00000014690
calidris_pygmaea ENSCPGG00000013643
calidris_pugnax ENSCPUG00000017458
melopsittacus_undulatus ENSMUNG00000012976
lepidothrix_coronata ENSLCOG00000010223
manacus_vitellinus ENSMVIG00005010721
cyanistes_caeruleus ENSCCEG00000021275
junco_hyemalis ENSJHYG00000015109
parus_major ENSPMJG00000018689
ficedula_albicollis ENSFALG00000008082
lonchura_striata_domestica ENSLSDG00000011191
taeniopygia_guttata ENSTGUG00000017374
zonotrichia_albicollis ENSZALG00000009163
serinus_canaria ENSSCAG00000000456
anser_brachyrhynchus ENSABRG00000017169
anas_platyrhynchos_platyrhynchos ENSAPLG00000011109
gallus_gallus ENSGALG00000003933
coturnix_japonica ENSCJPG00005021374
meleagris_gallopavo ENSMGAG00000002888
numida_meleagris ENSNMEG00000016172
crocodylus_porosus ENSCPRG00005015012
chelonoidis_abingdonii ENSCABG00000010254
gopherus_agassizii ENSGAGG00000025200
chrysemys_picta_bellii ENSCPBG00000025772
pelodiscus_sinensis ENSPSIG00000010827
pogona_vitticeps ENSPVIG00000018724
anolis_carolinensis ENSACAG00000000955
notechis_scutatus ENSNSUG00000014251
salvator_merianae ENSSMRG00000011087
sphenodon_punctatus ENSSPUG00000017898
pan_paniscus ENSPPAG00000030296
pan_troglodytes ENSPTRG00000001739
homo_sapiens ENSG00000116260
gorilla_gorilla ENSGGOG00000009976
pongo_abelii ENSPPYG00000000452
nomascus_leucogenys ENSNLEG00000015908
cercocebus_atys ENSCATG00000014337
mandrillus_leucophaeus ENSMLEG00000010010
papio_anubis ENSPANG00000007125
theropithecus_gelada ENSTGEG00000026894
