manacus_vitellinus ENSMVIG00005014972
lepidothrix_coronata ENSLCOG00000012498
zonotrichia_albicollis ENSZALG00000001381
junco_hyemalis ENSJHYG00000015466
serinus_canaria ENSSCAG00000005527
taeniopygia_guttata ENSTGUG00000007888
taeniopygia_guttata ENSTGUG00000014994
lonchura_striata_domestica ENSLSDG00000012559
ficedula_albicollis ENSFALG00000008326
cyanistes_caeruleus ENSCCEG00000016022
parus_major ENSPMJG00000013423
calidris_pugnax ENSCPUG00000006057
calidris_pygmaea ENSCPGG00000001537
melopsittacus_undulatus ENSMUNG00000013158
anser_brachyrhynchus ENSABRG00000022285
anas_platyrhynchos_platyrhynchos ENSAPLG00000010334
meleagris_gallopavo ENSMGAG00000007058
coturnix_japonica ENSCJPG00005008518
gallus_gallus ENSGALG00000005778
numida_meleagris ENSNMEG00000021602
apteryx_haastii ENSAHAG00000013114
apteryx_owenii ENSAOWG00000014448
apteryx_rowi ENSARWG00000016574
dromaius_novaehollandiae ENSDNVG00000011071
nothoprocta_perdicaria ENSNPEG00000008423
crocodylus_porosus ENSCPRG00005010218
chelonoidis_abingdonii ENSCABG00000022256
gopherus_agassizii ENSGAGG00000020265
chrysemys_picta_bellii ENSCPBG00000027205
pelodiscus_sinensis ENSPSIG00000015752
sphenodon_punctatus ENSSPUG00000007436
notechis_scutatus ENSNSUG00000018642
pogona_vitticeps ENSPVIG00000017827
salvator_merianae ENSSMRG00000021032
xenopus_tropicalis ENSXETG00000021580
latimeria_chalumnae ENSLACG00000017550
amphiprion_ocellaris ENSAOCG00000008605
amphiprion_percula ENSAPEG00000022421
acanthochromis_polyacanthus ENSAPOG00000010481
stegastes_partitus ENSSPAG00000018746
astatotilapia_calliptera ENSACLG00000001363
maylandia_zebra ENSMZEG00005016592
haplochromis_burtoni ENSHBUG00000008353
pundamilia_nyererei ENSPNYG00000017331
neolamprologus_brichardi ENSNBRG00000005987
oreochromis_niloticus ENSONIG00000013569
amphilophus_citrinellus ENSACIG00000017753
fundulus_heteroclitus ENSFHEG00000012703
cyprinodon_variegatus ENSCVAG00000011323
xiphophorus_maculatus ENSXMAG00000007679
xiphophorus_couchianus ENSXCOG00000016998
gambusia_affinis ENSGAFG00000012354
poecilia_formosa ENSPFOG00000022864
poecilia_latipinna ENSPLAG00000003689
poecilia_mexicana ENSPMEG00000018667
poecilia_reticulata ENSPREG00000000771
kryptolebias_marmoratus ENSKMAG00000014945
oryzias_latipes_asm223469v1 ENSORLG00015001935
oryzias_latipes_asm223467v1 ENSORLG00000008054
oryzias_latipes_asm223471v1 ENSORLG00020013275
oryzias_melastigma ENSOMEG00000003186
gambusia_affinis ENSGAFG00000012348
xiphophorus_maculatus ENSXMAG00000007668
poecilia_latipinna ENSPLAG00000003664
poecilia_mexicana ENSPMEG00000018599
poecilia_formosa ENSPFOG00000015196
poecilia_reticulata ENSPREG00000000883
cyprinodon_variegatus ENSCVAG00000011298
fundulus_heteroclitus ENSFHEG00000000280
kryptolebias_marmoratus ENSKMAG00000014912
oryzias_latipes_asm223467v1 ENSORLG00000008060
oryzias_latipes_asm223467v1 ENSORLG00000023927
oryzias_latipes_asm223469v1 ENSORLG00015001791
oryzias_latipes_asm223471v1 ENSORLG00020012999
oryzias_latipes_asm223471v1 ENSORLG00020013216
oryzias_melastigma ENSOMEG00000003219
mastacembelus_armatus ENSMAMG00000014478
monopterus_albus ENSMALG00000012734
anabas_testudineus ENSATEG00000007107
scophthalmus_maximus ENSSMAG00000011862
cynoglossus_semilaevis ENSCSEG00000017470
seriola_lalandi_dorsalis ENSSLDG00000025402
seriola_lalandi_dorsalis ENSSLDG00000008301
seriola_dumerili ENSSDUG00000013513
periophthalmus_magnuspinnatus ENSPMGG00000019077
tetraodon_nigroviridis ENSTNIG00000015902
takifugu_rubripes ENSTRUG00000023513
mola_mola ENSMMOG00000017836
gasterosteus_aculeatus ENSGACG00000009410
labrus_bergylta ENSLBEG00000012798
hippocampus_comes ENSHCOG00000016487
gadus_morhua ENSGMOG00000013103
esox_lucius ENSELUG00000003390
pygocentrus_nattereri ENSPNAG00000002753
pygocentrus_nattereri ENSPNAG00000002775
astyanax_mexicanus ENSAMXG00000003776
ictalurus_punctatus ENSIPUG00000015644
danio_rerio ENSDARG00000063288
scleropages_formosus ENSSFOG00015017888
paramormyrops_kingsleyae ENSPKIG00000012240
lepisosteus_oculatus ENSLOCG00000003814
takifugu_rubripes ENSTRUG00000003263
anolis_carolinensis ENSACAG00000023670
petromyzon_marinus ENSPMAG00000000133
