scophthalmus_maximus ENSSMAG00000010337
mastacembelus_armatus ENSMAMG00000019664
cynoglossus_semilaevis ENSCSEG00000008554
mola_mola ENSMMOG00000012644
takifugu_rubripes ENSTRUG00000014315
labrus_bergylta ENSLBEG00000027607
gasterosteus_aculeatus ENSGACG00000009155
anabas_testudineus ENSATEG00000023524
monopterus_albus ENSMALG00000002872
amphiprion_ocellaris ENSAOCG00000007018
amphiprion_percula ENSAPEG00000001861
acanthochromis_polyacanthus ENSAPOG00000018341
stegastes_partitus ENSSPAG00000001263
pundamilia_nyererei ENSPNYG00000002726
maylandia_zebra ENSMZEG00005026834
astatotilapia_calliptera ENSACLG00000013150
neolamprologus_brichardi ENSNBRG00000019418
oreochromis_niloticus ENSONIG00000020367
amphilophus_citrinellus ENSACIG00000003372
poecilia_latipinna ENSPLAG00000002633
poecilia_formosa ENSPFOG00000010950
poecilia_mexicana ENSPMEG00000023281
poecilia_reticulata ENSPREG00000019618
xiphophorus_maculatus ENSXMAG00000026106
gambusia_affinis ENSGAFG00000020515
fundulus_heteroclitus ENSFHEG00000004286
cyprinodon_variegatus ENSCVAG00000023283
kryptolebias_marmoratus ENSKMAG00000009906
oryzias_latipes_asm223467v1 ENSORLG00000027055
oryzias_latipes_asm223471v1 ENSORLG00020009625
oryzias_latipes_asm223469v1 ENSORLG00015005028
oryzias_melastigma ENSOMEG00000002915
seriola_lalandi_dorsalis ENSSLDG00000016959
seriola_dumerili ENSSDUG00000022187
hippocampus_comes ENSHCOG00000013772
periophthalmus_magnuspinnatus ENSPMGG00000010211
gadus_morhua ENSGMOG00000009074
esox_lucius ENSELUG00000011047
pygocentrus_nattereri ENSPNAG00000012806
astyanax_mexicanus ENSAMXG00000035276
ictalurus_punctatus ENSIPUG00000000391
danio_rerio ENSDARG00000110269
scleropages_formosus ENSSFOG00015005582
paramormyrops_kingsleyae ENSPKIG00000004016
lepisosteus_oculatus ENSLOCG00000009955
notamacropus_eugenii ENSMEUG00000014563
phascolarctos_cinereus ENSPCIG00000028211
monodelphis_domestica ENSMODG00000024746
propithecus_coquereli ENSPCOG00000015894
microcebus_murinus ENSMICG00000042056
prolemur_simus ENSPSMG00000017548
carlito_syrichta ENSTSYG00000009170
pan_paniscus ENSPPAG00000032192
pan_troglodytes ENSPTRG00000015866
gorilla_gorilla ENSGGOG00000013003
homo_sapiens ENSG00000132406
pongo_abelii ENSPPYG00000014602
nomascus_leucogenys ENSNLEG00000035157
rhinopithecus_bieti ENSRBIG00000028884
rhinopithecus_roxellana ENSRROG00000036911
piliocolobus_tephrosceles ENSPTEG00000038369
colobus_angolensis_palliatus ENSCANG00000028589
macaca_nemestrina ENSMNEG00000038217
macaca_mulatta ENSMMUG00000023242
macaca_fascicularis ENSMFAG00000043258
mandrillus_leucophaeus ENSMLEG00000043233
theropithecus_gelada ENSTGEG00000025951
papio_anubis ENSPANG00000019220
cercocebus_atys ENSCATG00000040757
chlorocebus_sabaeus ENSCSAG00000016276
saimiri_boliviensis_boliviensis ENSSBOG00000000856
callithrix_jacchus ENSCJAG00000000112
cebus_capucinus_imitator ENSCCAG00000025079
aotus_nancymaae ENSANAG00000028842
otolemur_garnettii ENSOGAG00000000984
oryctolagus_cuniculus ENSOCUG00000026431
tupaia_belangeri ENSTBEG00000012621
prolemur_simus ENSPSMG00000023986
cavia_porcellus ENSCPOG00000003922
cavia_aperea ENSCAPG00000014665
chinchilla_lanigera ENSCLAG00000008867
octodon_degus ENSODEG00000008766
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015168
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014536
fukomys_damarensis ENSFDAG00000014381
urocitellus_parryii ENSUPAG00010016576
ictidomys_tridecemlineatus ENSSTOG00000000546
spermophilus_dauricus ENSSDAG00000016775
marmota_marmota_marmota ENSMMMG00000015670
castor_canadensis ENSCCNG00000023529
dipodomys_ordii ENSDORG00000030091
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067365
mus_spicilegus ENSMSIG00000025692
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028175
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027178
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016962
rattus_norvegicus ENSRNOG00000005346
meriones_unguiculatus ENSMUGG00000016693
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013920
cricetulus_griseus_crigri_1.0 ENSCGRG00000017032
cricetulus_griseus_crigri-picr ENSCGRG00015023552
mesocricetus_auratus ENSMAUG00000017030
mesocricetus_auratus ENSMAUG00000014456
microtus_ochrogaster ENSMOCG00000009182
peromyscus_maniculatus_bairdii ENSPEMG00000010738
nannospalax_galili ENSNGAG00000018255
jaculus_jaculus ENSJJAG00000014554
bos_taurus ENSBTAG00000003652
bos_mutus ENSBMUG00000002705
bison_bison_bison ENSBBBG00000018119
capra_hircus ENSCHIG00000011114
ovis_aries ENSOARG00000007747
sus_scrofa ENSSSCG00000034122
tursiops_truncatus ENSTTRG00000007467
erinaceus_europaeus ENSEEUG00000013070
sorex_araneus ENSSARG00000007668
ursus_americanus ENSUAMG00000012687
ursus_maritimus ENSUMAG00000000346
ailuropoda_melanoleuca ENSAMEG00000013656
mustela_putorius_furo ENSMPUG00000007977
neovison_vison ENSNVIG00000007875
canis_lupus_dingo ENSCAFG00020010942
canis_lupus_familiaris ENSCAFG00000015668
vulpes_vulpes ENSVVUG00000014987
panthera_tigris_altaica ENSPTIG00000020626
felis_catus ENSFCAG00000015507
panthera_pardus ENSPPRG00000010372
equus_caballus ENSECAG00000012014
equus_asinus_asinus ENSEASG00005005312
myotis_lucifugus ENSMLUG00000009891
myotis_lucifugus ENSMLUG00000012706
pteropus_vampyrus ENSPVAG00000014740
choloepus_hoffmanni ENSCHOG00000004471
dasypus_novemcinctus ENSDNOG00000034696
loxodonta_africana ENSLAFG00000016577
procavia_capensis ENSPCAG00000003332
ornithorhynchus_anatinus ENSOANG00000010532
calidris_pygmaea ENSCPGG00000010414
calidris_pugnax ENSCPUG00000002981
melopsittacus_undulatus ENSMUNG00000016136
anas_platyrhynchos_platyrhynchos ENSAPLG00000023798
anser_brachyrhynchus ENSABRG00000001436
meleagris_gallopavo ENSMGAG00000012702
coturnix_japonica ENSCJPG00005018521
gallus_gallus ENSGALG00000014992
numida_meleagris ENSNMEG00000019244
zonotrichia_albicollis ENSZALG00000007599
junco_hyemalis ENSJHYG00000017631
cyanistes_caeruleus ENSCCEG00000022911
parus_major ENSPMJG00000016399
taeniopygia_guttata ENSTGUG00000009913
lonchura_striata_domestica ENSLSDG00000007001
ficedula_albicollis ENSFALG00000009406
serinus_canaria ENSSCAG00000000452
manacus_vitellinus ENSMVIG00005004128
lepidothrix_coronata ENSLCOG00000015588
apteryx_owenii ENSAOWG00000006409
dromaius_novaehollandiae ENSDNVG00000003533
apteryx_rowi ENSARWG00000014297
nothoprocta_perdicaria ENSNPEG00000002642
crocodylus_porosus ENSCPRG00005003909
gopherus_agassizii ENSGAGG00000013935
chelonoidis_abingdonii ENSCABG00000020486
chrysemys_picta_bellii ENSCPBG00000005684
pelodiscus_sinensis ENSPSIG00000015156
pogona_vitticeps ENSPVIG00000012111
pogona_vitticeps ENSPVIG00000003684
anolis_carolinensis ENSACAG00000010933
notechis_scutatus ENSNSUG00000010230
salvator_merianae ENSSMRG00000023433
sphenodon_punctatus ENSSPUG00000007584
xenopus_tropicalis ENSXETG00000016036
xenopus_tropicalis ENSXETG00000027646
latimeria_chalumnae ENSLACG00000004790
petromyzon_marinus ENSPMAG00000001158
eptatretus_burgeri ENSEBUG00000003643
ciona_savignyi ENSCSAVG00000001952
