sus_scrofa ENSSSCG00000020701
tursiops_truncatus ENSTTRG00000008585
capra_hircus ENSCHIG00000023182
ovis_aries ENSOARG00000021196
bos_taurus ENSBTAG00000045604
bos_mutus ENSBMUG00000000926
bison_bison_bison ENSBBBG00000024964
pteropus_vampyrus ENSPVAG00000015025
equus_caballus ENSECAG00000030290
ochotona_princeps ENSOPRG00000006872
castor_canadensis ENSCCNG00000007514
dipodomys_ordii ENSDORG00000027151
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018757
mus_spicilegus ENSMSIG00000026125
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042734
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017912
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029669
rattus_norvegicus ENSRNOG00000007254
meriones_unguiculatus ENSMUGG00000022225
cricetulus_griseus_crigri-picr ENSCGRG00015028174
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023468
mesocricetus_auratus ENSMAUG00000012771
peromyscus_maniculatus_bairdii ENSPEMG00000028070
microtus_ochrogaster ENSMOCG00000018568
nannospalax_galili ENSNGAG00000000180
jaculus_jaculus ENSJJAG00000021327
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009726
fukomys_damarensis ENSFDAG00000006561
cavia_porcellus ENSCPOG00000001801
octodon_degus ENSODEG00000015092
urocitellus_parryii ENSUPAG00010016377
oryctolagus_cuniculus ENSOCUG00000005614
prolemur_simus ENSPSMG00000014370
propithecus_coquereli ENSPCOG00000023858
microcebus_murinus ENSMICG00000030903
otolemur_garnettii ENSOGAG00000031297
rhinopithecus_roxellana ENSRROG00000001139
rhinopithecus_bieti ENSRBIG00000041695
colobus_angolensis_palliatus ENSCANG00000043784
piliocolobus_tephrosceles ENSPTEG00000032833
macaca_fascicularis ENSMFAG00000034661
macaca_nemestrina ENSMNEG00000031012
papio_anubis ENSPANG00000017558
theropithecus_gelada ENSTGEG00000020500
cercocebus_atys ENSCATG00000038839
chlorocebus_sabaeus ENSCSAG00000012967
pan_troglodytes ENSPTRG00000039204
pan_paniscus ENSPPAG00000035446
homo_sapiens ENSG00000133985
gorilla_gorilla ENSGGOG00000003504
pongo_abelii ENSPPYG00000005955
nomascus_leucogenys ENSNLEG00000001880
callithrix_jacchus ENSCJAG00000014786
cebus_capucinus_imitator ENSCCAG00000025011
saimiri_boliviensis_boliviensis ENSSBOG00000035147
aotus_nancymaae ENSANAG00000022265
sorex_araneus ENSSARG00000011214
dasypus_novemcinctus ENSDNOG00000048614
loxodonta_africana ENSLAFG00000025909
canis_lupus_familiaris ENSCAFG00000025153
vulpes_vulpes ENSVVUG00000003929
ursus_americanus ENSUAMG00000000186
ailuropoda_melanoleuca ENSAMEG00000007998
neovison_vison ENSNVIG00000006834
panthera_pardus ENSPPRG00000003256
felis_catus ENSFCAG00000042378
canis_lupus_dingo ENSCAFG00020005523
equus_asinus_asinus ENSEASG00005004070
procavia_capensis ENSPCAG00000012130
carlito_syrichta ENSTSYG00000033291
erinaceus_europaeus ENSEEUG00000004711
phascolarctos_cinereus ENSPCIG00000012571
sarcophilus_harrisii ENSSHAG00000018652
monodelphis_domestica ENSMODG00000007159
meleagris_gallopavo ENSMGAG00000011776
gallus_gallus ENSGALG00000017652
coturnix_japonica ENSCJPG00005014976
numida_meleagris ENSNMEG00000020100
anser_brachyrhynchus ENSABRG00000015321
calidris_pygmaea ENSCPGG00000006574
calidris_pugnax ENSCPUG00000007681
melopsittacus_undulatus ENSMUNG00000004100
junco_hyemalis ENSJHYG00000002815
zonotrichia_albicollis ENSZALG00000006822
lonchura_striata_domestica ENSLSDG00000010920
ficedula_albicollis ENSFALG00000004917
parus_major ENSPMJG00000015032
lepidothrix_coronata ENSLCOG00000008740
apteryx_owenii ENSAOWG00000003732
apteryx_haastii ENSAHAG00000007276
apteryx_rowi ENSARWG00000001338
dromaius_novaehollandiae ENSDNVG00000000999
nothoprocta_perdicaria ENSNPEG00000014427
notechis_scutatus ENSNSUG00000017531
taeniopygia_guttata ENSTGUG00000011366
serinus_canaria ENSSCAG00000013403
cyanistes_caeruleus ENSCCEG00000009502
manacus_vitellinus ENSMVIG00005010764
crocodylus_porosus ENSCPRG00005018227
anas_platyrhynchos_platyrhynchos ENSAPLG00000016145
notechis_scutatus ENSNSUG00000017529
gopherus_agassizii ENSGAGG00000016830
chelonoidis_abingdonii ENSCABG00000015991
chrysemys_picta_bellii ENSCPBG00000022019
pelodiscus_sinensis ENSPSIG00000015468
sphenodon_punctatus ENSSPUG00000002588
salvator_merianae ENSSMRG00000009810
xenopus_tropicalis ENSXETG00000032690
latimeria_chalumnae ENSLACG00000009864
poecilia_latipinna ENSPLAG00000008101
poecilia_latipinna ENSPLAG00000008069
poecilia_mexicana ENSPMEG00000014008
poecilia_mexicana ENSPMEG00000021513
poecilia_formosa ENSPFOG00000017469
poecilia_reticulata ENSPREG00000018540
xiphophorus_couchianus ENSXCOG00000013743
xiphophorus_maculatus ENSXMAG00000010951
gambusia_affinis ENSGAFG00000018180
fundulus_heteroclitus ENSFHEG00000004593
cyprinodon_variegatus ENSCVAG00000022496
maylandia_zebra ENSMZEG00005010777
haplochromis_burtoni ENSHBUG00000013787
astatotilapia_calliptera ENSACLG00000027302
pundamilia_nyererei ENSPNYG00000022012
neolamprologus_brichardi ENSNBRG00000002140
oreochromis_niloticus ENSONIG00000019593
amphilophus_citrinellus ENSACIG00000012166
scophthalmus_maximus ENSSMAG00000010252
cynoglossus_semilaevis ENSCSEG00000008538
amphiprion_ocellaris ENSAOCG00000014653
amphiprion_percula ENSAPEG00000008895
acanthochromis_polyacanthus ENSAPOG00000017803
stegastes_partitus ENSSPAG00000016640
kryptolebias_marmoratus ENSKMAG00000015511
mastacembelus_armatus ENSMAMG00000000185
monopterus_albus ENSMALG00000020994
anabas_testudineus ENSATEG00000021405
seriola_lalandi_dorsalis ENSSLDG00000004316
seriola_dumerili ENSSDUG00000005762
takifugu_rubripes ENSTRUG00000025582
tetraodon_nigroviridis ENSTNIG00000019349
mola_mola ENSMMOG00000009688
labrus_bergylta ENSLBEG00000019806
gasterosteus_aculeatus ENSGACG00000012130
oryzias_latipes_asm223471v1 ENSORLG00020002860
oryzias_latipes_asm223467v1 ENSORLG00000029000
oryzias_latipes_asm223469v1 ENSORLG00015023141
oryzias_melastigma ENSOMEG00000022674
periophthalmus_magnuspinnatus ENSPMGG00000020105
hippocampus_comes ENSHCOG00000017901
gadus_morhua ENSGMOG00000014032
pygocentrus_nattereri ENSPNAG00000010074
astyanax_mexicanus ENSAMXG00000040789
ictalurus_punctatus ENSIPUG00000003471
danio_rerio ENSDARG00000074363
scleropages_formosus ENSSFOG00015007971
paramormyrops_kingsleyae ENSPKIG00000002393
esox_lucius ENSELUG00000020817
lepisosteus_oculatus ENSLOCG00000014042
notechis_scutatus ENSNSUG00000013867
eptatretus_burgeri ENSEBUG00000013649
