calidris_pugnax ENSCPUG00000013498
calidris_pygmaea ENSCPGG00000016791
melopsittacus_undulatus ENSMUNG00000015029
junco_hyemalis ENSJHYG00000010346
zonotrichia_albicollis ENSZALG00000008373
serinus_canaria ENSSCAG00000003129
taeniopygia_guttata ENSTGUG00000010533
lonchura_striata_domestica ENSLSDG00000016550
ficedula_albicollis ENSFALG00000006286
cyanistes_caeruleus ENSCCEG00000002643
parus_major ENSPMJG00000012302
lepidothrix_coronata ENSLCOG00000012875
manacus_vitellinus ENSMVIG00005009019
anser_brachyrhynchus ENSABRG00000011397
anas_platyrhynchos_platyrhynchos ENSAPLG00000009787
gallus_gallus ENSGALG00000032181
meleagris_gallopavo ENSMGAG00000010850
coturnix_japonica ENSCJPG00005012083
numida_meleagris ENSNMEG00000016990
apteryx_owenii ENSAOWG00000017262
apteryx_rowi ENSARWG00000013254
apteryx_haastii ENSAHAG00000018078
dromaius_novaehollandiae ENSDNVG00000003544
nothoprocta_perdicaria ENSNPEG00000009332
crocodylus_porosus ENSCPRG00005014807
gopherus_agassizii ENSGAGG00000010903
chelonoidis_abingdonii ENSCABG00000013040
chrysemys_picta_bellii ENSCPBG00000015397
pelodiscus_sinensis ENSPSIG00000017168
pogona_vitticeps ENSPVIG00000014325
anolis_carolinensis ENSACAG00000003321
notechis_scutatus ENSNSUG00000017814
salvator_merianae ENSSMRG00000005929
sphenodon_punctatus ENSSPUG00000003709
phascolarctos_cinereus ENSPCIG00000007330
notamacropus_eugenii ENSMEUG00000004865
sarcophilus_harrisii ENSSHAG00000016580
monodelphis_domestica ENSMODG00000019898
pan_paniscus ENSPPAG00000043379
pan_troglodytes ENSPTRG00000003554
homo_sapiens ENSG00000134569
gorilla_gorilla ENSGGOG00000001024
pongo_abelii ENSPPYG00000003315
nomascus_leucogenys ENSNLEG00000014206
rhinopithecus_roxellana ENSRROG00000039736
rhinopithecus_bieti ENSRBIG00000024580
colobus_angolensis_palliatus ENSCANG00000039896
piliocolobus_tephrosceles ENSPTEG00000032706
papio_anubis ENSPANG00000023598
theropithecus_gelada ENSTGEG00000026556
mandrillus_leucophaeus ENSMLEG00000043395
cercocebus_atys ENSCATG00000034844
macaca_mulatta ENSMMUG00000013100
macaca_nemestrina ENSMNEG00000039196
macaca_fascicularis ENSMFAG00000003482
chlorocebus_sabaeus ENSCSAG00000005688
cebus_capucinus_imitator ENSCCAG00000034888
