ictalurus_punctatus ENSIPUG00000011560
danio_rerio ENSDARG00000109502
seriola_lalandi_dorsalis ENSSLDG00000012150
labrus_bergylta ENSLBEG00000015612
maylandia_zebra ENSMZEG00005018911
astatotilapia_calliptera ENSACLG00000008319
haplochromis_burtoni ENSHBUG00000020490
pundamilia_nyererei ENSPNYG00000022819
neolamprologus_brichardi ENSNBRG00000017322
oreochromis_niloticus ENSONIG00000007493
amphilophus_citrinellus ENSACIG00000009285
amphiprion_percula ENSAPEG00000024636
amphiprion_ocellaris ENSAOCG00000005963
acanthochromis_polyacanthus ENSAPOG00000006264
stegastes_partitus ENSSPAG00000019559
monopterus_albus ENSMALG00000007821
mastacembelus_armatus ENSMAMG00000020647
anabas_testudineus ENSATEG00000000535
mola_mola ENSMMOG00000006003
gasterosteus_aculeatus ENSGACG00000000567
cynoglossus_semilaevis ENSCSEG00000004019
hippocampus_comes ENSHCOG00000006677
takifugu_rubripes ENSTRUG00000021771
scophthalmus_maximus ENSSMAG00000004921
fundulus_heteroclitus ENSFHEG00000023243
cyprinodon_variegatus ENSCVAG00000000241
poecilia_reticulata ENSPREG00000006644
poecilia_latipinna ENSPLAG00000006920
poecilia_mexicana ENSPMEG00000005265
xiphophorus_maculatus ENSXMAG00000022625
xiphophorus_couchianus ENSXCOG00000013363
gambusia_affinis ENSGAFG00000018783
kryptolebias_marmoratus ENSKMAG00000013288
oryzias_latipes_asm223469v1 ENSORLG00015002749
oryzias_latipes_asm223467v1 ENSORLG00000023030
oryzias_latipes_asm223471v1 ENSORLG00020003585
oryzias_melastigma ENSOMEG00000021122
periophthalmus_magnuspinnatus ENSPMGG00000016651
tetraodon_nigroviridis ENSTNIG00000003895
gadus_morhua ENSGMOG00000013973
esox_lucius ENSELUG00000005006
manacus_vitellinus ENSMVIG00005019847
lepidothrix_coronata ENSLCOG00000010444
zonotrichia_albicollis ENSZALG00000014881
junco_hyemalis ENSJHYG00000009047
serinus_canaria ENSSCAG00000003140
taeniopygia_guttata ENSTGUG00000011870
lonchura_striata_domestica ENSLSDG00000005960
parus_major ENSPMJG00000010086
cyanistes_caeruleus ENSCCEG00000004925
ficedula_albicollis ENSFALG00000002785
nothoprocta_perdicaria ENSNPEG00000005630
gallus_gallus ENSGALG00000014218
meleagris_gallopavo ENSMGAG00000013808
coturnix_japonica ENSCJPG00005016160
numida_meleagris ENSNMEG00000015488
anser_brachyrhynchus ENSABRG00000006060
anas_platyrhynchos_platyrhynchos ENSAPLG00000007786
apteryx_rowi ENSARWG00000012503
apteryx_haastii ENSAHAG00000001707
apteryx_owenii ENSAOWG00000009506
dromaius_novaehollandiae ENSDNVG00000001353
melopsittacus_undulatus ENSMUNG00000015584
calidris_pugnax ENSCPUG00000007348
calidris_pygmaea ENSCPGG00000004604
gopherus_agassizii ENSGAGG00000016874
chelonoidis_abingdonii ENSCABG00000005935
chrysemys_picta_bellii ENSCPBG00000024336
pelodiscus_sinensis ENSPSIG00000016724
sphenodon_punctatus ENSSPUG00000018000
crocodylus_porosus ENSCPRG00005002783
pogona_vitticeps ENSPVIG00000010364
anolis_carolinensis ENSACAG00000015718
notechis_scutatus ENSNSUG00000007480
salvator_merianae ENSSMRG00000009241
phascolarctos_cinereus ENSPCIG00000012452
notamacropus_eugenii ENSMEUG00000011369
sarcophilus_harrisii ENSSHAG00000002141
monodelphis_domestica ENSMODG00000010766
capra_hircus ENSCHIG00000021592
ovis_aries ENSOARG00000019312
bos_taurus ENSBTAG00000006973
bison_bison_bison ENSBBBG00000013069
tursiops_truncatus ENSTTRG00000002926
sus_scrofa ENSSSCG00000000020
equus_caballus ENSECAG00000015252
equus_asinus_asinus ENSEASG00005021785
ailuropoda_melanoleuca ENSAMEG00000009082
ursus_americanus ENSUAMG00000021615
mustela_putorius_furo ENSMPUG00000016262
