tursiops_truncatus ENSTTRG00000011663
sus_scrofa ENSSSCG00000036106
capra_hircus ENSCHIG00000017871
ovis_aries ENSOARG00000002762
bos_taurus ENSBTAG00000030347
bos_mutus ENSBMUG00000015667
bison_bison_bison ENSBBBG00000011183
myotis_lucifugus ENSMLUG00000007817
pteropus_vampyrus ENSPVAG00000016560
sorex_araneus ENSSARG00000000031
ursus_maritimus ENSUMAG00000025050
ursus_americanus ENSUAMG00000007351
ailuropoda_melanoleuca ENSAMEG00000006642
neovison_vison ENSNVIG00000013103
mustela_putorius_furo ENSMPUG00000010190
vulpes_vulpes ENSVVUG00000023803
panthera_tigris_altaica ENSPTIG00000010772
panthera_pardus ENSPPRG00000000291
felis_catus ENSFCAG00000031036
equus_asinus_asinus ENSEASG00005010014
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045007
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018043
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017200
mus_spicilegus ENSMSIG00000006006
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018330
rattus_norvegicus ENSRNOG00000006494
meriones_unguiculatus ENSMUGG00000023265
peromyscus_maniculatus_bairdii ENSPEMG00000026832
microtus_ochrogaster ENSMOCG00000002587
cricetulus_griseus_crigri-picr ENSCGRG00015000893
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018359
mesocricetus_auratus ENSMAUG00000007524
nannospalax_galili ENSNGAG00000004427
jaculus_jaculus ENSJJAG00000022182
marmota_marmota_marmota ENSMMMG00000005392
spermophilus_dauricus ENSSDAG00000009943
ictidomys_tridecemlineatus ENSSTOG00000003716
castor_canadensis ENSCCNG00000026972
oryctolagus_cuniculus ENSOCUG00000015260
ochotona_princeps ENSOPRG00000012479
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011925
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000463
fukomys_damarensis ENSFDAG00000006578
octodon_degus ENSODEG00000018001
cavia_porcellus ENSCPOG00000008842
cavia_aperea ENSCAPG00000008807
pan_troglodytes ENSPTRG00000009213
pan_paniscus ENSPPAG00000038192
homo_sapiens ENSG00000037042
gorilla_gorilla ENSGGOG00000010899
pongo_abelii ENSPPYG00000008384
nomascus_leucogenys ENSNLEG00000032269
rhinopithecus_bieti ENSRBIG00000038504
rhinopithecus_roxellana ENSRROG00000031570
colobus_angolensis_palliatus ENSCANG00000031940
piliocolobus_tephrosceles ENSPTEG00000017768
papio_anubis ENSPANG00000021422
theropithecus_gelada ENSTGEG00000010554
cercocebus_atys ENSCATG00000044381
macaca_nemestrina ENSMNEG00000040353
macaca_fascicularis ENSMFAG00000001256
mandrillus_leucophaeus ENSMLEG00000036092
chlorocebus_sabaeus ENSCSAG00000003304
cebus_capucinus_imitator ENSCCAG00000035060
saimiri_boliviensis_boliviensis ENSSBOG00000031124
callithrix_jacchus ENSCJAG00000013518
carlito_syrichta ENSTSYG00000033006
microcebus_murinus ENSMICG00000044881
prolemur_simus ENSPSMG00000003237
propithecus_coquereli ENSPCOG00000026674
otolemur_garnettii ENSOGAG00000009878
tupaia_belangeri ENSTBEG00000015001
loxodonta_africana ENSLAFG00000000335
echinops_telfairi ENSETEG00000008542
procavia_capensis ENSPCAG00000016610
dasypus_novemcinctus ENSDNOG00000031693
choloepus_hoffmanni ENSCHOG00000009669
