bos_taurus ENSBTAG00000050726
bos_mutus ENSBMUG00000008000
capra_hircus ENSCHIG00000018078
ovis_aries ENSOARG00000012512
sus_scrofa ENSSSCG00000020967
equus_asinus_asinus ENSEASG00005019022
equus_caballus ENSECAG00000040004
mustela_putorius_furo ENSMPUG00000014197
neovison_vison ENSNVIG00000009820
mustela_putorius_furo ENSMPUG00000014201
neovison_vison ENSNVIG00000009741
neovison_vison ENSNVIG00000009809
ursus_maritimus ENSUMAG00000008109
ursus_americanus ENSUAMG00000013597
ailuropoda_melanoleuca ENSAMEG00000011400
canis_lupus_familiaris ENSCAFG00000028912
canis_lupus_dingo ENSCAFG00020021831
vulpes_vulpes ENSVVUG00000010022
panthera_pardus ENSPPRG00000009784
panthera_tigris_altaica ENSPTIG00000012617
felis_catus ENSFCAG00000034499
piliocolobus_tephrosceles ENSPTEG00000000761
colobus_angolensis_palliatus ENSCANG00000036000
rhinopithecus_roxellana ENSRROG00000038499
macaca_mulatta ENSMMUG00000045411
macaca_fascicularis ENSMFAG00000004042
macaca_nemestrina ENSMNEG00000031056
mandrillus_leucophaeus ENSMLEG00000030567
cercocebus_atys ENSCATG00000042035
papio_anubis ENSPANG00000035828
theropithecus_gelada ENSTGEG00000027119
pan_paniscus ENSPPAG00000033709
pan_troglodytes ENSPTRG00000050623
homo_sapiens ENSG00000284690
gorilla_gorilla ENSGGOG00000037028
pongo_abelii ENSPPYG00000029659
nomascus_leucogenys ENSNLEG00000034185
saimiri_boliviensis_boliviensis ENSSBOG00000014815
cebus_capucinus_imitator ENSCCAG00000035813
callithrix_jacchus ENSCJAG00000040090
otolemur_garnettii ENSOGAG00000029162
