monodelphis_domestica ENSMODG00000004769
sarcophilus_harrisii ENSSHAG00000012532
mus_spicilegus ENSMSIG00000008995
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021356
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000065979
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020461
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016168
rattus_norvegicus ENSRNOG00000015118
meriones_unguiculatus ENSMUGG00000015089
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012402
cricetulus_griseus_crigri_1.0 ENSCGRG00000002812
mesocricetus_auratus ENSMAUG00000000127
microtus_ochrogaster ENSMOCG00000002062
peromyscus_maniculatus_bairdii ENSPEMG00000009835
nannospalax_galili ENSNGAG00000008041
jaculus_jaculus ENSJJAG00000020859
castor_canadensis ENSCCNG00000027127
dipodomys_ordii ENSDORG00000005028
oryctolagus_cuniculus ENSOCUG00000003688
ochotona_princeps ENSOPRG00000010267
echinops_telfairi ENSETEG00000002961
pan_troglodytes ENSPTRG00000007787
pan_paniscus ENSPPAG00000035680
homo_sapiens ENSG00000103381
gorilla_gorilla ENSGGOG00000009477
pongo_abelii ENSPPYG00000007119
nomascus_leucogenys ENSNLEG00000034523
rhinopithecus_bieti ENSRBIG00000041375
rhinopithecus_roxellana ENSRROG00000036520
piliocolobus_tephrosceles ENSPTEG00000022288
colobus_angolensis_palliatus ENSCANG00000033016
macaca_nemestrina ENSMNEG00000036188
macaca_fascicularis ENSMFAG00000037094
macaca_mulatta ENSMMUG00000037564
mandrillus_leucophaeus ENSMLEG00000027995
cercocebus_atys ENSCATG00000041340
papio_anubis ENSPANG00000001216
theropithecus_gelada ENSTGEG00000025384
chlorocebus_sabaeus ENSCSAG00000008177
saimiri_boliviensis_boliviensis ENSSBOG00000001086
cebus_capucinus_imitator ENSCCAG00000027496
callithrix_jacchus ENSCJAG00000016005
callithrix_jacchus ENSCJAG00000047057
aotus_nancymaae ENSANAG00000030451
carlito_syrichta ENSTSYG00000001268
propithecus_coquereli ENSPCOG00000013004
microcebus_murinus ENSMICG00000047856
prolemur_simus ENSPSMG00000004933
otolemur_garnettii ENSOGAG00000012397
spermophilus_dauricus ENSSDAG00000019722
marmota_marmota_marmota ENSMMMG00000018858
urocitellus_parryii ENSUPAG00010012640
ictidomys_tridecemlineatus ENSSTOG00000021213
cricetulus_griseus_crigri-picr ENSCGRG00015008117
cavia_aperea ENSCAPG00000013813
cavia_porcellus ENSCPOG00000010640
chinchilla_lanigera ENSCLAG00000013210
octodon_degus ENSODEG00000003200
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013497
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011022
fukomys_damarensis ENSFDAG00000011127
vicugna_pacos ENSVPAG00000007478
tursiops_truncatus ENSTTRG00000004594
bos_mutus ENSBMUG00000019512
bos_taurus ENSBTAG00000007142
bison_bison_bison ENSBBBG00000021587
capra_hircus ENSCHIG00000019325
ovis_aries ENSOARG00000007215
sus_scrofa ENSSSCG00000024206
ursus_americanus ENSUAMG00000006902
ursus_maritimus ENSUMAG00000004383
ailuropoda_melanoleuca ENSAMEG00000011352
neovison_vison ENSNVIG00000021505
mustela_putorius_furo ENSMPUG00000014495
canis_lupus_familiaris ENSCAFG00000030194
canis_lupus_dingo ENSCAFG00020024167
vulpes_vulpes ENSVVUG00000019438
panthera_pardus ENSPPRG00000023153
panthera_tigris_altaica ENSPTIG00000018355
felis_catus ENSFCAG00000025145
pteropus_vampyrus ENSPVAG00000006833
equus_caballus ENSECAG00000031202
equus_caballus ENSECAG00000033523
equus_caballus ENSECAG00000018687
equus_asinus_asinus ENSEASG00005011424
loxodonta_africana ENSLAFG00000002688
procavia_capensis ENSPCAG00000004385
dasypus_novemcinctus ENSDNOG00000045481
choloepus_hoffmanni ENSCHOG00000005118
tupaia_belangeri ENSTBEG00000007242
ornithorhynchus_anatinus ENSOANG00000004964
gopherus_agassizii ENSGAGG00000011313
