cynoglossus_semilaevis ENSCSEG00000009988
fundulus_heteroclitus ENSFHEG00000000767
stegastes_partitus ENSSPAG00000001926
gasterosteus_aculeatus ENSGACG00000014915
mastacembelus_armatus ENSMAMG00000019230
gadus_morhua ENSGMOG00000015174
mola_mola ENSMMOG00000020140
anabas_testudineus ENSATEG00000019238
oryzias_latipes_asm223471v1 ENSORLG00020000867
oryzias_latipes_asm223467v1 ENSORLG00000001098
oryzias_latipes_asm223469v1 ENSORLG00015008409
oryzias_melastigma ENSOMEG00000015474
kryptolebias_marmoratus ENSKMAG00000003494
periophthalmus_magnuspinnatus ENSPMGG00000000751
amphiprion_ocellaris ENSAOCG00000016825
amphiprion_percula ENSAPEG00000006500
acanthochromis_polyacanthus ENSAPOG00000008263
stegastes_partitus ENSSPAG00000006302
labrus_bergylta ENSLBEG00000007681
scophthalmus_maximus ENSSMAG00000011769
hippocampus_comes ENSHCOG00000006538
poecilia_mexicana ENSPMEG00000007165
poecilia_formosa ENSPFOG00000004746
poecilia_latipinna ENSPLAG00000021043
poecilia_reticulata ENSPREG00000005323
xiphophorus_maculatus ENSXMAG00000021767
xiphophorus_couchianus ENSXCOG00000000150
gambusia_affinis ENSGAFG00000005388
cyprinodon_variegatus ENSCVAG00000003537
monopterus_albus ENSMALG00000014727
seriola_dumerili ENSSDUG00000005719
seriola_lalandi_dorsalis ENSSLDG00000003631
takifugu_rubripes ENSTRUG00000025076
tetraodon_nigroviridis ENSTNIG00000011300
maylandia_zebra ENSMZEG00005002081
haplochromis_burtoni ENSHBUG00000019261
astatotilapia_calliptera ENSACLG00000018721
pundamilia_nyererei ENSPNYG00000009490
neolamprologus_brichardi ENSNBRG00000008930
oreochromis_niloticus ENSONIG00000009443
amphilophus_citrinellus ENSACIG00000023346
esox_lucius ENSELUG00000023247
pygocentrus_nattereri ENSPNAG00000018986
astyanax_mexicanus ENSAMXG00000038243
ictalurus_punctatus ENSIPUG00000007202
danio_rerio ENSDARG00000037967
scleropages_formosus ENSSFOG00015006414
paramormyrops_kingsleyae ENSPKIG00000018888
scleropages_formosus ENSSFOG00015021448
paramormyrops_kingsleyae ENSPKIG00000005686
xiphophorus_couchianus ENSXCOG00000008756
chelonoidis_abingdonii ENSCABG00000016322
pelodiscus_sinensis ENSPSIG00000005154
ornithorhynchus_anatinus ENSOANG00000030143
