fundulus_heteroclitus ENSFHEG00000016015
cyprinodon_variegatus ENSCVAG00000014049
xiphophorus_maculatus ENSXMAG00000009307
xiphophorus_couchianus ENSXCOG00000016371
gambusia_affinis ENSGAFG00000000569
poecilia_mexicana ENSPMEG00000021799
poecilia_latipinna ENSPLAG00000002592
poecilia_formosa ENSPFOG00000013094
poecilia_reticulata ENSPREG00000020289
oryzias_latipes_asm223469v1 ENSORLG00015020462
oryzias_latipes_asm223467v1 ENSORLG00000025411
oryzias_latipes_asm223471v1 ENSORLG00020005250
oryzias_melastigma ENSOMEG00000013421
pundamilia_nyererei ENSPNYG00000015332
astatotilapia_calliptera ENSACLG00000008582
maylandia_zebra ENSMZEG00005026800
haplochromis_burtoni ENSHBUG00000012567
oreochromis_niloticus ENSONIG00000014893
neolamprologus_brichardi ENSNBRG00000008694
amphiprion_percula ENSAPEG00000004312
amphiprion_ocellaris ENSAOCG00000021718
stegastes_partitus ENSSPAG00000002026
takifugu_rubripes ENSTRUG00000023640
mastacembelus_armatus ENSMAMG00000006949
cynoglossus_semilaevis ENSCSEG00000008403
labrus_bergylta ENSLBEG00000006194
mola_mola ENSMMOG00000010668
monopterus_albus ENSMALG00000018464
anabas_testudineus ENSATEG00000024737
seriola_dumerili ENSSDUG00000006515
scophthalmus_maximus ENSSMAG00000017829
esox_lucius ENSELUG00000018321
pygocentrus_nattereri ENSPNAG00000023688
astyanax_mexicanus ENSAMXG00000032531
ictalurus_punctatus ENSIPUG00000003586
danio_rerio ENSDARG00000042536
scleropages_formosus ENSSFOG00015012392
lepisosteus_oculatus ENSLOCG00000011378
gopherus_agassizii ENSGAGG00000004013
chrysemys_picta_bellii ENSCPBG00000001437
chelonoidis_abingdonii ENSCABG00000002189
pelodiscus_sinensis ENSPSIG00000001962
apteryx_owenii ENSAOWG00000010121
apteryx_rowi ENSARWG00000000269
apteryx_haastii ENSAHAG00000019163
dromaius_novaehollandiae ENSDNVG00000013342
nothoprocta_perdicaria ENSNPEG00000003339
meleagris_gallopavo ENSMGAG00000015787
coturnix_japonica ENSCJPG00005014924
numida_meleagris ENSNMEG00000009757
anas_platyrhynchos_platyrhynchos ENSAPLG00000000640
lonchura_striata_domestica ENSLSDG00000010519
serinus_canaria ENSSCAG00000007750
junco_hyemalis ENSJHYG00000000648
parus_major ENSPMJG00000017021
cyanistes_caeruleus ENSCCEG00000017732
lepidothrix_coronata ENSLCOG00000001986
manacus_vitellinus ENSMVIG00005017745
melopsittacus_undulatus ENSMUNG00000004364
calidris_pygmaea ENSCPGG00000018657
calidris_pugnax ENSCPUG00000014151
pogona_vitticeps ENSPVIG00000013515
anolis_carolinensis ENSACAG00000014227
notechis_scutatus ENSNSUG00000016500
salvator_merianae ENSSMRG00000008121
pteropus_vampyrus ENSPVAG00000004122
myotis_lucifugus ENSMLUG00000007128
ovis_aries ENSOARG00000002911
ovis_aries ENSOARG00000004965
capra_hircus ENSCHIG00000024965
bos_mutus ENSBMUG00000007727
bos_taurus ENSBTAG00000015945
bison_bison_bison ENSBBBG00000016030
tursiops_truncatus ENSTTRG00000006584
ursus_americanus ENSUAMG00000005266
ursus_maritimus ENSUMAG00000003658
ailuropoda_melanoleuca ENSAMEG00000019885
neovison_vison ENSNVIG00000017763
mustela_putorius_furo ENSMPUG00000019268
canis_lupus_dingo ENSCAFG00020005603
canis_lupus_familiaris ENSCAFG00000009956
vulpes_vulpes ENSVVUG00000014832
panthera_tigris_altaica ENSPTIG00000004466
panthera_pardus ENSPPRG00000020595
felis_catus ENSFCAG00000006715
equus_caballus ENSECAG00000005951
equus_asinus_asinus ENSEASG00005006379
erinaceus_europaeus ENSEEUG00000015708
prolemur_simus ENSPSMG00000006444
otolemur_garnettii ENSOGAG00000030515
pan_paniscus ENSPPAG00000024617
pan_troglodytes ENSPTRG00000041103
gorilla_gorilla ENSGGOG00000014794
homo_sapiens ENSG00000174529
pongo_abelii ENSPPYG00000000311
nomascus_leucogenys ENSNLEG00000018297
papio_anubis ENSPANG00000023913
cercocebus_atys ENSCATG00000017968
macaca_nemestrina ENSMNEG00000006215
macaca_fascicularis ENSMFAG00000012589
macaca_mulatta ENSMMUG00000018802
theropithecus_gelada ENSTGEG00000014458
mandrillus_leucophaeus ENSMLEG00000014982
chlorocebus_sabaeus ENSCSAG00000000259
rhinopithecus_bieti ENSRBIG00000020023
rhinopithecus_roxellana ENSRROG00000023005
piliocolobus_tephrosceles ENSPTEG00000032745
mus_spicilegus ENSMSIG00000023304
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048174
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015396
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014589
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027825
rattus_norvegicus ENSRNOG00000028752
meriones_unguiculatus ENSMUGG00000021529
cricetulus_griseus_crigri-picr ENSCGRG00015002957
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003877
peromyscus_maniculatus_bairdii ENSPEMG00000029756
nannospalax_galili ENSNGAG00000015221
jaculus_jaculus ENSJJAG00000002040
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002203
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009323
fukomys_damarensis ENSFDAG00000020856
chinchilla_lanigera ENSCLAG00000013114
urocitellus_parryii ENSUPAG00010014151
marmota_marmota_marmota ENSMMMG00000004488
spermophilus_dauricus ENSSDAG00000016648
castor_canadensis ENSCCNG00000017602
oryctolagus_cuniculus ENSOCUG00000015424
tupaia_belangeri ENSTBEG00000000761
loxodonta_africana ENSLAFG00000015023
dasypus_novemcinctus ENSDNOG00000008792
phascolarctos_cinereus ENSPCIG00000004404
sarcophilus_harrisii ENSSHAG00000012925
monodelphis_domestica ENSMODG00000024792
ornithorhynchus_anatinus ENSOANG00000013473
latimeria_chalumnae ENSLACG00000013273
