pan_paniscus ENSPPAG00000033750
pan_troglodytes ENSPTRG00000046983
gorilla_gorilla ENSGGOG00000006516
homo_sapiens ENSG00000140459
pongo_abelii ENSPPYG00000006857
nomascus_leucogenys ENSNLEG00000014431
rhinopithecus_roxellana ENSRROG00000036696
rhinopithecus_bieti ENSRBIG00000031244
piliocolobus_tephrosceles ENSPTEG00000023389
colobus_angolensis_palliatus ENSCANG00000043630
papio_anubis ENSPANG00000016014
theropithecus_gelada ENSTGEG00000028151
mandrillus_leucophaeus ENSMLEG00000028556
macaca_fascicularis ENSMFAG00000036496
macaca_mulatta ENSMMUG00000003239
macaca_nemestrina ENSMNEG00000043470
cercocebus_atys ENSCATG00000041376
chlorocebus_sabaeus ENSCSAG00000014205
cebus_capucinus_imitator ENSCCAG00000023262
saimiri_boliviensis_boliviensis ENSSBOG00000028323
callithrix_jacchus ENSCJAG00000017820
aotus_nancymaae ENSANAG00000025836
carlito_syrichta ENSTSYG00000029250
otolemur_garnettii ENSOGAG00000003290
castor_canadensis ENSCCNG00000027689
dipodomys_ordii ENSDORG00000010246
urocitellus_parryii ENSUPAG00010005293
ictidomys_tridecemlineatus ENSSTOG00000007066
spermophilus_dauricus ENSSDAG00000017473
marmota_marmota_marmota ENSMMMG00000003069
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033425
mus_spicilegus ENSMSIG00000007969
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032323
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032285
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015151
rattus_norvegicus ENSRNOG00000008074
meriones_unguiculatus ENSMUGG00000003459
meriones_unguiculatus ENSMUGG00000002942
cricetulus_griseus_crigri_1.0 ENSCGRG00000008420
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001025066
cricetulus_griseus_crigri-picr ENSCGRG00015024742
mesocricetus_auratus ENSMAUG00000012399
peromyscus_maniculatus_bairdii ENSPEMG00000010786
microtus_ochrogaster ENSMOCG00000013503
nannospalax_galili ENSNGAG00000023614
jaculus_jaculus ENSJJAG00000010405
chinchilla_lanigera ENSCLAG00000006813
octodon_degus ENSODEG00000014702
cavia_porcellus ENSCPOG00000000585
cavia_aperea ENSCAPG00000015126
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016326
