sarcophilus_harrisii ENSSHAG00000000098
phascolarctos_cinereus ENSPCIG00000017865
monodelphis_domestica ENSMODG00000028977
sus_scrofa ENSSSCG00000034515
ovis_aries ENSOARG00000019295
ailuropoda_melanoleuca ENSAMEG00000018127
ursus_americanus ENSUAMG00000013110
neovison_vison ENSNVIG00000014732
mustela_putorius_furo ENSMPUG00000000346
canis_lupus_dingo ENSCAFG00020007420
canis_lupus_familiaris ENSCAFG00000029117
vulpes_vulpes ENSVVUG00000021968
felis_catus ENSFCAG00000026893
equus_caballus ENSECAG00000028148
castor_canadensis ENSCCNG00000012379
castor_canadensis ENSCCNG00000012370
dipodomys_ordii ENSDORG00000027746
marmota_marmota_marmota ENSMMMG00000011501
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000116542
mus_spicilegus ENSMSIG00000022852
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021678
mus_spicilegus ENSMSIG00000022841
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000053182
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020779
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016478
rattus_norvegicus ENSRNOG00000053301
rattus_norvegicus ENSRNOG00000054404
meriones_unguiculatus ENSMUGG00000002956
peromyscus_maniculatus_bairdii ENSPEMG00000025136
peromyscus_maniculatus_bairdii ENSPEMG00000028905
peromyscus_maniculatus_bairdii ENSPEMG00000028036
microtus_ochrogaster ENSMOCG00000013397
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016371
cricetulus_griseus_crigri_1.0 ENSCGRG00000003474
cricetulus_griseus_crigri-picr ENSCGRG00015014698
cricetulus_griseus_crigri-picr ENSCGRG00015014691
mesocricetus_auratus ENSMAUG00000012530
nannospalax_galili ENSNGAG00000021931
chinchilla_lanigera ENSCLAG00000009539
octodon_degus ENSODEG00000012231
cavia_porcellus ENSCPOG00000031146
cavia_aperea ENSCAPG00000015540
fukomys_damarensis ENSFDAG00000002651
oryctolagus_cuniculus ENSOCUG00000029264
dasypus_novemcinctus ENSDNOG00000035110
loxodonta_africana ENSLAFG00000026201
anser_brachyrhynchus ENSABRG00000004185
anas_platyrhynchos_platyrhynchos ENSAPLG00000011848
chrysemys_picta_bellii ENSCPBG00000004183
