periophthalmus_magnuspinnatus ENSPMGG00000020635
hippocampus_comes ENSHCOG00000020787
scophthalmus_maximus ENSSMAG00000014912
cynoglossus_semilaevis ENSCSEG00000007742
seriola_dumerili ENSSDUG00000015799
seriola_lalandi_dorsalis ENSSLDG00000018837
mastacembelus_armatus ENSMAMG00000016380
monopterus_albus ENSMALG00000020695
anabas_testudineus ENSATEG00000005938
seriola_dumerili ENSSDUG00000015781
amphiprion_ocellaris ENSAOCG00000000887
amphiprion_percula ENSAPEG00000020299
acanthochromis_polyacanthus ENSAPOG00000006378
stegastes_partitus ENSSPAG00000022196
pundamilia_nyererei ENSPNYG00000004943
pundamilia_nyererei ENSPNYG00000024050
maylandia_zebra ENSMZEG00005017887
astatotilapia_calliptera ENSACLG00000021255
haplochromis_burtoni ENSHBUG00000002234
neolamprologus_brichardi ENSNBRG00000003451
oreochromis_niloticus ENSONIG00000007781
amphilophus_citrinellus ENSACIG00000019810
fundulus_heteroclitus ENSFHEG00000002623
cyprinodon_variegatus ENSCVAG00000021609
poecilia_formosa ENSPFOG00000005595
poecilia_mexicana ENSPMEG00000020204
poecilia_latipinna ENSPLAG00000011578
poecilia_reticulata ENSPREG00000001033
gambusia_affinis ENSGAFG00000011701
xiphophorus_couchianus ENSXCOG00000008016
xiphophorus_maculatus ENSXMAG00000005566
kryptolebias_marmoratus ENSKMAG00000006864
oryzias_latipes_asm223471v1 ENSORLG00020001403
oryzias_latipes_asm223467v1 ENSORLG00000028536
oryzias_latipes_asm223469v1 ENSORLG00015020408
oryzias_melastigma ENSOMEG00000006990
labrus_bergylta ENSLBEG00000006198
labrus_bergylta ENSLBEG00000002130
gasterosteus_aculeatus ENSGACG00000013542
takifugu_rubripes ENSTRUG00000010570
tetraodon_nigroviridis ENSTNIG00000003214
mola_mola ENSMMOG00000007705
gadus_morhua ENSGMOG00000000957
esox_lucius ENSELUG00000003491
pygocentrus_nattereri ENSPNAG00000022554
astyanax_mexicanus ENSAMXG00000018053
ictalurus_punctatus ENSIPUG00000024827
danio_rerio ENSDARG00000042684
scleropages_formosus ENSSFOG00015017831
paramormyrops_kingsleyae ENSPKIG00000002045
lepisosteus_oculatus ENSLOCG00000000247
phascolarctos_cinereus ENSPCIG00000003442
notamacropus_eugenii ENSMEUG00000004262
sarcophilus_harrisii ENSSHAG00000007135
monodelphis_domestica ENSMODG00000004202
bos_taurus ENSBTAG00000004362
bos_mutus ENSBMUG00000004958
bison_bison_bison ENSBBBG00000014603
capra_hircus ENSCHIG00000010653
ovis_aries ENSOARG00000012929
tursiops_truncatus ENSTTRG00000008568
sus_scrofa ENSSSCG00000015493
vicugna_pacos ENSVPAG00000002590
myotis_lucifugus ENSMLUG00000011110
pteropus_vampyrus ENSPVAG00000007590
equus_caballus ENSECAG00000014493
equus_asinus_asinus ENSEASG00005017011
ursus_maritimus ENSUMAG00000020079
ursus_americanus ENSUAMG00000019518
ailuropoda_melanoleuca ENSAMEG00000015644
mustela_putorius_furo ENSMPUG00000004735
neovison_vison ENSNVIG00000014501
canis_lupus_familiaris ENSCAFG00000014470
canis_lupus_dingo ENSCAFG00020017142
vulpes_vulpes ENSVVUG00000014351
panthera_tigris_altaica ENSPTIG00000016987
panthera_pardus ENSPPRG00000009289
panthera_pardus ENSPPRG00000009111
felis_catus ENSFCAG00000014923
erinaceus_europaeus ENSEEUG00000013288
colobus_angolensis_palliatus ENSCANG00000030555
piliocolobus_tephrosceles ENSPTEG00000012445
rhinopithecus_roxellana ENSRROG00000036408
rhinopithecus_bieti ENSRBIG00000034364
theropithecus_gelada ENSTGEG00000003401
mandrillus_leucophaeus ENSMLEG00000035824
cercocebus_atys ENSCATG00000034060
papio_anubis ENSPANG00000004954
macaca_mulatta ENSMMUG00000000629
macaca_nemestrina ENSMNEG00000008415
macaca_fascicularis ENSMFAG00000031906
pan_paniscus ENSPPAG00000042631
pan_troglodytes ENSPTRG00000001701
gorilla_gorilla ENSGGOG00000027985
homo_sapiens ENSG00000117601
pongo_abelii ENSPPYG00000000491
nomascus_leucogenys ENSNLEG00000015323
cebus_capucinus_imitator ENSCCAG00000019906
saimiri_boliviensis_boliviensis ENSSBOG00000023213
callithrix_jacchus ENSCJAG00000009182
aotus_nancymaae ENSANAG00000036912
carlito_syrichta ENSTSYG00000011093
microcebus_murinus ENSMICG00000002980
propithecus_coquereli ENSPCOG00000025829
prolemur_simus ENSPSMG00000011052
otolemur_garnettii ENSOGAG00000005083
tupaia_belangeri ENSTBEG00000004209
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007370
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005949
fukomys_damarensis ENSFDAG00000017392
cavia_porcellus ENSCPOG00000000420
cavia_porcellus ENSCPOG00000035770
cavia_aperea ENSCAPG00000014627
chinchilla_lanigera ENSCLAG00000011793
marmota_marmota_marmota ENSMMMG00000017585
spermophilus_dauricus ENSSDAG00000014032
ictidomys_tridecemlineatus ENSSTOG00000016029
urocitellus_parryii ENSUPAG00010001955
microtus_ochrogaster ENSMOCG00000019599
peromyscus_maniculatus_bairdii ENSPEMG00000011148
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013087
cricetulus_griseus_crigri-picr ENSCGRG00015012030
cricetulus_griseus_crigri_1.0 ENSCGRG00000012859
mesocricetus_auratus ENSMAUG00000019496
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026715
mus_spicilegus ENSMSIG00000020371
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015564
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014757
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027993
rattus_norvegicus ENSRNOG00000002783
meriones_unguiculatus ENSMUGG00000002292
nannospalax_galili ENSNGAG00000017331
jaculus_jaculus ENSJJAG00000014088
castor_canadensis ENSCCNG00000026924
oryctolagus_cuniculus ENSOCUG00000002891
ochotona_princeps ENSOPRG00000013053
dipodomys_ordii ENSDORG00000008479
gorilla_gorilla ENSGGOG00000036599
dasypus_novemcinctus ENSDNOG00000005166
choloepus_hoffmanni ENSCHOG00000007979
loxodonta_africana ENSLAFG00000004365
procavia_capensis ENSPCAG00000010497
echinops_telfairi ENSETEG00000019315
ornithorhynchus_anatinus ENSOANG00000000923
gopherus_agassizii ENSGAGG00000018188
chelonoidis_abingdonii ENSCABG00000018433
chrysemys_picta_bellii ENSCPBG00000014689
pelodiscus_sinensis ENSPSIG00000016290
cyanistes_caeruleus ENSCCEG00000020605
taeniopygia_guttata ENSTGUG00000004077
junco_hyemalis ENSJHYG00000016419
zonotrichia_albicollis ENSZALG00000014969
serinus_canaria ENSSCAG00000011365
lonchura_striata_domestica ENSLSDG00000010182
parus_major ENSPMJG00000019235
cyanistes_caeruleus ENSCCEG00000005225
ficedula_albicollis ENSFALG00000002977
manacus_vitellinus ENSMVIG00005020038
lepidothrix_coronata ENSLCOG00000001214
calidris_pygmaea ENSCPGG00000000594
calidris_pugnax ENSCPUG00000010174
melopsittacus_undulatus ENSMUNG00000013788
anser_brachyrhynchus ENSABRG00000013641
anas_platyrhynchos_platyrhynchos ENSAPLG00000004930
meleagris_gallopavo ENSMGAG00000001991
gallus_gallus ENSGALG00000004591
coturnix_japonica ENSCJPG00005021333
numida_meleagris ENSNMEG00000017214
apteryx_haastii ENSAHAG00000015099
apteryx_owenii ENSAOWG00000016486
apteryx_rowi ENSARWG00000000477
dromaius_novaehollandiae ENSDNVG00000014584
nothoprocta_perdicaria ENSNPEG00000015307
pogona_vitticeps ENSPVIG00000000561
anolis_carolinensis ENSACAG00000015348
notechis_scutatus ENSNSUG00000013633
salvator_merianae ENSSMRG00000010783
sphenodon_punctatus ENSSPUG00000018483
xenopus_tropicalis ENSXETG00000020033
latimeria_chalumnae ENSLACG00000016029
eptatretus_burgeri ENSEBUG00000014193
