gopherus_agassizii ENSGAGG00000003266
chelonoidis_abingdonii ENSCABG00000011792
pelodiscus_sinensis ENSPSIG00000003372
dromaius_novaehollandiae ENSDNVG00000012498
nothoprocta_perdicaria ENSNPEG00000008531
apteryx_owenii ENSAOWG00000007532
apteryx_haastii ENSAHAG00000009935
apteryx_rowi ENSARWG00000008397
cyanistes_caeruleus ENSCCEG00000024193
junco_hyemalis ENSJHYG00000012745
anser_brachyrhynchus ENSABRG00000005229
anas_platyrhynchos_platyrhynchos ENSAPLG00000025956
crocodylus_porosus ENSCPRG00005018984
chrysemys_picta_bellii ENSCPBG00000021414
gallus_gallus ENSGALG00000005400
coturnix_japonica ENSCJPG00005012909
anas_platyrhynchos_platyrhynchos ENSAPLG00000012290
calidris_pugnax ENSCPUG00000016484
calidris_pygmaea ENSCPGG00000019256
melopsittacus_undulatus ENSMUNG00000014087
manacus_vitellinus ENSMVIG00005002150
lepidothrix_coronata ENSLCOG00000008627
lonchura_striata_domestica ENSLSDG00000010262
taeniopygia_guttata ENSTGUG00000006966
serinus_canaria ENSSCAG00000002415
zonotrichia_albicollis ENSZALG00000017065
ficedula_albicollis ENSFALG00000008547
parus_major ENSPMJG00000012570
cyanistes_caeruleus ENSCCEG00000024194
numida_meleagris ENSNMEG00000017338
numida_meleagris ENSNMEG00000017340
meleagris_gallopavo ENSMGAG00000006060
meleagris_gallopavo ENSMGAG00000017374
junco_hyemalis ENSJHYG00000012717
crocodylus_porosus ENSCPRG00005018987
lepidothrix_coronata ENSLCOG00000009227
anser_brachyrhynchus ENSABRG00000005265
apteryx_haastii ENSAHAG00000009198
chrysemys_picta_bellii ENSCPBG00000021421
notechis_scutatus ENSNSUG00000020208
notechis_scutatus ENSNSUG00000020210
anolis_carolinensis ENSACAG00000011884
pogona_vitticeps ENSPVIG00000006570
salvator_merianae ENSSMRG00000020915
pogona_vitticeps ENSPVIG00000006587
sphenodon_punctatus ENSSPUG00000007357
latimeria_chalumnae ENSLACG00000000538
ornithorhynchus_anatinus ENSOANG00000011110
notamacropus_eugenii ENSMEUG00000008923
phascolarctos_cinereus ENSPCIG00000034664
monodelphis_domestica ENSMODG00000012420
sarcophilus_harrisii ENSSHAG00000011716
peromyscus_maniculatus_bairdii ENSPEMG00000014967
microtus_ochrogaster ENSMOCG00000020648
cricetulus_griseus_crigri-picr ENSCGRG00015028198
cricetulus_griseus_crigri_1.0 ENSCGRG00000014898
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010004
mesocricetus_auratus ENSMAUG00000012283
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019928
mus_spicilegus ENSMSIG00000028244
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021991
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019043
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030060
rattus_norvegicus ENSRNOG00000031287
meriones_unguiculatus ENSMUGG00000013921
nannospalax_galili ENSNGAG00000013441
jaculus_jaculus ENSJJAG00000018041
echinops_telfairi ENSETEG00000001330
callithrix_jacchus ENSCJAG00000008492
saimiri_boliviensis_boliviensis ENSSBOG00000018263
rhinopithecus_roxellana ENSRROG00000042273
macaca_nemestrina ENSMNEG00000034983
dipodomys_ordii ENSDORG00000012288
castor_canadensis ENSCCNG00000000684
chinchilla_lanigera ENSCLAG00000007411
octodon_degus ENSODEG00000006836
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010346
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000666
fukomys_damarensis ENSFDAG00000002741
cavia_porcellus ENSCPOG00000009222
cavia_aperea ENSCAPG00000010164
spermophilus_dauricus ENSSDAG00000022853
ictidomys_tridecemlineatus ENSSTOG00000008445
urocitellus_parryii ENSUPAG00010013469
marmota_marmota_marmota ENSMMMG00000010658
oryctolagus_cuniculus ENSOCUG00000012542
ochotona_princeps ENSOPRG00000002276
tupaia_belangeri ENSTBEG00000000372
sorex_araneus ENSSARG00000012689
erinaceus_europaeus ENSEEUG00000011305
myotis_lucifugus ENSMLUG00000013340
canis_lupus_dingo ENSCAFG00020005144
dasypus_novemcinctus ENSDNOG00000048310
cercocebus_atys ENSCATG00000040542
rhinopithecus_bieti ENSRBIG00000034733
pongo_abelii ENSPPYG00000013782
pan_paniscus ENSPPAG00000017555
pan_troglodytes ENSPTRG00000015031
gorilla_gorilla ENSGGOG00000011495
homo_sapiens ENSG00000157445
nomascus_leucogenys ENSNLEG00000007233
papio_anubis ENSPANG00000014090
theropithecus_gelada ENSTGEG00000028827
mandrillus_leucophaeus ENSMLEG00000041523
macaca_mulatta ENSMMUG00000047365
macaca_fascicularis ENSMFAG00000032351
chlorocebus_sabaeus ENSCSAG00000012922
colobus_angolensis_palliatus ENSCANG00000040691
piliocolobus_tephrosceles ENSPTEG00000019565
rhinopithecus_roxellana ENSRROG00000035426
saimiri_boliviensis_boliviensis ENSSBOG00000035717
cebus_capucinus_imitator ENSCCAG00000031035
callithrix_jacchus ENSCJAG00000007622
aotus_nancymaae ENSANAG00000037512
carlito_syrichta ENSTSYG00000029471
prolemur_simus ENSPSMG00000023247
microcebus_murinus ENSMICG00000012353
propithecus_coquereli ENSPCOG00000014856
otolemur_garnettii ENSOGAG00000000879
castor_canadensis ENSCCNG00000000663
carlito_syrichta ENSTSYG00000014336
sphenodon_punctatus ENSSPUG00000007317
capra_hircus ENSCHIG00000023040
ovis_aries ENSOARG00000015530
bos_mutus ENSBMUG00000013604
bos_taurus ENSBTAG00000013117
bison_bison_bison ENSBBBG00000004514
tursiops_truncatus ENSTTRG00000017290
sus_scrofa ENSSSCG00000027019
vicugna_pacos ENSVPAG00000012552
neovison_vison ENSNVIG00000022606
mustela_putorius_furo ENSMPUG00000016833
ursus_maritimus ENSUMAG00000019924
ursus_americanus ENSUAMG00000015744
ailuropoda_melanoleuca ENSAMEG00000011561
canis_lupus_familiaris ENSCAFG00000008211
canis_lupus_dingo ENSCAFG00020005120
vulpes_vulpes ENSVVUG00000020768
panthera_pardus ENSPPRG00000008211
panthera_tigris_altaica ENSPTIG00000014482
felis_catus ENSFCAG00000010121
equus_caballus ENSECAG00000014305
equus_asinus_asinus ENSEASG00005015586
pteropus_vampyrus ENSPVAG00000016293
loxodonta_africana ENSLAFG00000014102
procavia_capensis ENSPCAG00000001244
choloepus_hoffmanni ENSCHOG00000005286
paramormyrops_kingsleyae ENSPKIG00000000712
lepisosteus_oculatus ENSLOCG00000014172
scleropages_formosus ENSSFOG00015019247
paramormyrops_kingsleyae ENSPKIG00000024633
tetraodon_nigroviridis ENSTNIG00000014679
takifugu_rubripes ENSTRUG00000012572
cynoglossus_semilaevis ENSCSEG00000001825
gasterosteus_aculeatus ENSGACG00000001612
mola_mola ENSMMOG00000021726
labrus_bergylta ENSLBEG00000001441
anabas_testudineus ENSATEG00000008204
poecilia_reticulata ENSPREG00000005828
seriola_lalandi_dorsalis ENSSLDG00000023562
seriola_dumerili ENSSDUG00000013508
scophthalmus_maximus ENSSMAG00000020972
mastacembelus_armatus ENSMAMG00000023814
monopterus_albus ENSMALG00000005589
anabas_testudineus ENSATEG00000008246
cyprinodon_variegatus ENSCVAG00000018764
fundulus_heteroclitus ENSFHEG00000005367
xiphophorus_couchianus ENSXCOG00000004725
gambusia_affinis ENSGAFG00000021553
poecilia_mexicana ENSPMEG00000018108
poecilia_latipinna ENSPLAG00000005384
poecilia_formosa ENSPFOG00000018933
xiphophorus_maculatus ENSXMAG00000013773
xiphophorus_maculatus ENSXMAG00000025806
poecilia_reticulata ENSPREG00000005838
kryptolebias_marmoratus ENSKMAG00000003823
oryzias_latipes_asm223467v1 ENSORLG00000002681
oryzias_latipes_asm223471v1 ENSORLG00020002242
oryzias_latipes_asm223469v1 ENSORLG00015020261
oryzias_melastigma ENSOMEG00000005038
maylandia_zebra ENSMZEG00005012047
astatotilapia_calliptera ENSACLG00000020743
haplochromis_burtoni ENSHBUG00000017067
pundamilia_nyererei ENSPNYG00000009788
neolamprologus_brichardi ENSNBRG00000004889
oreochromis_niloticus ENSONIG00000007209
amphilophus_citrinellus ENSACIG00000018905
amphiprion_ocellaris ENSAOCG00000005453
amphiprion_percula ENSAPEG00000019076
acanthochromis_polyacanthus ENSAPOG00000021621
stegastes_partitus ENSSPAG00000006258
hippocampus_comes ENSHCOG00000006723
periophthalmus_magnuspinnatus ENSPMGG00000002791
gadus_morhua ENSGMOG00000017604
esox_lucius ENSELUG00000008229
pygocentrus_nattereri ENSPNAG00000003870
astyanax_mexicanus ENSAMXG00000007164
ictalurus_punctatus ENSIPUG00000020924
danio_rerio ENSDARG00000078760
paramormyrops_kingsleyae ENSPKIG00000004586
scleropages_formosus ENSSFOG00015006440
hippocampus_comes ENSHCOG00000002092
hippocampus_comes ENSHCOG00000002069
monopterus_albus ENSMALG00000011532
mastacembelus_armatus ENSMAMG00000009204
gasterosteus_aculeatus ENSGACG00000010123
anabas_testudineus ENSATEG00000023582
labrus_bergylta ENSLBEG00000025610
mola_mola ENSMMOG00000012789
seriola_lalandi_dorsalis ENSSLDG00000000979
seriola_dumerili ENSSDUG00000015556
scophthalmus_maximus ENSSMAG00000006854
poecilia_formosa ENSPFOG00000006297
poecilia_mexicana ENSPMEG00000015726
poecilia_reticulata ENSPREG00000019091
poecilia_latipinna ENSPLAG00000001380
xiphophorus_maculatus ENSXMAG00000028727
gambusia_affinis ENSGAFG00000006575
cyprinodon_variegatus ENSCVAG00000009890
fundulus_heteroclitus ENSFHEG00000020848
kryptolebias_marmoratus ENSKMAG00000019554
oryzias_latipes_asm223471v1 ENSORLG00020004416
oryzias_latipes_asm223467v1 ENSORLG00000008787
oryzias_latipes_asm223469v1 ENSORLG00015020756
oryzias_melastigma ENSOMEG00000014049
maylandia_zebra ENSMZEG00005027096
haplochromis_burtoni ENSHBUG00000007469
astatotilapia_calliptera ENSACLG00000008943
pundamilia_nyererei ENSPNYG00000014938
oreochromis_niloticus ENSONIG00000012391
neolamprologus_brichardi ENSNBRG00000019856
amphilophus_citrinellus ENSACIG00000013644
amphiprion_percula ENSAPEG00000005933
amphiprion_ocellaris ENSAOCG00000005313
acanthochromis_polyacanthus ENSAPOG00000018014
stegastes_partitus ENSSPAG00000004907
takifugu_rubripes ENSTRUG00000008741
tetraodon_nigroviridis ENSTNIG00000015012
cynoglossus_semilaevis ENSCSEG00000002114
periophthalmus_magnuspinnatus ENSPMGG00000005948
gadus_morhua ENSGMOG00000011163
esox_lucius ENSELUG00000010147
pygocentrus_nattereri ENSPNAG00000026389
astyanax_mexicanus ENSAMXG00000014926
ictalurus_punctatus ENSIPUG00000024489
danio_rerio ENSDARG00000106018
fundulus_heteroclitus ENSFHEG00000020812
poecilia_reticulata ENSPREG00000019140
labrus_bergylta ENSLBEG00000001407
ornithorhynchus_anatinus ENSOANG00000032217
ornithorhynchus_anatinus ENSOANG00000030239
pogona_vitticeps ENSPVIG00000006583
coturnix_japonica ENSCJPG00005012943
eptatretus_burgeri ENSEBUG00000004829
