mola_mola ENSMMOG00000015652
takifugu_rubripes ENSTRUG00000020009
monopterus_albus ENSMALG00000003095
scophthalmus_maximus ENSSMAG00000011970
acanthochromis_polyacanthus ENSAPOG00000001631
amphiprion_percula ENSAPEG00000001895
stegastes_partitus ENSSPAG00000014464
kryptolebias_marmoratus ENSKMAG00000013679
poecilia_formosa ENSPFOG00000021890
oryzias_latipes_asm223471v1 ENSORLG00020002312
oryzias_latipes_asm223469v1 ENSORLG00015000485
oryzias_melastigma ENSOMEG00000018620
oreochromis_niloticus ENSONIG00000015296
seriola_dumerili ENSSDUG00000014582
seriola_lalandi_dorsalis ENSSLDG00000013181
labrus_bergylta ENSLBEG00000001576
mastacembelus_armatus ENSMAMG00000017373
anabas_testudineus ENSATEG00000005992
cyprinodon_variegatus ENSCVAG00000022908
oryzias_latipes_asm223467v1 ENSORLG00000026798
hippocampus_comes ENSHCOG00000007787
esox_lucius ENSELUG00000005048
pygocentrus_nattereri ENSPNAG00000021448
astyanax_mexicanus ENSAMXG00000037123
