prolemur_simus ENSPSMG00000010617
microcebus_murinus ENSMICG00000045892
propithecus_coquereli ENSPCOG00000018201
otolemur_garnettii ENSOGAG00000008150
pan_paniscus ENSPPAG00000037238
pan_troglodytes ENSPTRG00000001100
homo_sapiens ENSG00000143110
gorilla_gorilla ENSGGOG00000005921
pongo_abelii ENSPPYG00000001031
nomascus_leucogenys ENSNLEG00000027786
rhinopithecus_bieti ENSRBIG00000040804
rhinopithecus_roxellana ENSRROG00000027897
piliocolobus_tephrosceles ENSPTEG00000028591
colobus_angolensis_palliatus ENSCANG00000032174
cercocebus_atys ENSCATG00000041645
mandrillus_leucophaeus ENSMLEG00000032911
macaca_nemestrina ENSMNEG00000034601
macaca_fascicularis ENSMFAG00000034319
macaca_mulatta ENSMMUG00000003579
chlorocebus_sabaeus ENSCSAG00000001578
theropithecus_gelada ENSTGEG00000003600
papio_anubis ENSPANG00000015795
saimiri_boliviensis_boliviensis ENSSBOG00000035875
callithrix_jacchus ENSCJAG00000013381
cebus_capucinus_imitator ENSCCAG00000022965
aotus_nancymaae ENSANAG00000027032
oryctolagus_cuniculus ENSOCUG00000007816
ochotona_princeps ENSOPRG00000003900
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026428
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074342
mus_spicilegus ENSMSIG00000005744
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025479
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026924
meriones_unguiculatus ENSMUGG00000013966
peromyscus_maniculatus_bairdii ENSPEMG00000019698
microtus_ochrogaster ENSMOCG00000001066
cricetulus_griseus_crigri_1.0 ENSCGRG00000016255
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009120
mesocricetus_auratus ENSMAUG00000012709
nannospalax_galili ENSNGAG00000018819
jaculus_jaculus ENSJJAG00000018125
dipodomys_ordii ENSDORG00000000130
castor_canadensis ENSCCNG00000014870
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004448
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004895
fukomys_damarensis ENSFDAG00000016696
chinchilla_lanigera ENSCLAG00000009693
cavia_porcellus ENSCPOG00000025561
urocitellus_parryii ENSUPAG00010022067
spermophilus_dauricus ENSSDAG00000018154
ictidomys_tridecemlineatus ENSSTOG00000028567
marmota_marmota_marmota ENSMMMG00000011956
carlito_syrichta ENSTSYG00000007249
tupaia_belangeri ENSTBEG00000010390
erinaceus_europaeus ENSEEUG00000011475
sorex_araneus ENSSARG00000001937
pteropus_vampyrus ENSPVAG00000000185
bos_mutus ENSBMUG00000009522
bos_taurus ENSBTAG00000052822
bison_bison_bison ENSBBBG00000009963
ovis_aries ENSOARG00000019610
capra_hircus ENSCHIG00000025730
tursiops_truncatus ENSTTRG00000001547
sus_scrofa ENSSSCG00000025485
equus_asinus_asinus ENSEASG00005005445
equus_caballus ENSECAG00000018585
ailuropoda_melanoleuca ENSAMEG00000005430
ursus_americanus ENSUAMG00000011772
ursus_maritimus ENSUMAG00000013876
neovison_vison ENSNVIG00000001003
canis_lupus_familiaris ENSCAFG00000013697
panthera_tigris_altaica ENSPTIG00000022095
felis_catus ENSFCAG00000044929
loxodonta_africana ENSLAFG00000004811
procavia_capensis ENSPCAG00000005062
dasypus_novemcinctus ENSDNOG00000002467
