chinchilla_lanigera ENSCLAG00000001884
cavia_porcellus ENSCPOG00000037560
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019413
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017767
marmota_marmota_marmota ENSMMMG00000022501
castor_canadensis ENSCCNG00000000122
oryctolagus_cuniculus ENSOCUG00000004550
homo_sapiens ENSG00000256683
gorilla_gorilla ENSGGOG00000039180
pan_troglodytes ENSPTRG00000011402
pan_paniscus ENSPPAG00000031098
pongo_abelii ENSPPYG00000010330
nomascus_leucogenys ENSNLEG00000005972
piliocolobus_tephrosceles ENSPTEG00000024615
rhinopithecus_roxellana ENSRROG00000033763
colobus_angolensis_palliatus ENSCANG00000038743
macaca_fascicularis ENSMFAG00000039294
macaca_nemestrina ENSMNEG00000029963
macaca_mulatta ENSMMUG00000023137
chlorocebus_sabaeus ENSCSAG00000002005
mandrillus_leucophaeus ENSMLEG00000004364
cercocebus_atys ENSCATG00000034683
theropithecus_gelada ENSTGEG00000004427
papio_anubis ENSPANG00000012793
cebus_capucinus_imitator ENSCCAG00000034765
saimiri_boliviensis_boliviensis ENSSBOG00000027710
carlito_syrichta ENSTSYG00000036439
prolemur_simus ENSPSMG00000026055
propithecus_coquereli ENSPCOG00000017799
otolemur_garnettii ENSOGAG00000013266
equus_asinus_asinus ENSEASG00005008517
equus_caballus ENSECAG00000032534
ursus_maritimus ENSUMAG00000010394
ailuropoda_melanoleuca ENSAMEG00000010308
neovison_vison ENSNVIG00000023256
mustela_putorius_furo ENSMPUG00000002807
canis_lupus_dingo ENSCAFG00020019068
canis_lupus_familiaris ENSCAFG00000003371
vulpes_vulpes ENSVVUG00000011114
panthera_tigris_altaica ENSPTIG00000015701
panthera_pardus ENSPPRG00000006692
felis_catus ENSFCAG00000006197
bos_mutus ENSBMUG00000010820
bison_bison_bison ENSBBBG00000016184
capra_hircus ENSCHIG00000024440
sus_scrofa ENSSSCG00000027056
vicugna_pacos ENSVPAG00000006670
vicugna_pacos ENSVPAG00000003126
pteropus_vampyrus ENSPVAG00000014408
pteropus_vampyrus ENSPVAG00000016635
pteropus_vampyrus ENSPVAG00000016636
myotis_lucifugus ENSMLUG00000013306
ovis_aries ENSOARG00000015008
capra_hircus ENSCHIG00000010745
bos_taurus ENSBTAG00000010046
bos_mutus ENSBMUG00000010802
bison_bison_bison ENSBBBG00000016181
tursiops_truncatus ENSTTRG00000009029
equus_caballus ENSECAG00000016812
procavia_capensis ENSPCAG00000016980
choloepus_hoffmanni ENSCHOG00000011218
dasypus_novemcinctus ENSDNOG00000018413
echinops_telfairi ENSETEG00000014043
echinops_telfairi ENSETEG00000008768
procavia_capensis ENSPCAG00000003398
procavia_capensis ENSPCAG00000005299
procavia_capensis ENSPCAG00000013331
echinops_telfairi ENSETEG00000009641
procavia_capensis ENSPCAG00000016452
echinops_telfairi ENSETEG00000009529
procavia_capensis ENSPCAG00000003205
procavia_capensis ENSPCAG00000008611
echinops_telfairi ENSETEG00000006737
echinops_telfairi ENSETEG00000005917
echinops_telfairi ENSETEG00000011095
sus_scrofa ENSSSCG00000035788
tursiops_truncatus ENSTTRG00000013192
bos_taurus ENSBTAG00000049500
dasypus_novemcinctus ENSDNOG00000043300
