procavia_capensis ENSPCAG00000014011
loxodonta_africana ENSLAFG00000012856
echinops_telfairi ENSETEG00000003065
dasypus_novemcinctus ENSDNOG00000044766
dasypus_novemcinctus ENSDNOG00000036799
dasypus_novemcinctus ENSDNOG00000036529
dasypus_novemcinctus ENSDNOG00000047086
choloepus_hoffmanni ENSCHOG00000011506
equus_caballus ENSECAG00000013324
equus_asinus_asinus ENSEASG00005023073
sorex_araneus ENSSARG00000007465
panthera_pardus ENSPPRG00000019832
panthera_tigris_altaica ENSPTIG00000008337
felis_catus ENSFCAG00000004790
ursus_americanus ENSUAMG00000024716
ailuropoda_melanoleuca ENSAMEG00000018017
ursus_maritimus ENSUMAG00000017226
neovison_vison ENSNVIG00000008006
mustela_putorius_furo ENSMPUG00000007426
canis_lupus_dingo ENSCAFG00020005704
canis_lupus_familiaris ENSCAFG00000030164
vulpes_vulpes ENSVVUG00000010605
vulpes_vulpes ENSVVUG00000028831
panthera_pardus ENSPPRG00000023724
panthera_tigris_altaica ENSPTIG00000011944
panthera_pardus ENSPPRG00000001183
felis_catus ENSFCAG00000046764
ursus_americanus ENSUAMG00000001594
ursus_maritimus ENSUMAG00000009793
tursiops_truncatus ENSTTRG00000000119
sus_scrofa ENSSSCG00000005453
capra_hircus ENSCHIG00000013447
ovis_aries ENSOARG00000006916
bos_mutus ENSBMUG00000006776
bos_taurus ENSBTAG00000002953
bison_bison_bison ENSBBBG00000022850
pteropus_vampyrus ENSPVAG00000007265
vicugna_pacos ENSVPAG00000010299
myotis_lucifugus ENSMLUG00000009065
oryctolagus_cuniculus ENSOCUG00000003584
ochotona_princeps ENSOPRG00000013805
canis_lupus_dingo ENSCAFG00020022140
vulpes_vulpes ENSVVUG00000011679
sus_scrofa ENSSSCG00000033957
pan_paniscus ENSPPAG00000042568
pan_troglodytes ENSPTRG00000039424
gorilla_gorilla ENSGGOG00000028429
pongo_abelii ENSPPYG00000014865
nomascus_leucogenys ENSNLEG00000035237
theropithecus_gelada ENSTGEG00000012511
macaca_mulatta ENSMMUG00000011859
papio_anubis ENSPANG00000030676
papio_anubis ENSPANG00000035415
macaca_fascicularis ENSMFAG00000033306
mandrillus_leucophaeus ENSMLEG00000040458
cercocebus_atys ENSCATG00000011822
rhinopithecus_roxellana ENSRROG00000037854
rhinopithecus_bieti ENSRBIG00000040031
colobus_angolensis_palliatus ENSCANG00000035111
cebus_capucinus_imitator ENSCCAG00000032137
cebus_capucinus_imitator ENSCCAG00000010558
saimiri_boliviensis_boliviensis ENSSBOG00000032916
aotus_nancymaae ENSANAG00000038499
aotus_nancymaae ENSANAG00000022759
callithrix_jacchus ENSCJAG00000022968
cebus_capucinus_imitator ENSCCAG00000019853
saimiri_boliviensis_boliviensis ENSSBOG00000032678
callithrix_jacchus ENSCJAG00000017321
aotus_nancymaae ENSANAG00000037662
nomascus_leucogenys ENSNLEG00000027638
pan_paniscus ENSPPAG00000028155
papio_anubis ENSPANG00000003454
mandrillus_leucophaeus ENSMLEG00000036459
cercocebus_atys ENSCATG00000040843
nomascus_leucogenys ENSNLEG00000032849
rhinopithecus_bieti ENSRBIG00000043945
rhinopithecus_roxellana ENSRROG00000036869
colobus_angolensis_palliatus ENSCANG00000037635
macaca_mulatta ENSMMUG00000047426
macaca_fascicularis ENSMFAG00000024380
theropithecus_gelada ENSTGEG00000026439
papio_anubis ENSPANG00000004213
mandrillus_leucophaeus ENSMLEG00000023142
macaca_fascicularis ENSMFAG00000027241
macaca_mulatta ENSMMUG00000003411
chlorocebus_sabaeus ENSCSAG00000000415
chlorocebus_sabaeus ENSCSAG00000019299
theropithecus_gelada ENSTGEG00000029639
macaca_fascicularis ENSMFAG00000034748
macaca_mulatta ENSMMUG00000037503
macaca_mulatta ENSMMUG00000042779
macaca_mulatta ENSMMUG00000010322
macaca_fascicularis ENSMFAG00000001552
macaca_nemestrina ENSMNEG00000044490
mandrillus_leucophaeus ENSMLEG00000029435
cercocebus_atys ENSCATG00000034102
chlorocebus_sabaeus ENSCSAG00000018885
papio_anubis ENSPANG00000031185
theropithecus_gelada ENSTGEG00000028883
rhinopithecus_bieti ENSRBIG00000026114
piliocolobus_tephrosceles ENSPTEG00000018170
pan_paniscus ENSPPAG00000042345
pan_troglodytes ENSPTRG00000021245
gorilla_gorilla ENSGGOG00000006925
homo_sapiens ENSG00000136810
pongo_abelii ENSPPYG00000019491
nomascus_leucogenys ENSNLEG00000034123
callithrix_jacchus ENSCJAG00000020378
callithrix_jacchus ENSCJAG00000013460
aotus_nancymaae ENSANAG00000025972
pan_troglodytes ENSPTRG00000051748
pan_paniscus ENSPPAG00000030508
gorilla_gorilla ENSGGOG00000022627
nomascus_leucogenys ENSNLEG00000029480
macaca_fascicularis ENSMFAG00000033157
theropithecus_gelada ENSTGEG00000027049
cercocebus_atys ENSCATG00000036096
papio_anubis ENSPANG00000032132
rhinopithecus_bieti ENSRBIG00000039821
rhinopithecus_roxellana ENSRROG00000044558
colobus_angolensis_palliatus ENSCANG00000003864
carlito_syrichta ENSTSYG00000036854
carlito_syrichta ENSTSYG00000026660
carlito_syrichta ENSTSYG00000037467
carlito_syrichta ENSTSYG00000034011
carlito_syrichta ENSTSYG00000003006
prolemur_simus ENSPSMG00000019237
prolemur_simus ENSPSMG00000001727
microcebus_murinus ENSMICG00000002128
otolemur_garnettii ENSOGAG00000009165
tupaia_belangeri ENSTBEG00000011193
dipodomys_ordii ENSDORG00000026523
castor_canadensis ENSCCNG00000004877
octodon_degus ENSODEG00000004871
octodon_degus ENSODEG00000000087
octodon_degus ENSODEG00000019859
octodon_degus ENSODEG00000009707
octodon_degus ENSODEG00000020029
octodon_degus ENSODEG00000008838
octodon_degus ENSODEG00000008879
chinchilla_lanigera ENSCLAG00000012680
fukomys_damarensis ENSFDAG00000013311
fukomys_damarensis ENSFDAG00000017699
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002500
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001586
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014576
cavia_porcellus ENSCPOG00000015348
cavia_aperea ENSCAPG00000011660
cavia_porcellus ENSCPOG00000031951
cavia_aperea ENSCAPG00000011051
urocitellus_parryii ENSUPAG00010023182
spermophilus_dauricus ENSSDAG00000022168
marmota_marmota_marmota ENSMMMG00000001684
urocitellus_parryii ENSUPAG00010013729
marmota_marmota_marmota ENSMMMG00000002832
marmota_marmota_marmota ENSMMMG00000011000
spermophilus_dauricus ENSSDAG00000020232
urocitellus_parryii ENSUPAG00010008976
ictidomys_tridecemlineatus ENSSTOG00000020668
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028367
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026048
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027013
mus_spicilegus ENSMSIG00000018249
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028386
rattus_norvegicus ENSRNOG00000012081
meriones_unguiculatus ENSMUGG00000011321
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007919
cricetulus_griseus_crigri_1.0 ENSCGRG00000012788
mesocricetus_auratus ENSMAUG00000004107
microtus_ochrogaster ENSMOCG00000002238
peromyscus_maniculatus_bairdii ENSPEMG00000022087
nannospalax_galili ENSNGAG00000019492
jaculus_jaculus ENSJJAG00000000678
