loxodonta_africana ENSLAFG00000006649
echinops_telfairi ENSETEG00000013997
procavia_capensis ENSPCAG00000013728
dasypus_novemcinctus ENSDNOG00000019349
choloepus_hoffmanni ENSCHOG00000004432
microtus_ochrogaster ENSMOCG00000014393
peromyscus_maniculatus_bairdii ENSPEMG00000024819
cricetulus_griseus_crigri_1.0 ENSCGRG00000007406
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013446
cricetulus_griseus_crigri-picr ENSCGRG00015009346
mesocricetus_auratus ENSMAUG00000003492
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027501
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000411
mus_spicilegus ENSMSIG00000001808
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026521
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028852
rattus_norvegicus ENSRNOG00000008693
meriones_unguiculatus ENSMUGG00000003649
nannospalax_galili ENSNGAG00000019470
jaculus_jaculus ENSJJAG00000023758
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012571
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011818
fukomys_damarensis ENSFDAG00000017739
chinchilla_lanigera ENSCLAG00000016723
octodon_degus ENSODEG00000003879
cavia_porcellus ENSCPOG00000007120
cavia_aperea ENSCAPG00000007989
spermophilus_dauricus ENSSDAG00000012169
marmota_marmota_marmota ENSMMMG00000008823
ictidomys_tridecemlineatus ENSSTOG00000006682
urocitellus_parryii ENSUPAG00010005346
castor_canadensis ENSCCNG00000006857
dipodomys_ordii ENSDORG00000030006
tupaia_belangeri ENSTBEG00000017677
prolemur_simus ENSPSMG00000019754
propithecus_coquereli ENSPCOG00000027025
microcebus_murinus ENSMICG00000014383
otolemur_garnettii ENSOGAG00000005713
canis_lupus_dingo ENSCAFG00020025365
canis_lupus_familiaris ENSCAFG00000010585
vulpes_vulpes ENSVVUG00000015418
ailuropoda_melanoleuca ENSAMEG00000007606
pan_troglodytes ENSPTRG00000000483
pan_paniscus ENSPPAG00000034471
homo_sapiens ENSG00000162526
gorilla_gorilla ENSGGOG00000013118
pongo_abelii ENSPPYG00000001593
nomascus_leucogenys ENSNLEG00000002640
macaca_fascicularis ENSMFAG00000043194
macaca_nemestrina ENSMNEG00000043746
theropithecus_gelada ENSTGEG00000015974
papio_anubis ENSPANG00000025215
mandrillus_leucophaeus ENSMLEG00000032576
cercocebus_atys ENSCATG00000043974
chlorocebus_sabaeus ENSCSAG00000001055
colobus_angolensis_palliatus ENSCANG00000029076
piliocolobus_tephrosceles ENSPTEG00000023491
rhinopithecus_roxellana ENSRROG00000041752
rhinopithecus_bieti ENSRBIG00000035590
cebus_capucinus_imitator ENSCCAG00000036068
saimiri_boliviensis_boliviensis ENSSBOG00000022757
callithrix_jacchus ENSCJAG00000000977
aotus_nancymaae ENSANAG00000020691
carlito_syrichta ENSTSYG00000007669
ochotona_princeps ENSOPRG00000000867
oryctolagus_cuniculus ENSOCUG00000011964
bos_taurus ENSBTAG00000020652
bos_mutus ENSBMUG00000008902
bison_bison_bison ENSBBBG00000012390
capra_hircus ENSCHIG00000021390
ovis_aries ENSOARG00000020944
sus_scrofa ENSSSCG00000023968
neovison_vison ENSNVIG00000024280
mustela_putorius_furo ENSMPUG00000015228
equus_asinus_asinus ENSEASG00005011744
equus_caballus ENSECAG00000015717
myotis_lucifugus ENSMLUG00000000830
sorex_araneus ENSSARG00000004189
erinaceus_europaeus ENSEEUG00000014154
vicugna_pacos ENSVPAG00000009354
panthera_pardus ENSPPRG00000013433
panthera_tigris_altaica ENSPTIG00000007922
felis_catus ENSFCAG00000037814
pteropus_vampyrus ENSPVAG00000013334
ursus_maritimus ENSUMAG00000008359
ursus_americanus ENSUAMG00000014261
notamacropus_eugenii ENSMEUG00000009327
phascolarctos_cinereus ENSPCIG00000022368
monodelphis_domestica ENSMODG00000017432
pogona_vitticeps ENSPVIG00000013805
anolis_carolinensis ENSACAG00000004783
notechis_scutatus ENSNSUG00000012119
salvator_merianae ENSSMRG00000015929
sphenodon_punctatus ENSSPUG00000000116
gopherus_agassizii ENSGAGG00000023766
chelonoidis_abingdonii ENSCABG00000018805
chrysemys_picta_bellii ENSCPBG00000011046
pelodiscus_sinensis ENSPSIG00000008690
crocodylus_porosus ENSCPRG00005002261
apteryx_owenii ENSAOWG00000002190
apteryx_haastii ENSAHAG00000008292
apteryx_rowi ENSARWG00000011000
dromaius_novaehollandiae ENSDNVG00000010047
nothoprocta_perdicaria ENSNPEG00000009306
anser_brachyrhynchus ENSABRG00000020317
anas_platyrhynchos_platyrhynchos ENSAPLG00000012262
gallus_gallus ENSGALG00000053648
meleagris_gallopavo ENSMGAG00000004909
coturnix_japonica ENSCJPG00005000884
numida_meleagris ENSNMEG00000007402
calidris_pygmaea ENSCPGG00000014539
calidris_pugnax ENSCPUG00000018234
latimeria_chalumnae ENSLACG00000016409
