amphiprion_ocellaris ENSAOCG00000022821
amphiprion_percula ENSAPEG00000018825
astatotilapia_calliptera ENSACLG00000008678
astatotilapia_calliptera ENSACLG00000016732
maylandia_zebra ENSMZEG00005000927
maylandia_zebra ENSMZEG00005015553
astatotilapia_calliptera ENSACLG00000018215
maylandia_zebra ENSMZEG00005018291
oreochromis_niloticus ENSONIG00000012078
haplochromis_burtoni ENSHBUG00000015467
mastacembelus_armatus ENSMAMG00000007126
mastacembelus_armatus ENSMAMG00000022683
mastacembelus_armatus ENSMAMG00000000713
anabas_testudineus ENSATEG00000011518
oryzias_latipes_asm223469v1 ENSORLG00015011825
oryzias_latipes_asm223469v1 ENSORLG00015000675
oryzias_latipes_asm223469v1 ENSORLG00015006526
oryzias_latipes_asm223469v1 ENSORLG00015002631
oryzias_latipes_asm223469v1 ENSORLG00015011068
oryzias_latipes_asm223471v1 ENSORLG00020018437
oryzias_latipes_asm223471v1 ENSORLG00020015214
oryzias_latipes_asm223471v1 ENSORLG00020010207
oryzias_latipes_asm223471v1 ENSORLG00020013940
oryzias_latipes_asm223471v1 ENSORLG00020017788
oryzias_latipes_asm223471v1 ENSORLG00020002682
oryzias_latipes_asm223471v1 ENSORLG00020009164
oryzias_latipes_asm223471v1 ENSORLG00020008280
oryzias_latipes_asm223471v1 ENSORLG00020011690
oryzias_latipes_asm223471v1 ENSORLG00020002885
oryzias_latipes_asm223471v1 ENSORLG00020009899
oryzias_latipes_asm223471v1 ENSORLG00020017600
oryzias_latipes_asm223471v1 ENSORLG00020006341
oryzias_melastigma ENSOMEG00000011717
anabas_testudineus ENSATEG00000022418
pygocentrus_nattereri ENSPNAG00000020817
pygocentrus_nattereri ENSPNAG00000011571
