ovis_aries ENSOARG00000007128
capra_hircus ENSCHIG00000001609
bos_mutus ENSBMUG00000023006
bos_taurus ENSBTAG00000047815
bison_bison_bison ENSBBBG00000007459
sus_scrofa ENSSSCG00000002993
erinaceus_europaeus ENSEEUG00000012667
erinaceus_europaeus ENSEEUG00000009128
equus_caballus ENSECAG00000002693
equus_asinus_asinus ENSEASG00005005230
equus_caballus ENSECAG00000008847
equus_caballus ENSECAG00000023770
equus_asinus_asinus ENSEASG00005004897
oryctolagus_cuniculus ENSOCUG00000006796
ochotona_princeps ENSOPRG00000014861
myotis_lucifugus ENSMLUG00000011027
myotis_lucifugus ENSMLUG00000027238
spermophilus_dauricus ENSSDAG00000002477
ictidomys_tridecemlineatus ENSSTOG00000027252
chinchilla_lanigera ENSCLAG00000000581
octodon_degus ENSODEG00000002626
fukomys_damarensis ENSFDAG00000011243
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022136
cricetulus_griseus_crigri_1.0 ENSCGRG00000005127
cricetulus_griseus_crigri-picr ENSCGRG00015024205
peromyscus_maniculatus_bairdii ENSPEMG00000016715
microtus_ochrogaster ENSMOCG00000009920
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060407
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091867
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030492
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030493
rattus_norvegicus ENSRNOG00000020817
nannospalax_galili ENSNGAG00000019564
jaculus_jaculus ENSJJAG00000004008
chinchilla_lanigera ENSCLAG00000000428
octodon_degus ENSODEG00000000059
cavia_porcellus ENSCPOG00000021169
cavia_aperea ENSCAPG00000007223
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011882
ictidomys_tridecemlineatus ENSSTOG00000002073
marmota_marmota_marmota ENSMMMG00000019837
spermophilus_dauricus ENSSDAG00000002099
urocitellus_parryii ENSUPAG00010022410
spermophilus_dauricus ENSSDAG00000010787
spermophilus_dauricus ENSSDAG00000002141
chinchilla_lanigera ENSCLAG00000000654
octodon_degus ENSODEG00000002572
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002809
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010102
fukomys_damarensis ENSFDAG00000011228
cavia_aperea ENSCAPG00000006348
panthera_pardus ENSPPRG00000020948
cavia_porcellus ENSCPOG00000032245
tursiops_truncatus ENSTTRG00000002328
meriones_unguiculatus ENSMUGG00000025650
meriones_unguiculatus ENSMUGG00000006066
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005547
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074254
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030490
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030491
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029394
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029395
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024920
cricetulus_griseus_crigri-picr ENSCGRG00015024167
cricetulus_griseus_crigri_1.0 ENSCGRG00000010123
mesocricetus_auratus ENSMAUG00000020680
cricetulus_griseus_crigri-picr ENSCGRG00015014994
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017904
cricetulus_griseus_crigri_1.0 ENSCGRG00000017735
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009100
cricetulus_griseus_crigri_1.0 ENSCGRG00000014504
cricetulus_griseus_crigri-picr ENSCGRG00015011431
peromyscus_maniculatus_bairdii ENSPEMG00000001710
microtus_ochrogaster ENSMOCG00000012758
microtus_ochrogaster ENSMOCG00000006962
microtus_ochrogaster ENSMOCG00000009041
microtus_ochrogaster ENSMOCG00000003941
nannospalax_galili ENSNGAG00000023796
jaculus_jaculus ENSJJAG00000010772
chinchilla_lanigera ENSCLAG00000000962
octodon_degus ENSODEG00000000088
cavia_porcellus ENSCPOG00000038528
cavia_aperea ENSCAPG00000016281
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003483
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012394
fukomys_damarensis ENSFDAG00000021394
