amphiprion_ocellaris ENSAOCG00000013743
acanthochromis_polyacanthus ENSAPOG00000015870
amphilophus_citrinellus ENSACIG00000007840
amphilophus_citrinellus ENSACIG00000014024
amphilophus_citrinellus ENSACIG00000023637
amphilophus_citrinellus ENSACIG00000022093
acanthochromis_polyacanthus ENSAPOG00000017515
acanthochromis_polyacanthus ENSAPOG00000008859
acanthochromis_polyacanthus ENSAPOG00000010715
acanthochromis_polyacanthus ENSAPOG00000015071
latimeria_chalumnae ENSLACG00000002996
paramormyrops_kingsleyae ENSPKIG00000025304
notechis_scutatus ENSNSUG00000016038
notechis_scutatus ENSNSUG00000003888
notechis_scutatus ENSNSUG00000008607
hippocampus_comes ENSHCOG00000007412
pogona_vitticeps ENSPVIG00000001406
pogona_vitticeps ENSPVIG00000013015
pogona_vitticeps ENSPVIG00000003995
salvator_merianae ENSSMRG00000008323
salvator_merianae ENSSMRG00000000625
salvator_merianae ENSSMRG00000000311
paramormyrops_kingsleyae ENSPKIG00000000991
paramormyrops_kingsleyae ENSPKIG00000017381
