capra_hircus ENSCHIG00000026418
ovis_aries ENSOARG00000008565
bos_taurus ENSBTAG00000011160
bos_mutus ENSBMUG00000003837
bison_bison_bison ENSBBBG00000020325
tursiops_truncatus ENSTTRG00000016528
sus_scrofa ENSSSCG00000021136
myotis_lucifugus ENSMLUG00000012568
equus_asinus_asinus ENSEASG00005010693
ursus_americanus ENSUAMG00000013619
ursus_maritimus ENSUMAG00000021196
ailuropoda_melanoleuca ENSAMEG00000020096
mustela_putorius_furo ENSMPUG00000020117
canis_lupus_familiaris ENSCAFG00000001365
canis_lupus_dingo ENSCAFG00020011524
vulpes_vulpes ENSVVUG00000020309
panthera_pardus ENSPPRG00000022507
panthera_tigris_altaica ENSPTIG00000012957
felis_catus ENSFCAG00000004165
pteropus_vampyrus ENSPVAG00000003880
equus_caballus ENSECAG00000038221
erinaceus_europaeus ENSEEUG00000013059
sorex_araneus ENSSARG00000005122
propithecus_coquereli ENSPCOG00000021409
microcebus_murinus ENSMICG00000000600
prolemur_simus ENSPSMG00000001557
otolemur_garnettii ENSOGAG00000011718
pan_paniscus ENSPPAG00000032443
gorilla_gorilla ENSGGOG00000042302
pan_troglodytes ENSPTRG00000046546
homo_sapiens ENSG00000170777
pongo_abelii ENSPPYG00000019229
macaca_fascicularis ENSMFAG00000034371
macaca_nemestrina ENSMNEG00000033267
papio_anubis ENSPANG00000009584
mandrillus_leucophaeus ENSMLEG00000031912
cercocebus_atys ENSCATG00000040180
rhinopithecus_roxellana ENSRROG00000041822
rhinopithecus_bieti ENSRBIG00000031891
macaca_mulatta ENSMMUG00000002175
colobus_angolensis_palliatus ENSCANG00000041732
theropithecus_gelada ENSTGEG00000020212
piliocolobus_tephrosceles ENSPTEG00000004094
chlorocebus_sabaeus ENSCSAG00000018487
cricetulus_griseus_crigri-picr ENSCGRG00015021945
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011832
peromyscus_maniculatus_bairdii ENSPEMG00000025350
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023784
mus_spicilegus ENSMSIG00000025636
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024815
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022866
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014359
rattus_norvegicus ENSRNOG00000042441
rattus_norvegicus ENSRNOG00000011304
nannospalax_galili ENSNGAG00000000507
castor_canadensis ENSCCNG00000016084
urocitellus_parryii ENSUPAG00010013774
marmota_marmota_marmota ENSMMMG00000001882
spermophilus_dauricus ENSSDAG00000001778
spermophilus_dauricus ENSSDAG00000001762
oryctolagus_cuniculus ENSOCUG00000016443
tupaia_belangeri ENSTBEG00000009802
choloepus_hoffmanni ENSCHOG00000007535
dasypus_novemcinctus ENSDNOG00000049546
loxodonta_africana ENSLAFG00000022756
